Ticker;Signal;Final_rank;Quality;Momentum;PER;MCap;Slope;ROA;FCF2EV;FCF2D;MomentumValue
ELP;HOLD;1443;1442;1122;10.347091682;1340298648.54228;0.0495128292;0.05678;1.2213726537;0;0.5409653474
BBY;HOLD;1441.5;1435;1125;14.3625727871;22791383212.561;-0.0842571732;0.09623;6.6931171698;1.1095405819;0.5437664024
TNET;HOLD;1441.5;1313;1247;19.1102756892;2460192525;0.1853026921;0.07943;16.8404364549;1.3266640689;0.7329446712
EPAM;BUY;1440;1084;1469;64.1964285714;19490648045.5;0.3438076035;0.09549;44.2622090967;0.584766034;2.2623995486
MTZ;HOLD;1438.5;1246.5;1304;19.7990870367;4860849193.86313;1.3062166807;0.052950002;11.0125441179;2.1807644883;0.8437832392
SYX;HOLD;1438.5;1216.5;1334;20.6301053736;552504429.536819;0.8605123805;0.13621001;28.566698498;1.7292490119;0.9313277866
BMI;HOLD;1437;1125.5;1424;57.9112442287;2823965233.14056;0.7353705454;0.091280006;41.4743457266;0.1007803172;1.3777603165
EGO;HOLD;1436;1110.5;1437;18.5999997457;1937410212.39027;-0.1130062272;0.034360003;8.0529445368;2.1608288169;1.4952380996
GOLF;BUY;1435;1212;1335;30.8515638113;1334338763.40419;0.2599874015;0.054029997;14.1299111946;1.6924409975;0.9346992758
TPL;HOLD;1434;1133;1412;51.7675574734;8987323922.50781;1.6757193527;0.23233;64.2679648543;0.0208457846;1.2912317653
SSD;HOLD;1433;1281.5;1260;23.1241212796;4254264745.19939;-0.0413272936;0.13533;29.5058799033;0.3416164689;0.7597466207
ABG;HOLD;1432;1103;1438;12.7405157943;2859577656.41823;0.9941168924;0.0771;14.0535276959;5.9572493906;1.5103703252
BBL;HOLD;1431;1204;1336;22.3745450107;154103716767.313;0.6010528206;0.10592;22.200424381;2.7924633297;0.9365081164
SPGI;HOLD;1430;1273;1266;33.9068331827;78716679792.6747;-0.0815525548;0.20238;27.342640274;1.5837427656;0.7733017761
EVTC;HOLD;1429;1107;1429;25.5244755245;2575201363;0.2688095958;0.0848;21.8901403042;4.0702565785;1.423215183
BLD;BUY;1428;1099;1435;25.4460913152;6116483633.25085;0.4593702663;0.082100004;25.5005345369;3.0328327617;1.4883692109
EVR;HOLD;1427;1458;1075;14.6678831746;4858291093.47314;1.2601859757;0.13826;5.879045932;0.77887253;0.490044456
OMI;HOLD;1426;1121;1411;64.4161362051;2124290456.78362;1.301861441;0.043;9.135175941;3.1626661031;1.2894333307
CNS;HOLD;1425;1201;1329;41.4012738854;1564974060;0.1690957171;0.15908;38.1475254724;0.4079800458;0.9213791992
AFGD;NA;1424;1026;1503;NA;NA;NA;0.0127905319;0;0;NA
BHP;HOLD;1423;1148;1370;27.6363636364;190344266320;0.6320221976;0.10592;26.6829079394;2.7924633297;1.0253216193
CHE;SELL;1421.5;1316;1201;21.5877822782;6586906874.2597;-0.3266444649;0.14547;24.6447283136;0.4875129293;0.6473880595
HLI;BUY;1421.5;1407;1110;16.2615195306;3164824935.29868;0.2856487622;0.14893;15.0822865063;0.67456836;0.5220018763
LXFR;HOLD;1420;1318;1196;27.3277078835;481546191.053368;0.6263346361;0.07075;14.0654160305;1.4330108473;0.6363700042
AGCO;HOLD;1419;1137;1376;22.2584074577;7799888864.65332;1.1444553295;0.04858;13.8037985923;2.4344882729;1.0525243324
HUYA;HOLD;1418;1330;1182;-9.1805601847;2030787074.46589;0.1475285488;0.03441;3.2843175962;0;0.6114570374
KGC;SELL;1417;1343;1168;6.0849054804;8053775491.83941;-0.6635473275;0.111719996;12.31610265;2.7801289762;0.5893543781
BSX;HOLD;1416;1505;1002;NA;NA;-0.053484564;0.1537706527;0;0;0.4194728848
PHM;HOLD;1415;1332.5;1166;8.4582686977;11332483417.5801;-0.0473533518;0.0968;11.2841728221;3.0125054741;0.587047249
BDXB;NA;1413.5;992;1506;NA;0;NA;0.03818;7.5561021123;4.4803722021;NA
OTIS;NA;1413.5;986;1512;NA;0;NA;0.11429;27.3465467727;5.164546849;NA
BIG;HOLD;1412;1297;1197;3.8256428786;2205068109.1738;0.4984782092;0.056999996;5.5038114024;2.8525123474;0.6387164385
CIEN;HOLD;1411;1129.5;1364;21.064654712;7479459164.03702;-0.4549691403;0.07952;24.1333069959;2.7816776344;1.0142856733
BC;HOLD;1410;1350;1142;18.9860967136;6444909022.71278;0.660534119;0.092650004;13.9948671657;1.9318539952;0.5583047181
ATV;HOLD;1409;1008;1482;NA;NA;0.6373759895;0.1227012518;0;0;2.9958612588
TFII;HOLD;1408;1027.5;1459;NA;6222289742.91536;0.9685548085;0.057729997;20.804989113;3.175563894;1.8874863744
PWR;HOLD;1407;1053;1433;26.6547237235;11190276235.6073;0.9897895332;0.04551;18.0309619723;2.0596689846;1.4665622024
FIX;HOLD;1406;1357.5;1120;16.4400972772;2363936231.17719;0.4924557995;0.0725;11.2928201764;1.3722925486;0.5370185292
WNS;BUY;1405;1274;1202;37.1923671782;3144188084.42867;0.2467724241;0.090100005;22.6428678445;1.2967086481;0.6481358056
WDR;HOLD;1404;1412;1061;23.1481481481;1495573300;0.9483090245;0.06863;5.8247567665;0.7045807398;0.4812947267
DOOR;HOLD;1403;1196.5;1275;39.1696750903;2407027906.5;0.3503904113;0.07632;13.8085281403;4.0321187625;0.7884271222
NAT;SELL;1402;1207.5;1262;9.4117648461;469572982.997183;-0.5620505068;0.050630003;7.0903103098;3.1651408357;0.7649927212
BSA;HOLD;1400.5;1497;971;NA;NA;0.0976759113;0.0877904357;0;0;0.3860958786
MX;HOLD;1400.5;1124;1344;2.870971969;655210522.355289;1.2238335245;0.03497;9.261156897;1.6930667561;0.9468749783
SAH;HOLD;1399;1027.5;1439;-38.6115712568;1008250003.30362;0.3284506468;0.048600003;9.2748003018;5.415373886;1.5335286244
BTZ;HOLD;1397.5;1491;975;7.2456577576;NA;0.1004553716;0.0828803166;0;0;0.3882074222
RGR;SELL;1397.5;1430;1036;12.8015724287;1043039375.58069;-0.516149762;0.21406001;15.2171694647;0.0325028912;0.4563879969
GOLD;SELL;1396;1320;1143;14.9502684893;34557162290.5615;-0.6702100807;0.06713;12.2361758548;1.5186325097;0.5585953043
CNI;HOLD;1394.5;1324;1138;18.5544017062;66219986797.9492;0.1413962981;0.07871;23.9785397262;0;0.5552490502
PJT;HOLD;1394.5;1469;993;15.0386020338;1449965780.81296;0.2692411631;0.19999;4.4339923773;0.3742262313;0.4073486566
HYT;HOLD;1393;1492;969;15.483871583;NA;0.1781140613;0.0834581754;0;0;0.384969485
RMD;HOLD;1392;1091;1369;38.2150319524;26186631147.3761;0.0872635209;0.12547;43.191097198;1.4694716951;1.024979929
VEEV;HOLD;1391;976.5;1481;108.5296630859;34771996106.5966;-0.0078663113;0.0888;90.6964454718;0.1492803249;2.8360722847
SNA;HOLD;1390;1390;1067;18.4335668604;11262665593.5809;0.7350829626;0.09340999;11.9056016961;1.4735330572;0.486071627
RS;HOLD;1389;1255;1200;24.1236737255;8601963868.70911;0.5104476653;0.053990003;11.1348831403;2.0526760434;0.6446042379
CCS;HOLD;1388;1147;1305;8.959216667;1615918740.00462;0.7669048106;0.064229995;11.0774412375;4.9509671239;0.847412368
KEYS;HOLD;1386.5;1003;1446;39.3083979447;24555759482.4207;0.5547465116;0.06854;31.1043004239;2.3693256719;1.701278983
PG;HOLD;1386.5;1220;1229;23.0820108703;300475621488.095;-0.1468293952;0.09623;23.2858141888;2.2373497238;0.6967059665
ENVA;HOLD;1385;1461;981;2.8655669412;1005240595.95291;1.3521093683;0.20542;2.6226177627;1.4331257893;0.3922903322
EV;HOLD;1384;1321;1118;NA;NA;1.3368746388;0.0279869994;0;0;0.535666687
AN;HOLD;1383;1263;1175;18.4178696282;4257634175.00717;0.7333913459;0.059520002;7.5402289083;3.5281493562;0.603676755
DFIN;HOLD;1382;1336.5;1101;-35.3010462217;789567982.257912;1.8476875761;0.059910003;7.0305872357;1.9380880132;0.5136866427
LZB;BUY;1381;1376.5;1060;25.4527803843;1796415692.39021;0.4322205033;0.06258;6.9886262722;1.3514798936;0.4798297709
PVG;SELL;1379.5;1398;1038;-47.523807344;1868575463.91198;-0.3207422428;0.084630005;10.2855187947;1.4245682298;0.4579579971
VALE;HOLD;1379.5;1393;1043;18.3823529412;79322017425;0.9074212948;0.12636;11.0312872477;2.3687270313;0.4635740411
WST;HOLD;1378;963;1467;56.2997830514;18944327394.3747;-0.0595613018;0.10316;77.8309883974;1.3191319928;2.2205679404
FICO;HOLD;1377;982;1447;48.9164798456;12415145683.132;0.0083654761;0.14951;45.1031119612;3.0084680747;1.7014819684
MUSA;SELL;1376;1185;1242;9.414373042;3109172680.90918;-0.2342878953;0.13014;17.8010251962;4.6833928673;0.7187974065
FF;HOLD;1375;1192.5;1231;5.5628374345;337390737.565376;0.1500022321;0.103520006;35.6088138352;0.0458630044;0.7031223826
MCY;HOLD;1374;1379;1044;8.9271464234;1649171550.2844;0.6260074052;0.048649997;1.6607129569;0.2279756524;0.4647873174
SMG;BUY;1373;971;1450;23.4611738812;8087279341.4772;0.5042440173;0.12026;29.6389334132;5.0634569931;1.7282754275
URI;HOLD;1372;1175;1243;23.6557382052;20780452386.2796;0.9321892118;0.06434;12.1942256427;4.0294204039;0.7216465712
TGNA;HOLD;1371;1186;1227;8.242008784;3646419475.27272;0.8861339369;0.08104999;11.1361990578;5.3721410788;0.6954360842
WSO;HOLD;1370;1322;1089;33.3323828334;7051880173.58279;-0.01618168;0.09678;21.1178072826;0.4954826994;0.5016767298
DAVA;HOLD;1369;934;1474;206.3245750555;2225392363.44177;0.9375017411;0.083620004;161.9628858808;0;2.4305553306
SAM;BUY;1368;910;1494;66.3583145741;9552415793.60254;0.4761935271;0.13198;113.9514699506;0.6603620765;4.441470216
ATHM;HOLD;1366.5;1472;928;34.1328076697;6835196685.57987;0.554065867;0.09175;4.4330029803;0;0.3509260528
NOMD;HOLD;1366.5;1312;1088;24.5283026444;3785955750.14149;0.0419906708;0.041589998;10.6794979463;0;0.5006353992
TCS;HOLD;1365;934;1465;21.4890704129;429289305.107117;2.4694304843;0.04124;11.8991189597;4.806893502;2.0146203179
RLI;HOLD;1364;1139.5;1258;30.5549136476;4091052913.27762;0.3066448055;0.0296;8.3202223474;0.2850964521;0.7578431208
UNH;HOLD;1363;1209;1188;20.824079698;313698436907.815;0.0996282052;0.07545;18.1561674159;2.500893974;0.620937312
CAI;HOLD;1361.5;1005;1391;39.6895565632;555925629.944534;1.3126091892;0.03423;5.9060696875;4.0163044875;1.1093862485
HPQ;HOLD;1361.5;1367;1029;11.9345236798;35978331935.8452;0.8216736756;0.07896;10.9459160566;1.6762550999;0.4441637942
NLS;HOLD;1360;1449.5;946;10.2528238117;565061969.207069;0.6533651108;0.22855;9.8223377377;0.6620213313;0.3687732423
SKY;HOLD;1359;1009;1384;43.2000007629;2240214620.36361;0.8157327809;0.061139997;33.5245822146;1.0519756385;1.0964544137
LEN;HOLD;1358;1373;1019;10.2498085864;22975727286.6737;0.1541088155;0.06532;6.7362950819;1.6850342331;0.4336433132
CALX;HOLD;1357;894;1495;73.8333313553;2161113980.28387;1.364872342;0.07245;97.2217011475;0.7242433126;4.7678830469
HD;HOLD;1356;1256;1132;21.0159122844;269116123820.559;-0.1454209038;0.18756;21.9193570798;3.0512529053;0.5495997078
GNRC;HOLD;1355;890.5;1496;55.7883213906;18899173601.5821;1.1710297225;0.102819994;62.6748487572;2.9202705073;6.1783924778
BRC;HOLD;1353.5;1300;1077;26.7267274904;2518064736.55247;0.1944780272;0.077;20.0298549466;0.3348137476;0.4929344877
DG;HOLD;1353.5;996;1381;17.6358775755;43537531819.9697;-0.1342119012;0.08769;23.0098095802;5.524090696;1.0774594296
MA;HOLD;1352;997;1377;54.8665620094;343819433554.5;0.1558940038;0.16240999;58.5064710989;2.1921783416;1.0527991822
RHI;HOLD;1351;1359;1014;28.0740752044;8200420373.9543;0.6740694487;0.08866;16.4025353767;0.5986847447;0.4306254237
SHW;HOLD;1350;1101;1271;29.871376701;53021233433.9383;0.033712229;0.087349996;24.5593019118;3.5544896667;0.7822529248
WLKP;HOLD;1349;1451.5;919;12.3670212766;413950184.25;0.4217574075;0.16045;6.3643075447;1.590279164;0.3439066763
NUM;HOLD;1348;1481;888;NA;NA;0.3801895852;0.0696865953;0;0;0.3231145838
ATEN;HOLD;1347;1190.5;1177;41.3181825118;466593980.132408;0.0654370143;0.039920002;11.0752527574;0.4554636338;0.6048109754
BOOT;HOLD;1346;895;1472;40.3765375246;1611010343.90596;1.4973536799;0.04463;21.5337586332;3.4534556791;2.4077834026
WYND;HOLD;1345;1478;881;NA;NA;1.3967962402;0.0680262981;0;0;0.3211013535
TIF;BUY;1344;1489;867;NA;NA;0.2013581484;0.0812450264;0;0;0.3120217107
NEM;SELL;1343;1276.5;1079;15.780181711;44205715928.8007;-0.3456196122;0.05069;10.1716813684;1.5015296641;0.493000408
NYT;HOLD;1342;958.5;1396;84.0999984741;7688459217.72347;0.2528002107;0.049590003;33.7362457585;0.2459847651;1.1635933962
W;HOLD;1341;869.5;1484;154.3010752688;19726455378;-0.0754158422;0.06053;32.358534666;3.7079411937;3.2792835215
DX;HOLD;1340;1427;926;2.6411553669;469057517.069221;0.4032232207;0.04198;0;0;0.3502869929
BJ;HOLD;1339;1104;1248;14.4184291183;5171079387.73285;-0.1964301288;0.06807;13.9037205812;5.3075976856;0.7354545593
MCO;HOLD;1338;1092;1257;29.607029794;51800327941.644;0.0586234863;0.13457;29.164818968;3.5872400582;0.753903867
MATX;HOLD;1336.5;901;1442;16.1013508702;2761960591.22839;1.127935243;0.05663;21.4008214952;5.1005142595;1.5870003146
PH;HOLD;1336.5;1078;1265;26.6103862244;37630362574.3389;0.7087983123;0.06331;20.3402282001;3.2677291728;0.7716665208
FSS;HOLD;1335;1108.5;1234;23.5275288092;2181527628;0.250300948;0.07123;24.9668284028;2.4079348932;0.7080669958
BEPC;NA;1334;835;1507;NA;0;NA;0.01509;4.5212673036;1.4994610129;NA
BAM;HOLD;1332.5;1156;1184;-340.416653951;55171742822.6579;0.4239714172;0.01906;0;0;0.6142217417
IBP;BUY;1332.5;1052;1288;32.363914933;2424436970.15724;0.3431830767;0.09034;24.771614944;4.2925364795;0.8211490758
TTC;BUY;1331;1125.5;1214;31.8943892375;9782010617.89952;0.505542044;0.10418;30.6598272785;2.3664663351;0.6732388514
JHX;HOLD;1330;1102;1235;77.0526333859;12990008269.2688;0.5877327841;0.08416;27.5193014533;2.6422309022;0.7087767373
BCC;HOLD;1328.5;1304;1032;11.2927926553;1937408222.63603;0.3037840009;0.11249;13.5823061208;3.3968377558;0.4512720594
RPM;HOLD;1328.5;1066;1270;24.3841027751;10325342973.7505;-0.0634284549;0.07665;21.1451167322;4.2199156049;0.7821871499
TDY;BUY;1327;981;1354;34.6195860322;13392861986.7208;0.2063715715;0.066350006;33.0624807369;2.1222700799;0.9821552793
TKR;HOLD;1326;1030.5;1303;21.1559131581;5693820511.91014;0.7104878276;0.06185;18.7468628105;4.2377758883;0.8406556644
SUZ;HOLD;1325;1429;904;-34.8118274443;9539241990.80069;0.8168497403;0.050809998;2.1308614072;0;0.3306139869
NVR;BUY;1324;1146;1179;19.3007683486;15919079687.6357;0.2411204536;0.14904;29.5422466845;2.9586348141;0.6074428013
MTD;HOLD;1323;985;1339;42.5299094318;24393990869.6158;0.1985688206;0.17761;51.024549129;2.7211321348;0.9408552458
HMLP;HOLD;1322;1459;864;11.0406619282;279719092.332836;0.9073330668;0.055370003;0;0;0.3100579444
GLOB;BUY;1321;836;1483;152.2262795998;7676293079.62888;0.3202885296;0.061079998;90.5893234435;1.2046271137;3.1660845442
PKI;HOLD;1320;1094.5;1221;19.1166514652;12513529021.3498;0.0826347987;0.084960006;24.7004547389;3.4305819128;0.6803430624
WWE;HOLD;1319;1326;989;33.7051293789;2424682459.49754;0.3753805976;0.12045;15.073570554;2.6087635895;0.4037883676
TMO;HOLD;1318;913;1400;27.6604004671;173423311680.93;0.1306683243;0.07728;33.7505500351;4.0160887309;1.1957930825
MC;HOLD;1317;1456;856;16.8883839186;2957657614.34719;1.0583538468;0.19261;7.874818559;0.5060120034;0.3041273731
NKE;BUY;1316;928;1383;74.4306613789;165680574211.363;0.4031904009;0.0788;41.9722791392;2.5273857593;1.0909289
RBA;HOLD;1315;1015.5;1293;33.1948045012;5611383954.83421;-0.19634806;0.07463;26.3819324854;3.4311624981;0.8246505115
BLW;BUY;1314;1470;836;12.887096405;NA;0.2071902493;0.0632032444;0;0;0.2926763255
TREX;BUY;1313;831;1471;56.3907294873;9817731228.28269;0.3927983935;0.21981001;738.5510308894;2.4384631332;2.3700469695
DLB;HOLD;1312;1132;1169;31.3192877623;6227753486.65411;0.6338717453;0.06932;32.4213827974;0.2864868456;0.59118374
MSA;BUY;1311;932;1367;51.2000012007;5684997125.31891;0.4273061584;0.08452;45.3129884313;2.571288611;1.0180745372
MLI;HOLD;1310;1108.5;1185;16.113360015;2211189771.01297;0.527191656;0.0994;25.6195580826;3.4855929176;0.6170575954
AOD;BUY;1309;1431;858;-86.3809494745;NA;0.3096239045;0.042940002;0;0;0.3061743322
HCA;HOLD;1308;999.5;1287;16.1335769751;46766607228.0028;0.5627816558;0.097270004;20.0539493602;7.1229223084;0.8208216452
GIB;HOLD;1307;1444.5;840;25.4934329543;14386841247.7924;0.1352377201;0.08118;10.5959078272;0;0.294760549
ANTM;BUY;1305.5;1272;1011;17.8804221487;78633947204.3042;0.2855993697;0.06293;9.9888026307;3.1141358907;0.4270508992
TNK;HOLD;1305.5;1397;886;5.0933852734;315153220.513687;-0.3485199731;0.06524;2.9205451414;1.8413737272;0.322478944
IIPR;HOLD;1303.5;782;1497;55.7064231383;4272992965.66342;0.8233957997;0.034679998;35.9395215396;1.0956692407;7.009416118
KAI;HOLD;1303.5;956;1323;35.7547176209;1940871314.32922;0.8117718456;0.05631;26.1013354594;2.737445626;0.8955289044
EURN;HOLD;1301.5;1403;875;3.9261893836;1592655483.61896;-0.1232943809;0.08145001;5.2888747052;2.2735724469;0.3166682013
LLY;HOLD;1301.5;823;1455;29.5346087314;171777094336.244;0.583361529;0.10986;55.4463009465;4.9255188527;1.8225070817
CLX;SELL;1300;1223;1047;18.6428793731;22330202125.6023;-0.4913519486;0.15582;23.7410358952;2.9667566872;0.4666312245
RACE;HOLD;1299;1049.5;1217;41.868450118;30758584253.7674;0.0334098717;0.07597;73.5047766697;0;0.6760317857
LH;HOLD;1298;1200;1064;14.7921910514;22801062137.1494;0.4450074369;0.10130999;17.3695240102;4.0646113359;0.4832148604
