"Ticker","CompanyName","Sector","Industry","Signal","Final_rank","Quality","Momentum","PER","NShares","CP","MCap","Slope","FCF","Debt","ROA","FCF2D","EV","FCF2EV","MomentumValue"
"AIZP","Assurant Inc 6.50% Series D Mandatory Converti","Financial Services","Insurance—Specialty","HOLD",22,20,29,18.2353777553363,57318234,127.519996643066,7309221007.26649,0.163192391025864,1316937472,2330599936,0.01102,1.76971191537331,7158897664,5.43601941338032,0.319142173780439
"ALSN","Allison Transmission Holdings","Consumer Cyclical","Auto Parts","HOLD",21,31,12,15.2137406909739,105012204,39.8600006103516,4185786515.53436,0.207563256254751,317624992,2593999872,0.07869,8.16686324229801,6678959104,21.0278135292326,0.0168487661866714
"AL","Air Lease Corp Cl A","Industrials","Rental & Leasing Services","HOLD",20,23.5,18,10.6309790817643,95355736,46.6699981689453,4450252024.51843,0.785215445141469,-1436905000,16576824320,0.02987,99,NA,0,0.129544818329797
"AEP","American Electric Power Company","Utilities","Utilities—Regulated Electric","HOLD",18.5,18,23,19.2285063040203,495983439,84.9899978637695,42153631421.0751,0.174501025147909,-2483100000,34720600064,0.02479,99,NA,0,0.206081561606763
"AFL","Aflac Inc","Financial Services","Insurance—Life","HOLD",18.5,21,20,7.48125959908229,683491539,49.9000015258789,34106228839.0253,0.630075621516145,737374976,8862999552,0.01731,12.0196641335439,NA,0,0.176413327331044
"AIR","AAR Corp","Industrials","Aerospace & Defense","HOLD",17,29.5,8,273.288598796665,33149900,40.7200012207031,1349863968.46619,1.28654103967631,162387504,266800000,0.02365,1.64298356356287,1566899968,9.64914127875258,-0.0849247271821043
"AIF","Apollo Tactical Income Fund Inc","Financial Services","Asset Management","HOLD",16,14.5,21,31.1530391125309,0,14.8599996566772,0,0.395238401129959,14786401,109820192,0.027490001,7.42710765114513,320605824,21.6824786504843,0.180525416922901
"ALV","Autoliv Inc","Consumer Cyclical","Auto Parts","BUY",15,27,7,41.2710278947777,81296923,88.3199996948242,7180144214.55015,0.218979980711539,556137472,2.552e+09,0.0392,4.58879347011525,9014746112,16.2095642999578,-0.091200651818977
"AFB","Alliance National Municipal","Financial Services","Asset Management","HOLD",14,5,27,47.9391877715652,0,14.1899995803833,0,0.126501955948321,14653192,258014960,0.01911,17.6081061382394,663893440,45.3070866743574,0.308802327093705
"ADS","Alliance Data Systems Corp","Financial Services","Credit Services","HOLD",13,25.5,2,23.8023758361939,48253398,106.230003356934,5125958631.52345,1.68140277322354,3874874880,18608199680,0.013890001,4.8022711071383,NA,0,-0.524254166559157
"AFG","American Financial Group","Financial Services","Insurance—Property & Casualty","HOLD",12,10.5,16,13.9597562464272,66987954,114.470001220703,7668111176.1524,1.10862376302262,-2498874880,3252999936,0.011729999,99,NA,0,0.0937915708631274
"ACC","American Campus Communities Inc","Real Estate","REIT—Residential","BUY",11,2,24,83.1372578938802,136865778,42.4000015258789,5803109196.0406,0.445906802279127,295713632,4089844992,0.01159,13.830424266677,9959657472,33.6800755671622,0.214816221085457
"AGRO","Adecoagro S.A.","Consumer Defensive","Farm Products","HOLD",10,8,17,NA,69453871,8.11999988555908,563965424.571635,0.907356894388845,31624750,1166861952,0.04264,36.8971122933778,1840481792,58.1975127708519,0.0970744708676905
"AFT","Apollo Senior Floating Rate Fund Inc","Financial Services","Asset Management","BUY",8.5,7,15,64.1558428347369,0,14.8199996948242,0,0.374256888679223,9030966,120972400,0.025929999,13.3952890532419,346226080,38.3376573447403,0.0841784128630712
"AGR","Avangrid Inc","Utilities","Utilities—Regulated Electric","HOLD",8.5,12,10,25.8497604996077,56899623,48.5200004577637,2760769734.00658,0.0561794871655716,-1.493e+09,11358999552,0.01423,99,NA,0,-0.0127619749252583
"AM","Antero Midstream Corp","Energy","Oil & Gas Midstream","HOLD",7,16,5,NA,320987007,8.63000011444092,2770117907.14405,0.661772299173642,123604496,3091625984,0.05874,25.0122453798121,7168540672,57.9957922566182,-0.180445698293418
"AHH","Armada Hoffler Properties Inc","Real Estate","REIT—Diversified","HOLD",6,6,14,33.2894726803428,58174155,12.6499996185303,735903038.558321,0.48895005932707,82732000,1038310976,0.014450001,12.5502946381086,2143111424,25.9042622443553,0.0818724344510564
"ALX","Alexander's Inc","Real Estate","REIT—Retail","BUY",5,13,6,34.4090351109394,3776177,281.809997558594,1064164431.15082,0.256828138929528,83141376,1161073024,0.03375,13.9650446006571,2202649600,26.4928210954796,-0.154690822457166
"ACCO","Acco Brands Corp","Industrials","Business Equipment & Supplies","BUY",4,14.5,4,12.2153847034161,91625226,7.94000005722046,727504299.682837,0.391919494934979,128587504,1230200064,0.026700001,9.56702654404117,1952891008,15.1872534052765,-0.296297681120279
"AAT","American Assets Trust","Real Estate","REIT—Diversified","HOLD",3,4,11,70.0000003302768,52755258,32.3400001525879,1706105051.76981,0.513397188328564,59033124,1441341952,0.01974,24.4158169911523,3253175552,55.1076299468752,0.0051745004269903
"AA","Alcoa Corp","Basic Materials","Aluminum","HOLD",2,9,3,NA,185672276,28.7600002288818,5339934700.25701,1.37894471934915,401624992,2607000064,0.01573,6.49113007389739,7867016704,19.5879660397229,-0.453959080583276
"ALE","Allete Inc","Utilities","Utilities—Diversified","HOLD",1,1,9,20.0805960128556,51899303,67.2699966430664,3491265938.58749,0.466943195986973,-4.18e+08,1819299968,0.017239999,99,5752609792,99,-0.0482936842769557
