Ticker;CompanyName;Country;Sector;Industry;CP;StartP;MinP;MaxP;Vol;MA;Shares;EV;EPS;Debt;Assets;Equity;Cash;CFOpeAct;CapExp;FCF;netIncome;Sales;MCap;Debts;ROA;FCFyield;PER;Pr6m;Signal;Quality;Quality;Momentum;Momentum;Final_rank;Final;
SK.PA;S.E.B.;France;Consumer Cyclical;Furnishings; Fixtures & Appliances;149.6000061035;140.2892456055;133.2972106934;156.1999969482;67572.5396825397;147.5882039146;24934451;9707025408;8.481;6323500000;9139900000;2548400000;1437700000;0;0;0;148900000;2012800000;3730194021.78781;Inf;0.0162912067;0;17.6394300323;1.0663683125;BUY;61;27.4774774775;60;27.027027027;35.5;15.990990991
BNP.PA;BNP Paribas;France;Financial Services;Banks—Regional;49.8800010681;43.5432891846;38.9948692322;57.5699996948;3596878.29365079;50.8378488753;1097933450;-384842203136;5.684;2.541891e+12;2.660266e+12;1.13788e+11;3.33381e+11;0;0;0;1.768e+09;1.1331e+10;54764921658.7194;Inf;0.0006645952;0;8.775510392;1.1455267161;HOLD;14;6.3063063063;106;47.7477477477;34;15.3153153153;
ASRNL.AS;ASR Nederland;Netherlands;Financial Services;Insurance—Diversified;32.5400009155;33.0812301636;30.8127479553;37.2899894714;479164.682539683;34.5079589874;137918648;2645008640;3.936;7.0838e+10;7.7151e+10;6.313e+09;6.47e+08;1.78e+08;-3500000;174500000;2.12e+08;2.211e+09;4487872932.18829;397.9662921348;0.0027478581;0.0659733195;8.2672766554;0.9836393857;HOLD;85;38.2882882883;33;14.8648648649;32.5;14.6396396396;
BC8.DE;Bechtle AG;Germany;Technology;Information Technology Services;170.5500030518;173.572479248;149.0383911133;180.907913208;71837.0952380952;160.5340625823;27291600;7226674176;4.755;1484337000;2689955000;1205618000;314446000;20573000;-9744000;10829000;43624000;1510202000;4654582463.28735;72.1497593934;0.0162173717;0.0014984763;35.8675085282;0.9825866623;BUY;86;38.7387387387;32;14.4144144144;32.5;14.6396396396;
SCR.PA;Scor;France;Financial Services;Insurance—Reinsurance;25;26.193271637;23.4636363983;28.3620204926;511140.119047619;25.9905283792;171839176;3903508480;0.627;4.073e+10;4.7007e+10;6.255e+09;2.225e+09;5.14e+08;-3e+07;4.84e+08;4.5e+07;3.729e+09;4295979400;79.2412451362;0.0009573042;0.1239910205;39.8724082935;0.9544435818;HOLD;88.5;39.8648648649;25;11.2612612613;31;13.963963964;
FLTR.IR;FLUTTER ENTERTAIN;Ireland;Consumer Cyclical;Gambling;143.6999969482;160.8000030518;137.6999969482;196.75;295693.603174603;164.3734130859;143944294;28566437888;0.334;5996300000;16992200000;10965100000;603400000;343500000;-18750000;324750000;9700000;1438900000;20684794608.5169;17.4564774381;0.0005708502;0.0113682357;430.2395118211;0.8936566805;HOLD;95;42.7927927928;17;7.6576576577;30;13.5135135135;
FBK.MI;FinecoBank;Italy;Financial Services;Banks—Regional;14.6149997711;13.1350002289;12.875;15.1850004196;2244796.34126984;14.2658333173;609434109;7663599616;0.536;30067892000;31755017000;1687125000;1760348000;0;0;0;78223000;176032000;8906879363.5466;Inf;0.0024633273;0;27.2667906178;1.1126760195;BUY;27;12.1621621622;83;37.3873873874;29;13.0630630631;
UMI.BR;Umicore;Belgium;Industrials;Pollution & Treatment Controls;51.5600013733;48.0995826721;40.743057251;52.7200012207;583565.936507936;48.4010869284;238478658;14570945536;0.54;5719037000;8340893000;2557182000;1010307000;139610000;-122987500;16622500;19815000;5374542000;12295959933.9806;40.9643793425;0.0023756449;0.0011407976;95.4814840246;1.0719428009;BUY;46.5;20.9459459459;63;28.3783783784;28;12.6126126126;
FME.DE;Fresenius Medical Care;Germany;Healthcare;Medical Care Facilities;69.2399978638;65.4758605957;55.3800315857;70.9599990845;717855.206349206;63.8549046592;198578162;33151295488;3.861;19958883000;33158539000;11998075000;1073478000;207648000;-184301000;23347000;248946000;4210125000;13749551512.6713;96.1188309061;0.0075077494;0.000704256;17.9331773799;1.0574889316;BUY;48;21.6216216216;56;25.2252252252;27;12.1621621622;
KBC.BR;KBC;Belgium;Financial Services;Banks—Regional;61.9000015259;59.4355316162;56.5541687012;69.0199966431;576341.341269841;62.9719402677;257025211;-27635185664;4.689;3.2955e+11;3.51818e+11;2.2268e+10;5.5074e+10;2.6337e+10;-1.9e+07;2.6318e+10;5.57e+08;2.009e+09;15909860953.0893;12.5128146714;0.001583205;-0.952336645;13.2011093039;1.0414645893;HOLD;52;23.4234234234;50;22.5225225225;26;11.7117117117;
ENEL.MI;Enel;Italy;Utilities;Utilities—Diversified;8.0810003281;8.0225429535;7.2824559212;8.3414964676;22489606.7777778;7.8652725522;7488572000;139854594048;0.253;1.23106e+11;1.67814e+11;3.1357e+10;5.138e+09;2.549e+09;-2.055e+09;4.94e+08;1.176e+09;1.7107e+10;60515152788.7306;48.2958022754;0.0070077586;0.0035322401;31.9407127591;1.007286639;BUY;62.5;28.1531531532;39;17.5675675676;25;11.2612612613;
SAF.PA;Safran;France;Industrials;Aerospace & Defense;113.5400009155;114.5019454956;102.5933380127;126.5400009155;798674.095238095;118.21737132;346716092;53179252736;0.8;2.6781e+10;3.9531e+10;1.2349e+10;3.747e+09;2.72e+08;-6.6e+07;2.06e+08;3.46e+08;3.902e+09;39366145403.1081;98.4595588235;0.0087526245;0.0038736911;141.9250011444;0.99159888;HOLD;62.5;28.1531531532;35;15.7657657658;24;10.8108108108;
VNA.DE;Vonovia;Germany;Real Estate;Real Estate Services;56.2200012207;53.5519523621;48.9099998474;59.2400016785;1477504.81746032;54.1188303932;565887299;56387166208;5.87;39113100000;64119700000;24333500000;2150500000;299900000;0;299900000;242100000;1087900000;31814184640.5604;130.4204734912;0.0037757507;0.0053185861;9.5775129848;1.0498216917;BUY;44;19.8198198198;52;23.4234234234;23;10.3603603604;
MUV2.DE;Munich Re;Germany;Financial Services;Insurance—Reinsurance;228.6000061035;210.4663848877;210.4663848877;257.1672058105;377992.619047619;238.3862626817;140041103;30691584000;11.31;2.71547e+11;3.00938e+11;2.9296e+10;6.198e+09;0;0;0;5.94e+08;1.4875e+10;32013397000.5431;Inf;0.0019738285;0;20.2122021312;1.0861592279;HOLD;21;9.4594594595;72;32.4324324324;21.5;9.6846846847;
PRY.MI;Prysmian;Italy;Industrials;Electrical Equipment & Parts;29.8999996185;26.8615264893;24.896528244;30.7999992371;951410.777777778;27.6715055496;250692299;10396206080;0.877;8.273e+09;1.1021e+10;2.577e+09;1.152e+09;-3.01e+08;-2.5e+07;-3.26e+08;7.6e+07;2.81e+09;7495699644.46848;-27.4850498339;0.006895926;-0.0313575931;34.0935001352;1.1131161749;BUY;9;4.0540540541;84;37.8378378378;21.5;9.6846846847;
ABN.AS;ABN AMRO;Netherlands;Financial Services;Banks—Diversified;9.3079996109;8.5120000839;7.9720001221;11.2919998169;3924450.07936508;10.1093492508;411203000;73699196928;0.206;3.88797e+11;4.09963e+11;2.1163e+10;6.3735e+10;0;0;0;-5.4e+07;1.924e+09;3827477364.00127;Inf;-0.0001317192;0;45.1844641306;1.0935149811;HOLD;11;4.954954955;74;33.3333333333;20;9.009009009;
GRF.MC;Grifols;Spain;Healthcare;Drug Manufacturers—General;20.7000007629;24.9549350739;18.9694881439;25.102481842;964713.166666667;22.3672381204;552162202;22924402688;0.82;8940868000;16137599000;5423090000;380980000;177669000;-51556000;126113000;129935000;1184734000;11429758002.6663;50.3231739921;0.0080516934;0.0055012557;25.2439033694;0.8294952763;HOLD;74.5;33.5585585586;10;4.5045045045;19;8.5585585586;
KBX.DE;Knorr-Bremse ;Germany;Consumer Cyclical;Auto Parts;96.0599975586;107.5804519653;90.3000030518;113;221866.46031746;102.3851493351;66041872;16181178368;3.29;5460672000;7637769000;2076011000;1989284000;27572000;-36784000;-9212000;169144000;1710723000;6343982063.08496;198.0513564486;0.0221457339;-0.0005693034;29.197567647;0.892913125;HOLD;68;30.6306306306;16;7.2072072072;18;8.1081081081;
EDPR.LS;EDP Renováveis;Spain;Utilities;Utilities—Renewable;19.8199996948;24.3775196075;16.1259021759;24.7250614166;1542106.51587302;19.4120047584;218286394;24772116480;0.61;9538724000;18162555000;7347549000;474384000;225680000;-323262000;-97582000;236880000;413574000;4326436262.46428;42.2665898618;0.0130422179;-0.003939187;32.4918027784;0.8130441494;BUY;64;28.8288288288;8;3.6036036036;17;7.6576576577;
PRX.AS;PROSUS;Netherlands;Communication Services;Internet Content & Information;72.1299972534;93.7399978638;67.6600036621;101.25;1472640.71287129;87.1995048901;401163028;120235499520;3.822;1.2542e+10;5.5728e+10;4.3069e+10;3.571e+09;-113500000;-40500000;-1.54e+08;2.217e+09;1471500000;28935888107.8128;-110.5022026432;0.0397825151;-0.0012808197;18.8723174394;0.7694687316;HOLD;66;29.7297297297;5;2.2522522523;16;7.2072072072;
NESTE.HE;Neste Oyj;Finland;Energy;Oil & Gas Refining & Marketing;52.2200012207;59.5792007446;45.0400009155;59.5792007446;1054375.87704918;52.2032565133;321571825;44268613632;1.155;5.039e+09;1.0657e+10;5.615e+09;1.37e+09;-1.53e+08;-1.63e+08;-3.16e+08;3.75e+08;3.132e+09;16792481094.0437;-32.9346405229;0.0351881393;-0.0071382403;45.212122269;0.8764803919;BUY;56.5;25.4504504505;14;6.3063063063;15;6.7567567568;
LXS.DE;Lanxess AG;Germany;Basic Materials;Specialty Chemicals;60.6800003052;61.1433143616;56.5999984741;66.120552063;249654.531746032;61.0496703254;83880253;6391497728;10.25;5.788e+09;9.118e+09;3.332e+09;1.588e+09;3.2e+07;-7e+07;-3.8e+07;6.4e+07;1.693e+09;5089853777.63822;180.875;0.0070190831;-0.0059453983;5.9200000298;0.9924224903;BUY;34;15.3153153153;36;16.2162162162;14;6.3063063063;
AGS.BR;Ageas;Belgium;Financial Services;Insurance—Diversified;43.0099983215;42.4737930298;40.2108078003;51.25;425695.158730159;47.1125724732;175613570;15248390144;5.231;96672200000;110668400000;11724100000;1950700000;0;0;0;295900000;3439700000;7553139350.93845;Inf;0.0026737533;0;8.2221369378;1.0126243797;HOLD;28;12.6126126126;41;18.4684684685;13;5.8558558559;
ORP.PA;ORPEA;France;Healthcare;Medical Care Facilities;103.9499969482;116.3152084351;95.9476470947;116.5631027222;144603.079365079;105.4906702193;55181239;16553080832;2.44;13476543000;16966502000;3495140000;888836000;185991000;-100647500;85343500;43514000;1009119000;5736089625.65022;72.4580382922;0.0025647007;0.0051557472;42.6024577657;0.8936922209;HOLD;46.5;20.9459459459;18;8.1081081081;12;5.4054054054;
TMV.DE;TEAMVIEWER AG  INH O.N.;Germany;Technology;Software—Application;29.1700000763;35.6399993896;27.6900005341;40.0299987793;946460.845238095;33.1677381652;160064000;6146298880;0.47;1213358000;1472106000;258748000;437330000;33981000;-3859000;30122000;3246000;118330000;4669066892.21191;35.706953886;0.0022050043;0.0049008355;62.0638299496;0.818462418;HOLD;55;24.7747747748;9;4.0540540541;11;4.954954955;
IBE.MC;Iberdrola;Spain;Utilities;Utilities—Diversified;10.2950000763;11.4532241821;9.773809433;11.4532241821;12917926.2063492;10.7070333466;5667404554;114667126784;0.496;7.8252e+10;1.29503e+11;3.6625e+10;3.417e+09;0;0;0;1324600000;8663700000;58345930315.8186;Inf;0.0102283345;0;20.7560485409;0.8988735323;HOLD;39;17.5675675676;20;9.009009009;10;4.5045045045;
ZAL.DE;Zalando SE;Germany;Consumer Cyclical;Internet Retail;97.9000015259;94.7200012207;80.3000030518;104.6500015259;677034.611111111;92.0019046844;167879464;24063600640;1.323;4321200000;6554100000;2233100000;2123900000;-102900000;-16100000;-1.19e+08;34500000;2237800000;16435399781.7637;-41.9941690962;0.0052638806;-0.0049452283;73.9984894376;1.0335726379;BUY;10;4.5045045045;47;21.1711711712;9;4.0540540541;
ANA.MC;Acciona;Spain;Industrials;Engineering & Construction;127;124.7880706787;119.1643753052;141.756149292;110343.746031746;130.0668132721;23630749;13381905408;7.308;1.4292e+10;1.8299e+10;3.613e+09;1.862e+09;-5.9e+07;-8.86e+08;-9.45e+08;9.7e+07;1.853e+09;3001105123;-242.2372881356;0.0053008361;-0.0706177462;17.3782156541;1.017725487;HOLD;8;3.6036036036;44;19.8198198198;8;3.6036036036;
EDF.PA;EDF;France;Utilities;Utilities—Diversified;10.9149999619;11.8586387634;9.5615177155;12.1825914383;3018210.28571429;11.1536884384;511257468;81836171264;0.048;2.50665e+11;3.05891e+11;4.5633e+10;6.27e+09;3673500000;-4.266e+09;-592500000;675500000;17160500000;5580375243.71708;68.2360146999;0.002208303;-0.0072400748;227.3958325386;0.9204260438;HOLD;29;13.0630630631;21;9.4594594595;7;3.1531531532;
FR.PA;Valeo SA;France;Consumer Cyclical;Auto Parts;23.7199993134;31.005115509;23.7199993134;32.7556419373;913923.198412698;28.2017830894;199106004;10054093824;0.895;1.4865e+10;1.8847e+10;3.226e+09;2.951e+09;0;0;0;6.3e+07;4.689e+09;4722794278.16476;Inf;0.0033427071;0;26.5027925289;0.7650350248;HOLD;30;13.5135135135;4;1.8018018018;6;2.7027027027;
EN.PA;Bouygues;France;Industrials;Engineering & Construction;31.9699993134;33.4225234985;30.8882026672;35.4099998474;962649.357142857;32.8065053395;227059256;18209325056;2.466;2.8962e+10;4.0939e+10;1.0486e+10;3.877e+09;-5.69e+08;-4.93e+08;-1.062e+09;2.1e+07;7.752e+09;7259084258.41078;-50.8998242531;0.0005129583;-0.0583217663;12.9643144012;0.9565405591;HOLD;2;0.9009009009;26;11.7117117117;5;2.2522522523;
EDP.LS;Energias de Portugal;Portugal;Utilities;Utilities—Diversified;4.4000000954;5.116850853;4.3015389442;5.116850853;6970529.61111111;4.683526304;2816190504;37541941248;0.22;29170376000;42460033000;9783393000;1379467000;251163000;-1115593000;-864430000;0;0;12391238486.1729;116.1412150675;0;-0.0230257139;20.0000004335;0.8599039178;HOLD;6.5;2.9279279279;11;4.954954955;4;1.8018018018;
TKA.DE;ThyssenKrupp;Germany;Industrials;Metal Fabrication;8.5220003128;9.6059999466;7.6999998093;11.9499998093;2927514.52380952;10.1733174438;397922289;1508029696;16.945;2.5719e+10;3.6134e+10;9.976e+09;9.742e+09;-4.76e+08;-3.17e+08;-7.93e+08;-2.11e+08;8.577e+09;3391093871.33015;-54.031512605;-0.0058393757;-0.5258517137;0.5029212342;0.8871538997;HOLD;1;0.4504504505;15;6.7567567568;3;1.3513513514;
ACS.MC;ACS Group;Spain;Industrials;Engineering & Construction;21.5100002289;26.9066696167;21.5100002289;26.9181594849;888450.873015873;24.7235157679;230664840;11442039808;2.004;3.2753e+10;3.7323e+10;3.727e+09;6.318e+09;-9.83e+08;0;-9.83e+08;1.95e+08;6.389e+09;4961600761.19499;-33.3194303154;0.0052246604;-0.085911255;10.7335330483;0.7994300497;HOLD;5;2.2522522523;7;3.1531531532;2;0.9009009009;
ALO.PA;Alstom;France;Industrials;Specialty Industrial Machinery;35.6199989319;48.6800003052;35.6199989319;48.6800003052;1206471.58730159;43.5658728887;284964192;15338273792;0.937;1.9449e+10;2.8566e+10;9.039e+09;1.25e+09;-146500000;-86500000;-2.33e+08;38500000;2633500000;10150424214.6654;-132.7576791809;0.0013477561;-0.0151907577;38.0149401621;0.7317173112;HOLD;4;1.8018018018;3;1.3513513514;1;0.4504504505;
