"Ticker","CompanyName","Country","Sector","Industry","CP","StartP","MinP","MaxP","Vol","MA","Shares","EV","EPS","ebitda","returnOnAssets","returnOnEquity","freeCashflow","Debt","Assets","Equity","Cash","CFOpeAct","CapExp","FCF","netIncome","Sales","MCap","Debts","ROA","FCFyield","PER","Pr6m","Signal","Quality","N_Quality","Momentum","N_Momentum","Final_rank","N_Final"
"TPL","Texas Pacific Land Trust","United States","Energy","Oil & Gas E&P",1540.15002441406,457.550811767578,457.550811767578,1703.78002929688,47555.6048387097,1025.28128716253,7746306,12583731200,22.698,231824000,0.23233,0.35304,135327120,86451000,571635000,485184000,281046000,45588000,-760000,44828000,44791000,74250000,11930473375.0188,1.89635430376415,0.23233,0.00356237742904108,67.8539970223836,3.36607429121208,"HOLD",2211.5,90.3759705762158,2417,98.7740089906007,2431,99.3461381283204
"SID","Companhia Siderurgica Nacional","Brazil","Basic Materials","Steel",9.02000045776367,3.60999989509583,3.53999996185303,9.52999973297119,3475742.39516129,6.087903230421,642401918,37036568576,0.504,7988993024,0.06082,0.37965,6319171072,51750644000,63002149000,9913451000,9944586000,3990870000,-565685000,3425185000,3729182000,9794101000,5794465594.42826,12.9672587681383,0.06082,0.0924811647432032,17.8968263050867,2.49861515786117,"HOLD",2257,92.2353902738047,2371,96.8941561095219,2430,99.3052717613404
"FFHL","Fuwei Films [Holding","China","Consumer Cyclical","Packaging & Containers",8.21000003814697,4.40000009536743,4.32999992370605,14.7600002288818,54186.0241935484,9.30879030689117,1244839,54540532,0.925,100806000,0.08101,0.089949995,-50154752,217852000,445656000,227804000,113423000,45324000,-5535000,39789000,-20885000,86350000,10220128.2374868,4.80654840702498,0.08101,0.729530837726335,8.87567571691565,1.86590905913637,"HOLD",2416,98.7331426236208,2195,89.7016755210462,2429,99.2644053943604
"WSM","Williams-Sonoma","United States","Consumer Cyclical","Specialty Retail",170.75,91.4243316650391,89.1416931152344,186.246566772461,1364784.2983871,130.943366696758,75191035,13747597312,8.61,1137782016,0.13613,0.47155997,989198976,3010239000,4661424000,1651185000,1200337000,548220000,-44628000,503592000,308955000,2292673000,12838869226.25,5.49093247236511,0.13613,0.0366312737106741,19.8315911730546,1.86766473312154,"HOLD",2413,98.6105435226808,2196,89.7425418880262,2428,99.2235390273805
"PBFX","PBF Logistics LP","United States","Energy","Oil & Gas Midstream",15.3999996185303,6.84329128265381,6.84329128265381,15.3999996185303,283835.282258065,11.1494622192075,24606976,1598217216,2.358,243036992,0.12413,1.08286,125806496,766335000,933552000,167217000,36284000,45213000,-2673000,42540000,30997000,89087000,378947421.013184,16.9494393205494,0.12413,0.0266171579020207,6.53095827757857,2.25037909135415,"HOLD",2270,92.7666530445443,2331,95.2595014303228,2427,99.1826726604005
"LIVE","Live Ventures","United States","Consumer Cyclical","Specialty Retail",31.0249996185303,11.289999961853,10.3999996185303,33.8600006103516,76481.8790322581,20.7767338906565,1271013,148768112,4.543,30717000,0.09268,0.36993,-9434125,141979000,190564000,48994000,7232000,7668000,-3258000,4410000,5413000,62454000,39433177.840147,18.5157798643714,0.09268,0.0296434493972741,6.82918767742247,2.7480070614135,"HOLD",2203.5,90.049039640376,2390,97.6706170821414,2426,99.1418062934205
"CTRN","Citi Trends Inc","United States","Consumer Cyclical","Apparel Retail",104.599998474121,26.5900001525879,26.5900001525879,108.449996948242,194694.870967742,64.329354763031,7774350,1048648832,2.32,51478000,0.04223,0.14329,85267872,330959000,494593000,163634000,123177000,47815000,-5068000,42747000,18038000,251919000,813196998.137283,6.92165638397992,0.04223,0.0407638846252012,45.0862062388453,3.93380962293604,"HOLD",2161,88.312219043727,2431,99.3461381283204,2425,99.1009399264405
"FRHC","Freedom Holding Corp","Kazakhstan","Financial Services","Capital Markets",50.2799987792969,27.3299999237061,27.3299999237061,60.2299995422363,833089.040322581,47.9643548842399,15913502,2259200000,1.589,0,0.091529995,0.49740002,0,1248096000,1473654000,227587000,624572000,401918000,-943000,400975000,42374000,94997000,800130861.134338,3.10534984748133,0.091529995,0.17748539305949,31.6425417113259,1.83973651370866,"BUY",2426,99.1418062934205,2164,88.4348181446669,2424,99.0600735594606
"THRY","Thryv Holdings Inc","United States","Communication Services","Internet Content & Information",27.7900009155273,8.10000038146973,8.10000038146973,32.939998626709,89314.0403225807,17.9044596764349,5180836,1642966400,21.1934907802525,288952000,0.07834,1.3321201,244166000,1018202000,1214977000,196775000,2406000,58182000,-10727000,47455000,109800000,246928000,143975437.183197,17.5002921865869,0.07834,0.0288837312802015,1.311251704765,3.43086414898229,"HOLD",2168,88.5982836125868,2420,98.8966080915407,2423,99.0192071924806
"RCKY","Rocky Brands Inc","United States","Consumer Cyclical","Footwear & Accessories",52.6500015258789,27.7455730438232,27.7306499481201,60,55788.2822580645,38.99278982224,6754731,361941344,2.86,33769000,0.081999995,0.121829994,16315625,49586000,229091000,179505000,28353000,13345000,-3098000,10247000,9723000,87618000,355636597.456902,3.71569876358187,0.081999995,0.0283112171899323,18.409091442615,1.89760007633362,"HOLD",2369.5,96.8328565590519,2217,90.6007355946056,2422,98.9783408255006
"BKE","Buckle Inc","United States","Consumer Cyclical","Apparel Retail",41.939998626709,22.9561061859131,22.9561061859131,43.7299995422363,483542.879032258,34.6974087530567,28984693,2117636096,2.66,188884992,0.122559994,0.33124,193916752,449185000,845814000,396629000,318789000,101089000,-3103000,97986000,65606000,318835000,1215617984.61558,4.4434607128372,0.122559994,0.0462714062085953,15.7669167769583,1.82696482962103,"HOLD",2421,98.9374744585206,2154,88.0261544748672,2421,98.9374744585206
"AVID","Avid Tech Inc","United States","Communication Services","Electronic Gaming & Multimedia",22.7399997711182,8.8100004196167,8.8100004196167,23.9400005340576,472472.10483871,17.5153225929506,34690334,1139439616,0.25,42018000,0.075100005,0,31493750,438062000,305138000,-132924000,79899000,30712000,-73000,30639000,7087000,104301000,788858187.220013,14.263545194061,0.075100005,0.0268895337407682,90.9599990844727,2.58115762633613,"HOLD",2187,89.3747445852064,2378,97.1802206783817,2420,98.8966080915407
"EAF","Graftech International Ltd","United States","Industrials","Electrical Equipment & Parts",12.7200002670288,6.84613609313965,6.2074294090271,12.9899997711182,2529596.7016129,10.6282507334986,169362194,4721991680,1.62,651571968,0.24866,0,427046368,1762097000,1432712000,-329385000,145442000,146981000,-5387000,141594000,125096000,338010000,2154287152.90458,11.9886039692205,0.24866,0.0299860757060885,7.85185201668445,1.85798238509679,"HOLD",2368,96.7715570085819,2182,89.1704127503065,2419,98.8557417245607
"AMAT","Applied Materials","United States","Technology","Semiconductor Equipment & Materials",132.710006713867,60.0375900268555,60.0375900268555,143.050003051758,8636945.06451613,104.39592026126,913467122,123592400896,4.181,5248999936,0.14142,0.38314998,2829374976,1.1832e+10,2.3305e+10,1.1473e+10,6.213e+09,1.421e+09,-1.21e+08,1.3e+09,1.13e+09,5.162e+09,121226227893.517,8.3265306122449,0.14142,0.0105184460417912,31.7412118425896,2.21044859819497,"HOLD",2226,90.9685328974254,2321,94.8508377605231,2417.5,98.7944421740907
"HIMX","Himax Technologies","Taiwan","Technology","Semiconductors",13.1199998855591,3.46000003814697,3.46000003814697,15.9499998092651,3415153.13709677,10.0241128975345,125065656,2344170752,0.273,78439000,0.041890003,0.09854999,139013120,424619000,909818000,480176000,184938000,67708000,-824000,66884000,34006000,275770000,1640861392.40737,6.27132687422461,0.041890003,0.0285320512351483,48.0586076394106,3.79190743956916,"HOLD",2118,86.5549652635881,2429,99.2644053943604,2417.5,98.7944421740907
"IIIN","Insteel Industries","United States","Basic Materials","Steel & Iron",38.1300010681152,19.8907012939453,19.8907012939453,38.7299995422363,92180.435483871,28.1159794561325,18421903,668179328,1.911,63925000,0.09426,0.14581999,48293752,78125000,336861000,258736000,58940000,15289000,-5908000,9381000,14920000,138999000,702427181.066715,5.10988292236248,0.09426,0.0140396441597188,19.9529047975485,1.91697620433936,"HOLD",2308,94.3195749897834,2233,91.2545974662852,2416,98.7331426236208
"EVR","Evercore Partners Inc","United States","Financial Services","Capital Markets",140.130004882812,79.0771865844727,79.0771865844727,142.410003662109,458908.35483871,115.304846917429,40506158,6077110784,10.74,0,0.13826,0.31555,0,1881514000,3370888000,1230946000,829598000,695176000,-11750000,683426000,220377000,959469000,5676128118.32397,2.70652899409646,0.13826,0.112459032637573,13.0474864881576,1.77206614113821,"HOLD",2438,99.6322026971802,2099,85.7785042909685,2415,98.6922762566408
"BOOT","Boot Barn Holdings Inc","United States","Consumer Cyclical","Apparel Retail",70.5400009155273,34.5200004577637,34.5200004577637,72.3499984741211,531819.75,54.0663708102319,28912748,2327329536,1.381,87020000,0.04463,0.11991,90217752,529564000,892172000,362608000,76342000,112713000,-5627000,107086000,29566000,302338000,2039505270.39041,4.69834003176209,0.04463,0.0460123924625,51.078928975762,2.04345307010744,"HOLD",2252,92.0310584389048,2279,93.1344503473641,2414,98.6514098896608
"KIRK","Kirkland's Inc","United States","Consumer Cyclical","Specialty Retail",29.6000003814697,9.85999965667725,9.22999954223633,33.060001373291,938905.870967742,22.3823387469015,10994482,537622656,1.12,40930000,0.027290002,0.19361,61870376,292190000,387112000,94922000,100337000,64074000,-1118000,62956000,21084000,194918000,325436671.394062,4.560196023348,0.027290002,0.117100719802999,26.4285717691694,3.00202854078443,"HOLD",2124,86.8001634654679,2405,98.283612586841,2413,98.6105435226808
"BTBT","Golden Bull Ltd","United States","Technology","Software—Application",13.1999998092651,3.79999995231628,3.55999994277954,29.2700004577637,5206409.28225806,13.720322564725,38281771,629785664,0.0692352764975267,4445368,0.03154,0.091450006,-6666759,1893974,39893549,37999575,405133,5228798,14291447,19520245,2650449,12462887,505319369.898332,0.362219768290915,0.03154,0.0309950608847139,190.654251373383,3.47368420392192,"HOLD",2105.5,86.0441356763384,2423,99.0192071924806,2412,98.5696771557009
"SHYF","The Shyft Group Inc","United States","Industrials","Farm & Heavy Construction Machinery",35.4199981689453,19.2454776763916,19.2454776763916,41.1800003051758,202857.120967742,31.5520791699809,32175127,1330351360,0.237232940836566,60661000,0.07692,0.20591,67265128,158890000,359049000,200330000,20995000,43685000,-6209000,37476000,7633000,171582000,1139642939.42558,3.63717523177292,0.07692,0.0281700016452796,149.304721528309,1.84043227009091,"HOLD",2360,96.4446260727421,2165,88.4756845116469,2411,98.5288107887209
"CURO","Curo Group Holdings Corp","United States","Financial Services","Credit Services",14.3199996948242,7.78032255172729,7.78032255172729,17.4474239349365,684410.403225806,13.033684122947,18402129,1329536512,1.801,168904000,0.08356,0.81624,118016624,1051081000,1182986000,131905000,213343000,93759000,-3519000,90240000,4474000,202078000,263518481.664116,11.2104544630382,0.08356,0.067873277029642,7.95113808707619,1.8405406202144,"HOLD",2357,96.3220269718022,2167,88.5574172456069,2410,98.4879444217409
"CRAI","Cra International","United States","Industrials","Consulting Services",80.2600021362305,41.3218383789062,40.4799499511719,80.4000015258789,37424.3870967742,58.813345878355,6840672,715138688,3.07,48792000,0.041160002,0.1205,44884000,349491000,558510000,209019000,45677000,65315000,-1352000,63963000,6705000,137422000,549032349.333252,5.35085355584475,0.041160002,0.0894413923806622,26.1433231714106,1.9423144101256,"HOLD",2248.5,91.8880261544749,2248,91.8675929709849,2409,98.4470780547609
"CPSH","Cps Technologies","United States","Technology","Electronic Components",7.57000017166138,1.4099999666214,1.37000000476837,26.8899993896484,1637565.41935484,9.14274197143893,9371840,116275256,0.069,1444656,0.06588,0.15537,916553,1963263,8320927,6357664,195203,985524,-37082,948442,-223837,4150638,70944830.408783,1.99210064899485,0.06588,0.00815686873224343,109.710147415382,5.36879457508101,"HOLD",2054.5,83.9599509603596,2440,99.7139354311402,2408,98.406211687781
"NATR","Nature S Sunshine","United States","Consumer Defensive","Household & Personal Products",20.8099994659424,9.99150371551514,9.46114826202393,20.8099994659424,67401.1370967742,15.560603695531,10004961,337168544,1.07,32225000,0.05805,0.16017,31648500,92264000,249498000,155386000,92069000,10810000,-1418000,9392000,5866000,101743000,208203233.066774,8.53506012950971,0.05805,0.0278555048124537,19.4485976317219,2.08276952683588,"HOLD",2194,89.6608091540662,2296,93.8291785860237,2407,98.365345320801
"HGBL","Heritage Global Inc","United States","Financial Services","Capital Markets",3.13000011444092,1.69000005722046,1.50999999046326,3.5,179819.516129032,2.72161291587737,20270053,85500320,0.3,2625000,0.04255,0.46221,8164250,14612000,44555000,29943000,23385000,6342000,-1000,6341000,6317000,8256000,63445268.2097235,2.3040050457269,0.04255,0.0741634651191949,10.4333337148031,1.85207101092578,"HOLD",2302,94.0743767879036,2174,88.8434818144667,2406,98.324478953821
"NMRK","Newmark Group Inc Cl A","United States","Real Estate","Real Estate Services",10.75,4.83287191390991,4.83287191390991,11.210000038147,929544.75,8.52997784845291,154711192,4075796992,0.39,303796992,0.029560002,0.114829995,-584254976,3041258000,3982450000,655049000,191448000,563356000,-3444000,559912000,-3781000,601426000,1663145314,5.39846562386839,0.029560002,0.137374849900277,27.5641025641026,2.22435028105328,"HOLD",2145.5,87.6787903555374,2327,95.096035962403,2405,98.283612586841
"AMG","Affiliated Managers Group","United States","Financial Services","Asset Management",161.169998168945,76.4950408935547,76.4950408935547,163.979995727539,399421.709677419,122.026500025103,42379779,9422756864,4.33,775299968,0.04952,0.101610005,582324992,3900100000,7888900000,2779700000,1039700000,382500000,-1700000,380800000,115900000,554300000,6830348903.83031,10.196339869281,0.04952,0.0404128012105312,37.221708584052,2.10693394351169,"HOLD",2167,88.5574172456069,2302,94.0743767879036,2404,98.2427462198611
"WES","Western Midstream Partners LP","United States","Energy","Oil & Gas Midstream",19.6399993896484,7.62823534011841,7.35820960998535,20.3299999237061,1848180.27419355,15.6768766603162,210069523,15979469824,1.184,1794590976,0.06662,0.16564,532940640,8934815000,11830027000,2778339000,444922000,505525000,-50829000,454696000,258249000,647480000,4125765303.50374,17.6743286682162,0.06662,0.0284550116498283,16.5878373223382,2.57464518515282,"HOLD",2091,85.4515733551287,2377,97.1393543114017,2402.5,98.1814466693911
"SIFY","Sify Techs Ltd Ads","India","Communication Services","Telecom Services",2.79999995231628,1.03999996185303,1.03999996185303,5.65000009536743,1636780.35483871,2.43290322057662,122045076,7807351808,3.9,3866790912,0,0,0,0,0,11807769000,0,0,0,0,2.52e+08,6.301e+09,341726206.980437,NA,Inf,0,0.717948705722124,2.69230774521123,"HOLD",2082,85.0837760523089,2386,97.5071516142215,2402.5,98.1814466693911
"TGLS","Tecnoglass Inc","Colombia","Industrials","Building Products & Equipment",11.960000038147,4.97801828384399,4.97801828384399,13.5200004577637,129165.120967742,8.24518687109793,20297535,757918400,0.52,85372000,0.07502,0.12087,63037624,319057000,532025000,212382000,66899000,20410000,-4591000,15819000,18456000,102374000,242758519.37429,15.6323860852523,0.07502,0.0208716400076842,23.0000000733596,2.40256249700062,"HOLD",2104,85.9828361258684,2360,96.4446260727421,2401,98.1201471189211
"NRT","North European Oil Royality Trust","United States","Energy","Oil & Gas Equipment & Services",5.40999984741211,2.94159460067749,2.77434659004211,5.44999980926514,39023.2661290323,3.75600176665091,9133976,47764888,0.288,0,2.2916,15.45994,1288920,367624,577617,209993,577616,283522,0,283522,111842,283522,49414808.7662659,1.29663306551167,2.2916,0.00593578278671982,18.7847216924032,1.83913848841241,"HOLD",2298,93.9109113199837,2163,88.393951777687,2400,98.0792807519412
"YETI","Yeti Holdings Inc","United States","Consumer Cyclical","Leisure",85.4199981689453,49.0900001525879,48.7999992370605,88.3399963378906,1407244.18548387,70.6470966646748,82090275,7563515392,1.77,244768000,0.19594999,0.75921994,319982752,448649000,737067000,288418000,253283000,127328000,-4662000,122666000,62394000,375768000,7012151140.18822,3.52356905001257,0.19594999,0.0162181199670387,48.2598859711555,1.7400692178332,"HOLD",2385,97.4662852472415,2063,84.3073150796894,2399,98.0384143849612
"IMOS","Chipmos Tech","Taiwan","Technology","Semiconductors",34.0499992370605,19.3600006103516,19.1499996185303,36.2400016784668,20353.4516129032,26.5005645290498,31957471,5548566016,2.3,7617424896,0.063379996,0.116960004,1828803968,14249062000,35080814000,20831752000,4113651000,1887905000,-1035733000,852172000,686403000,6310319000,1088151863.16838,7.54755244570039,0.063379996,0.153584186894894,14.8043474943742,1.75878089687944,"HOLD",2359,96.4037597057622,2082,85.0837760523089,2398,97.9975480179812
"TX","Ternium S.A.","Luxembourg","Basic Materials","Steel",39.0900001525879,19.8899993896484,19.8899993896484,41.0699996948242,575783.040322581,31.6659677874657,48982692,9680525312,7.096,2395555072,0.08655,0.19123,1020256768,4660700000,13753200000,7841300000,835400000,327800000,-129700000,198100000,602900000,3249300000,1914733437.75417,14.2181208053691,0.08655,0.0204637655101666,5.50873733830156,1.96530926858308,"HOLD",2183.5,89.2317123007765,2256,92.1945239068247,2397,97.9566816510012
"ERII","Energy Recovery Inc","United States","Industrials","Pollution & Treatment Controls",21.2000007629395,9.60000038146973,9.55000019073486,21.8600006103516,357034.758064516,15.1036291045527,36725966,1137480832,0.47,40425000,0.1117,0.17155,12294750,32690000,204314000,171624000,94255000,6520000,-766000,5754000,3453000,26426000,778590507.219688,5.01380368098159,0.1117,0.00505854677997774,45.1063846019988,2.20833332505491,"HOLD",2111.5,86.2893338782182,2320,94.8099713935431,2396,97.9158152840212
"WD","Walker & Dunlop","United States","Financial Services","Mortgage Finance",110.849998474121,64.5852203369141,64.5852203369141,112.709999084473,188306.274193548,93.4980601649131,29021430,6029065216,7.688,0,0.067140006,0.21975,0,3454753000,4650975000,1196222000,321097000,885498000,-933000,884565000,83099000,342433000,3217025471.21681,3.90148029696284,0.067140006,0.146716774211122,14.4185742031895,1.71633692500952,"HOLD",2398,97.9975480179812,2033,83.0813240702902,2395,97.8749489170413
"KLIC","Kulicke and Soffa","Singapore","Technology","Semiconductor Equipment & Materials",56.8499984741211,26.2980651855469,26.2980651855469,59.3199996948242,784962.741935484,41.0185732380036,60300344,3041573888,1.388,113464000,0.05151,0.11013,88948496,339154000,1146770000,807616000,239670000,58635000,-4897000,53738000,48363000,267857000,3428074464.38898,5.7841562206873,0.05151,0.0176678265854444,40.9582121571478,2.16175593424893,"HOLD",2109.5,86.2076011442583,2312,94.4830404577033,2394,97.8340825500613
"APPS","Digital Turbine","United States","Technology","Software—Application",75.4300003051758,30.6200008392334,30.6200008392334,94.7399978637695,3871545.07258065,64.2233064251561,86147327,6453079552,0.412,49479000,0.16679001,0.45867002,42284500,120267000,232441000,112074000,43659000,18946000,-2368000,16578000,14515000,88592000,6498092901.90008,6.34788345824976,0.16679001,0.00256900598643046,183.082525012563,2.46342254205713,"HOLD",2042,83.4491213731099,2368,96.7715570085819,2393,97.7932161830813
"IPAR","Inter Parfums Inc","United States","Consumer Defensive","Household & Personal Products",73.5999984741211,41.5789604187012,41.5789604187012,76.75,114289.612903226,64.2741428805936,17682122,2266609920,1.21,79150000,0.05096,0.0762,27877624,187695000,890145000,535835000,169681000,85147000,-7998000,77149000,14739000,184042000,1301404152.21922,2.20436421717735,0.05096,0.0340371756601153,60.8264450199348,1.77012598999511,"HOLD",2304,94.1561095218635,2096,85.6559051900286,2392,97.7523498161013
"AN","Autonation Inc","United States","Consumer Cyclical","Auto & Truck Dealerships",102.480003356934,57.7900009155273,57.7900009155273,103.290000915527,728964.411290323,77.5214518885459,51981903,12289166336,9.779,1339500032,0.07219,0.28258,2176499968,6073600000,9267500000,3193900000,3.5e+08,526300000,-41300000,4.85e+08,239400000,5903800000,5327105593.9398,11.5401862055862,0.07219,0.0394656550932374,10.4795994842963,1.77331721289865,"HOLD",2294,93.7474458520637,2101,85.8602370249285,2391,97.7114834491214
