"CompanyName","Ticker","CP","StartP","MinP","MaxP","Vol","MA","Shares","EV","EPS","ebitda","returnOnAssets","returnOnEquity","freeCashflow","Debt","Assets","Equity","Cash","CFOpeAct","CapExp","FCF","netIncome","Sales","MCap","Debts","ROA","FCFyield","PER","Pr6m","Signal","Quality","N_Quality","Momentum","N_Momentum","Final_rank","N_Final"
"Ekspress Grupp","EEG1T.TL",0.850000023841858,0.634999990463257,0.610000014305115,0.964999973773956,20812.2213114754,0.767622955998436,1452615,41912656,0.08,7045000,0.02029,0.04774,5224000,39558000,94177000,54493000,6269000,2871000,-939000,1932000,1603000,18377000,1234722.78463304,13.7784743991641,0.02029,0.0460958618322828,10.6250002980232,1.33858273481508,"HOLD",71.5,56.2992125984252,78,61.4173228346457,79,62.2047244094488
"Dovre Group Oyj","DOV1V.HE",0.400000005960464,0.277831494808197,0.261999994516373,0.41499999165535,212598.719008264,0.303864723394725,38502815,38427464,0.016,2777000,0.03128,0.06819,2794625,20628000,44497000,23869000,8541000,883000,1500,884500,258000,17159500,15401126.2294947,23.361268403171,0.03128,0.0230173919361423,25.000000372529,1.43972160620813,"HOLD",53,41.7322834645669,95,74.8031496062992,78,61.4173228346457
"Zemaitijos Pienas","ZMP1L.VS",2.01999998092651,1.87000000476837,1.76999998092651,2.07999992370605,813.803278688525,1.91901638761896,5598200,88671800,0.27,17511000,0.06882,0.14471,11185000,35040000,127740000,91176000,17988000,6144000,-451500,5692500,3034500,44208500,11308363.8932228,5.703125,0.06882,0.0641974111273257,7.48148141083894,1.08021389078912,"BUY",120,94.488188976378,25,19.6850393700787,77,60.6299212598425
"Olvi Oyj A","OLVAS.HE",48.0999984741211,42.7121162414551,41.7234077453613,49.4353179931641,6224.31404958678,45.7121392242179,14551997,956589632,1.959,80033000,0.08672,0.15382,29117050,152219000,420351000,264967000,45096000,21419000,-5890000,15529000,2880000,93017000,699951033.495415,7.10672767169336,0.08672,0.016233711385239,24.5533427637167,1.12614411803451,"BUY",106.5,83.8582677165354,38,29.9212598425197,76,59.8425196850394
"Grigeo","GRG1L.VS",1.34500002861023,1.26499998569489,1.22500002384186,1.50499999523163,12604.1475409836,1.31467213884729,24826716,81668752,0.202,24902372,0.075,0.15887,14226801,33685175,123186940,88905851,18274606,10528513,-4505905,6022608,5821996,32850748,33391933.730298,3.19942379327451,0.075,0.0737443373690833,6.65841598321896,1.0632411413597,"BUY",124,97.6377952755905,20,15.748031496063,75,59.0551181102362
"Olainfarm","OLF1R.RG",7.19999980926514,7.13827466964722,7.07999992370605,7.61999988555908,3053.76229508197,7.27113336031554,6488291,89776160,0.687,28179000,0.0766,0.07644,21540500,45057000,172563000,127506000,29991000,10625000,-2209000,8416000,-4867000,22524000,46715693.9624567,4.24065882352941,0.0766,0.093744263510491,10.4803490673437,1.00864706703994,"BUY",126,99.2125984251969,15,11.8110236220472,74,58.2677165354331
"Kamux Oyj","KAMUX.HE",13.6999998092651,10.0454921722412,9.07999992370605,15.3199996948242,140863.008264463,12.6001875774919,21547830,601639872,0.58,32500000,0.104949996,0.26268,737500,95600000,191300000,95700000,11200000,2400000,-2e+05,2200000,5300000,198800000,295205266.890078,39.8333333333333,0.104949996,0.0036566725418092,23.6206893263192,1.36379577768449,"BUY",57,44.8818897637795,83,65.3543307086614,73,57.4803149606299
"Digia Oyj","DIGIA.HE",7.59999990463257,5.98023557662964,5.96062803268433,8.98015689849854,28529.3223140496,6.96698788571949,15188126,213283776,0.39,16527000,0.07495,0.18656,20957000,60341000,121078000,60737000,16410000,2830500,-370000,2460500,2861000,33645500,115429756.151547,21.3181416710828,0.07495,0.0115362736263634,19.4871792426476,1.27085292999708,"HOLD",73.5,57.8740157480315,66,51.9685039370079,72,56.6929133858268
"Latvijas Juras medicinas centr","LJM1R.RG",13.6999998092651,7.25,7,14.5,30.9754098360656,9.16680327008982,279888,9034521,0.338,490280,0.02386,0.04992,172131,1748814,7081324,5332510,1765479,-53217,-25912,-79129,-92285,1825889,3834465.5466156,-32.8619426123231,0.02386,-0.0087585163618525,40.5325438143939,1.88965514610554,"HOLD",14,11.0236220472441,122,96.0629921259843,71,55.9055118110236
"Innofactor Plc","IFA1V.HE",1.98000001907349,1.19858491420746,1.13498651981354,1.98000001907349,126751.429752066,1.37239411744204,18227134,86348688,0.047,7163000,0.02782,0.077259995,5057375,33163000,56607000,23444000,3066000,137000,162000,299000,316000,18251000,36089725.667655,242.065693430657,0.02782,0.0034627046099415,42.1276599802869,1.65194805608139,"HOLD",22,17.3228346456693,113,88.9763779527559,70,55.1181102362205
"Altia Oyj","ALTIA.HE",10.7600002288818,9.34511661529541,8.75629806518555,11.1899995803833,35266.2066115702,10.0405715910856,20651035,385971616,0.493,37500000,0.03768,0.11577,49362500,299300000,455600000,156300000,130700000,22900000,-1650000,21250000,5150000,96550000,222205141.326647,13.0698689956332,0.03768,0.0550558619315675,21.825558273594,1.15140352676505,"BUY",91,71.6535433070866,43,33.8582677165354,69,54.3307086614173
"Tallinna Kaubamaja Grupp","TKM1T.TL",9.16000080108643,7.63959074020386,7.63959074020386,9.16000080108643,13915.6393442623,8.49718639108001,12527487,613590144,0.479,45026000,0.03191,0.087629996,36750500,374277000,597284000,223007000,32757000,27622000,-6165000,21457000,7990000,201253000,114751790.9556,13.5499601766708,0.03191,0.0349695969040859,19.123174950076,1.19901721343282,"BUY",82,64.5669291338583,51,40.1574803149606,68,53.5433070866142
"Nordic Fibreboard","SKN1T.TL",0.689999997615814,0.40200001001358,0.319999992847443,0.699999988079071,6445.39344262295,0.490549181084164,696680,6484819,0.239,659000,0.012949999,0.51265,328750,5002000,7650000,2648000,26000,50000,-52000,-2000,1231000,2072000,480709.198338985,100.04,0.012949999,-0.000308412617221853,2.88702927872726,1.71641786176201,"HOLD",16.5,12.992125984252,116,91.3385826771654,67,52.755905511811
"Keskisuomalainen Oyj A","KSLAV.HE",15.1499996185303,9.95829391479492,9.80000019073486,15.1499996185303,3408.13223140496,11.4569879326939,5375834,201243392,2.025,22008000,0.023340002,0.23599,-11169000,119200000,211600000,92600000,19800000,2250000,-350000,1900000,9450000,52850000,81443883.0492821,52.9777777777778,0.023340002,0.00944130379197743,7.48148129310137,1.52134489583824,"HOLD",28,22.0472440944882,103,81.1023622047244,66,51.9685039370079
"Neste Oyj","NESTE.HE",46.3899993896484,46.0256996154785,43.807071685791,63.6238479614258,1075312.27272727,53.9922542729654,328426766,35358941184,0.928,1.448e+09,0.06757,0.12051,830249984,3.886e+09,9.815e+09,5.925e+09,1.552e+09,1.306e+09,-1.61e+08,1.145e+09,5e+06,1.634e+09,15235717474.2842,2.97549770290965,0.06757,0.0323821913682787,49.9892234802246,1.0079151382209,"HOLD",115,90.5511811023622,14,11.0236220472441,65,51.1811023622047
"Exel Composites Oyj","EXL1V.HE",8.75,6.13118505477905,6.01402854919434,8.77999973297119,13112.3140495868,7.35280304900871,9732807,135264384,0.45,13408000,0.06505,0.19455999,1049625,67920000,96800000,28880000,11974000,0,0,0,1098000,27508000,85162061.25,Inf,0.06505,0,19.4444444444444,1.42713030545044,"HOLD",35,27.5590551181102,93,73.2283464566929,64,50.3937007874016
"Wärtsilä Oyj Abp","WRT1V.HE",8.89999961853027,7.19295454025269,6.65669870376587,9.67239665985107,2443414.34710744,8.20790676637129,389265232,5685338112,0.226,3.29e+08,0.02326,0.05785,627625024,4.044e+09,6.232e+09,2.177e+09,9.19e+08,2.74e+08,1.9e+07,2.93e+08,5.7e+07,1.24e+09,3464460416.3071,14.7591240875912,0.02326,0.051536073005327,39.3805292855322,1.23732182216984,"BUY",71.5,56.2992125984252,56,44.0944881889764,63,49.6062992125984
"Tokmanni Group Oyj","TOKMAN.HE",19.8500003814697,14.3816499710083,12.983699798584,20,186751.859504132,15.6556732871316,25838166,1505053440,1.21,109151000,0.08157,0.35412997,123238872,567706000,785042000,217336000,78080000,0,0,0,33780000,328141000,512887604.956478,Inf,0.08157,0,16.4049589929502,1.38023108763494,"HOLD",41,32.2834645669291,85,66.9291338582677,62,48.8188976377953
"Evli Pankki Oyj","EVLI.HE",16.3500003814697,9.89999961853027,9.81999969482422,17.5,10958.2975206612,13.473223110861,5044541,526209888,0.87,0,0.02736,0.26185,0,677200000,772600000,92400000,6800000,-19500000,-1e+05,-19600000,10900000,2.8e+07,82478247.2743397,-34.7282051282051,0.02736,-0.0372474946726961,18.7931038867468,1.65151525368412,"HOLD",13,10.2362204724409,112,88.1889763779528,60,47.244094488189
"Incap Oyj","ICP1V.HE",24.3999996185303,18.2999992370605,13.5500001907349,25.5,8021.30578512397,19.6029545492377,3267066,147904464,2.019,15941000,0.13951,0.30491,-807500,37785000,76365000,38580000,3899000,252500,-961000,-708500,3252000,30265000,79716409.1537132,149.643564356436,0.13951,-0.00479025433606926,12.0851904995197,1.33333336807557,"HOLD",48,37.7952755905512,77,60.6299212598425,60,47.244094488189
"Latvijas balzams","BAL1R.RG",9,8.94999980926514,8.69999980926514,9.14999961853027,153.893442622951,8.9438524715236,0,1,1.25,9976526,0.02832,0.07238,-12140437,36487804,169982876,133495072,279563,7405972,-522408,6883564,4822497,21338456,0,4.92680825690402,0.02832,6883564,7.2,1.00558661360899,"BUY",112,88.1889763779528,13,10.2362204724409,60,47.244094488189
"Terveystalo Oyj","TTALO.HE",11.9399995803833,10.3837308883667,9.14757251739502,11.9399995803833,110750.272727273,10.3534329784803,68909752,2011939968,0.36,115178800,0.03082,0.082329996,96911752,789600000,1.361e+09,571400000,77100000,66300000,-2600000,63700000,22400000,279700000,822782409.964317,11.9095022624434,0.03082,0.0316609844295314,33.1666655010647,1.14987567655092,"HOLD",81,63.7795275590551,41,32.2834645669291,58,45.6692913385827
"Lassila & Tikanoja Oyj","LAT1V.HE",14,12.6962118148804,12.5601110458374,15.4959888458252,59451.2066115702,13.6675208304539,24566858,669974016,0.5,6.8e+07,0.02997,0.09606,3.6e+07,4.04e+08,596600000,192600000,50200000,4e+07,-16400000,23600000,7700000,199600000,343936012,10.1,0.02997,0.0352252467056872,28,1.10269111795942,"BUY",86,67.7165354330709,33,25.9842519685039,56.5,44.4881889763779
"Orion Oyj A","ORNAV.HE",36.5999984741211,37.3583908081055,33.180778503418,39.5672416687012,7136.67768595041,36.5667200324949,126856526,4955152896,1.56,331600000,0.16258,0.29112,224012496,384300000,1115600000,731300000,294400000,55600000,-7600000,4.8e+07,25500000,255400000,4642948658.0323,6.91187050359712,0.16258,0.0096868857545743,23.461537483411,0.979699544932759,"BUY",108,85.0393700787402,11,8.66141732283465,56.5,44.4881889763779
"Ilkka-Yhtymä Oyj 2","ILK2S.HE",5.17999982833862,3.26999998092651,3.25999999046326,5.17999982833862,20111.958677686,4.16512393360296,25311452,91780128,0.116,1836000,-0.00329,0.02301,-3020875,27378000,157106000,129728000,13019000,-616000,-449000,-1065000,1466000,11462000,131113317.015001,-44.4448051948052,-0.00329,-0.0116038190750834,44.6551709339536,1.58409781607122,"HOLD",6,4.7244094488189,109,85.8267716535433,54,42.5196850393701
"Orion Oyj B","ORNBV.HE",34.4599990844727,37.8344039916992,31.5079307556152,39.1839218139648,383070.487603306,35.7845080194394,126856526,4654561792,1.56,331600000,0.16258,0.29112,224012496,384300000,1115600000,731300000,294400000,55600000,-7600000,4.8e+07,25500000,255400000,4371475769.81938,6.91187050359712,0.16258,0.0103124638032521,22.0897430028671,0.910811204850302,"HOLD",109,85.8267716535433,6,4.7244094488189,54,42.5196850393701
"Trigon Property Development","TPD1T.TL",0.850000023841858,0.519999980926514,0.519999980926514,0.860000014305115,665.434426229508,0.644467213114754,592346,3632321,0.077,0,-0.0052300002,0.15012,-49284,6325,2497679,2491354,146890,-5014,0,-5014,363645,0,503494.114122629,-1.26146788990826,-0.0052300002,-0.00138038460807842,11.0389613485956,1.63461549042245,"HOLD",4,3.1496062992126,111,87.4015748031496,54,42.5196850393701
"Siauliu Bankas","SAB1L.VS",0.529999971389771,0.425999999046326,0.421000003814697,0.544000029563904,699375.762295082,0.491598358652631,350776079,99977920,0.07,0,0.0155,0.12892,0,2673779000,3028845000,355066000,432584000,45551000,-4396000,41155000,8797000,26403000,185911311.834216,58.698579614059,0.0155,0.41164089030858,7.57142816271101,1.2441313910241,"BUY",54,42.5196850393701,60,47.244094488189,52,40.9448818897638
"Kesla Oyj A","KELAS.HE",4.3600001335144,3.77306294441223,3.74373865127563,4.48662185668945,3607.33884297521,4.12644783721482,0,22360116,0.09,1505000,0.0111,0.02359,4663125,18158000,30959000,12801000,3183000,1512000,-145000,1367000,102500,9926000,0,12.0092592592593,0.0111,0.0611356399045515,48.4444459279378,1.1555598721117,"BUY",69,54.3307086614173,44,34.6456692913386,51,40.1574803149606
"Pihlajalinna Oyj","PIHLIS.HE",11.5799999237061,9.68000030517578,8.76000022888184,11.6000003814697,44697.4958677686,9.89917358682175,12833137,461956608,0.386,32366000,0.02553,0.08089,9336000,327147000,442138000,109761000,13306000,18585000,-2078000,16507000,3420000,137182000,148607725.480909,17.6027441485069,0.02553,0.0357327933276365,29.9999998023473,1.19628094613947,"HOLD",60.5,47.6377952755905,50,39.3700787401575,50,39.3700787401575
"Ålandsbanken Abp A","ALBAV.HE",29,19.0714340209961,18.4964160919189,30,804.04958677686,22.7701155764997,11180188,1263846528,2.02,0,0.00541,0.11434,0,5742690000,6035058000,292357000,672255000,-89245000,-1373000,-90618000,9786000,41490000,324225452,-64.3474704465236,0.00541,-0.0717001613664282,14.3564356435644,1.52059881643265,"HOLD",8,6.2992125984252,102,80.3149606299213,48.5,38.1889763779528
"Oma Säästöpankki Oyj","OMASP.HE",12.5,7.93516969680786,7.89588642120361,12.5,21003.694214876,9.99863356598153,18553641,1626373504,1.04,0,0.00786,0.09104,0,4028506000,4381999000,353066000,312994000,-206796000,-4430000,-211226000,9125000,21580000,231920512.5,-19.4805798951624,0.00786,-0.129875455718196,12.0192307692308,1.57526561845659,"HOLD",3,2.36220472440945,107,84.251968503937,48.5,38.1889763779528
"Apetit Oyj","APETIT.HE",13.4499998092651,8.89999961853027,8.84000015258789,14,6184.12396694215,11.1375206639944,5025216,104371256,0.506,8800000,0.01674,0.03282,15937500,47800000,142800000,9.5e+07,1100000,-9550000,-2300000,-11850000,1950000,77050000,67589154.2415161,-5.00523560209424,0.01674,-0.113537006778955,26.5810272910378,1.51123599839954,"HOLD",9,7.08661417322835,100,78.740157480315,46.5,36.6141732283465
"Nordecon","NCN1T.TL",1.32000005245209,1.04210531711578,0.994736790657043,1.32000005245209,19147.6147540984,1.08601813531313,4410218,60155448,0.078,6701000,0.01619,0.117639996,2095875,97800000,135035000,33874000,12576000,2743000,-70000,2673000,1426000,78418000,5821487.99132514,35.6543930003646,0.01619,0.0444348781177725,16.9230775955396,1.2666666514143,"HOLD",44,34.6456692913386,65,51.1811023622047,46.5,36.6141732283465
"Elisa Oyj","ELISA.HE",51.9199981689453,49.4799995422363,42.2400016784668,52.5200004577637,432605.239669422,47.3682645056859,106389500,9519705088,2.049,663400000,0.088649996,0.28109,286962496,1857200000,3041400000,1182700000,220100000,1.62e+08,-63100000,98900000,82200000,498100000,5523742645.19501,11.4641975308642,0.088649996,0.0103889772934949,25.3391889550734,1.04931282638,"HOLD",88,69.2913385826772,19,14.9606299212598,45,35.4330708661417
"Vaisala Oyj A","VAIAS.HE",32.0999984741211,36.3012390136719,29.4334373474121,41.7954788208008,14132.7933884298,36.453927662747,19702270,1167689984,0.91,6.1e+07,0.07693,0.16246,7712500,146300000,351800000,205100000,45400000,24300000,-6600000,17700000,8500000,106900000,632442836.936722,6.02057613168724,0.07693,0.0151581329312832,35.2747235979353,0.884267296276898,"HOLD",103,81.1023622047244,3,2.36220472440945,44,34.6456692913386
"TietoEVRY Oyj","TIETO.HE",26.7399997711182,22.9754505157471,20.8867721557617,27.6798553466797,336430.495867769,25.4663137956099,84462904,4046811648,0.798,266800000,0.02974,0.05704,275524992,1978600000,3604800000,1626200000,252300000,125200000,-17900000,107300000,54500000,715400000,2258538033.62798,15.8035143769968,0.02974,0.0265147007899489,33.5087716430052,1.16385094398001,"BUY",59,46.4566929133858,45,35.4330708661417,43,33.8582677165354
"UPM-Kymmene Oyj","UPM.HE",30.9699993133545,24.9224338531494,22.982421875,31.96217918396,1353135.6446281,28.3839277157114,514609705,17001046016,1.05,1.246e+09,0.0363,0.0577,108500000,5.345e+09,1.4858e+10,9.351e+09,1.72e+09,3.46e+08,-3.13e+08,3.3e+07,1.87e+08,2.188e+09,15937462210.4956,15.4479768786127,0.0363,0.00194105703666369,29.49523744129,1.24265549247073,"HOLD",45,35.4330708661417,58,45.6692913385827,42,33.0708661417323
"Kesko Oyj B","KESKOB.HE",25.5599994659424,22.2199993133545,20.2000007629395,26.0799999237061,1093492.78512397,21.9662810554189,267830663,12450952192,1.09,720300032,0.050780002,0.20111,896049984,4452700000,6641900000,2189200000,154500000,308400000,-203900000,104500000,113700000,2662300000,6845751603.24299,14.4380674448768,0.050780002,0.00839293239493309,23.4495407944426,1.15031504301535,"HOLD",60.5,47.6377952755905,42,33.0708661417323,41,32.2834645669291
"Sievi Capital Oyj","SIEVI.HE",1.28799998760223,0.995999991893768,0.995999991893768,1.28799998760223,638097.694214876,1.10042974722287,35472222,66075472,0.17,11655997,0.08826,0.12737,6573014,6202410,83499825,77297415,8607973,-1836832,-977,-1837809,5997143,7494805,45688221.4962237,-3.376688777199,0.08826,-0.0278137854240375,7.57647051530726,1.29317268884035,"HOLD",31,24.4094488188976,70,55.1181102362205,40,31.496062992126
"Stora Enso Oyj A","STEAV.HE",17.75,13.9528903961182,12.3971672058105,18.5499992370605,6585.06611570248,15.2727555755741,615375948,17077004288,0.79,1.012e+09,0.02066,0.0761,375875008,8.638e+09,1.7431e+10,8.809e+09,1.661e+09,3.82e+08,-2.13e+08,1.69e+08,2.39e+08,2.153e+09,10922923077,22.6125654450262,0.02066,0.00989634933328185,22.4683544303797,1.27213785073079,"HOLD",32,25.1968503937008,67,52.755905511811,39,30.7086614173228
"Ålandsbanken Abp B","ALBBV.HE",26.5,19.0909080505371,18.7090911865234,26.7000007629395,6701.56198347107,21.3167601971587,11180188,1224881408,2.02,0,0.00541,0.11434,0,5742690000,6035058000,292357000,672255000,-89245000,-1373000,-90618000,9786000,41490000,296274982,-64.3474704465236,0.00541,-0.0739810396403698,13.1188118811881,1.38809531374043,"HOLD",7,5.51181102362205,87,68.503937007874,37.5,29.5275590551181
"Talenom Oyj","TNOM.HE",11.3800001144409,9.59591484069824,9.57616996765137,14.9072341918945,48612,11.7953952521332,22355647,520662240,0.22,16103000,0.11784001,0.34369,4616125,52754000,84923000,32169000,9104000,0,0,0,1803000,16463000,254407265.418401,Inf,0.11784001,0,51.7272732474587,1.18592133250037,"HOLD",47,37.007874015748,47,37.007874015748,37.5,29.5275590551181
"Kesko Oyj A","KESKOA.HE",23.5,21.5,19.4400005340576,23.9500007629395,33881.8016528926,20.888429594434,267830663,11633670144,1.09,720300032,0.050780002,0.20111,896049984,4452700000,6641900000,2189200000,154500000,308400000,-203900000,104500000,113700000,2662300000,6294020580.5,14.4380674448768,0.050780002,0.00898254795834101,21.5596330275229,1.09302325581395,"HOLD",64,50.3937007874016,28,22.0472440944882,35,27.5590551181102
"Oriola Oyj A","OKDAV.HE",2.21000003814697,1.97321426868439,1.89428567886353,2.31852674484253,12531.2644628099,2.05848083811358,148038444,528201760,0.06,43400000,0.01195,0.06915,30875000,9.96e+08,1165600000,169600000,168200000,45700000,-4600000,41100000,4100000,466400000,327164966.887218,21.7943107221007,0.01195,0.0778111757900996,36.8333339691162,1.1200000289986,"BUY",55,43.3070866141732,37,29.1338582677165,35,27.5590551181102
"Rokiskio Suris","RSU1L.VS",2.90000009536743,2.61999988555908,2.55999994277954,3.11999988555908,981.737704918033,2.81229512027053,5642729,112905152,0.228,17967000,0.029779999,0.061300002,8730250,40039000,169443000,129404000,3358000,3319000,-1555000,1764000,1067000,51398000,16363914.6381326,12.0635733654715,0.029779999,0.0156237334501795,12.7192986638922,1.10687031375522,"BUY",58,45.6692913385827,34,26.7716535433071,35,27.5590551181102
"Elecster Oyj A","ELEAV.HE",9.80000019073486,7.5,7.09999990463257,11.8000001907349,1800.4132231405,9.14752062884244,1486953,50316536,0.26,4175000,0.027479999,0.03762,935000,23644000,50112000,25446000,6279000,0,0,0,-22000,9403000,14572139.6836138,Inf,0.027479999,0,37.6923084259033,1.30666669209798,"BUY",18,14.1732283464567,72,56.6929133858268,33,25.9842519685039
"Fortum Oyj","FORTUM.HE",22.8600006103516,18.2049999237061,16.0149993896484,23.3299999237061,1979537.75206612,19.8760743574663,410507521,31468410880,2.05,-1.982e+09,-0.045229997,0.12877,-2144875008,4.2233e+10,5.781e+10,1.2953e+10,1.897e+09,1.131e+09,-4.19e+08,7.12e+08,3.75e+08,1.7737e+10,9384202180.61391,37.341290893015,-0.045229997,0.0226258644808949,11.1512198099276,1.25569902258466,"HOLD",24,18.8976377952756,64,50.3937007874016,32,25.1968503937008
"CapMan Oyj","CAPMAN.HE",2.61500000953674,1.99024391174316,1.87902438640594,2.80487823486328,138960.272727273,2.32397303797982,201306947,844090880,0.033,8484000,0.0228,0.05171,-9612250,105502000,218768000,112524000,58002000,-4220000,-69000,-4289000,6838000,13418000,526417668.324813,-25.0004739336493,0.0228,-0.00508120642175402,79.2424245314165,1.31390931237488,"HOLD",12,9.44881889763779,74,58.2677165354331,31,24.4094488188976
"KONE Oyj","KNEBV.HE",69.4199981689453,72.1849822998047,64.2239837646484,74.8849716186523,754578.239669421,68.046189678602,354293546,33889523712,1.81,1489500032,0.08981,0.29649,1274300032,5594800000,8.792e+09,3174600000,457900000,301400000,-30900000,270500000,283100000,2621200000,24595057314.5891,18.5627073656271,0.08981,0.00798181769383257,38.3535901485886,0.961695853586614,"BUY",75.5,59.4488188976378,9,7.08661417322835,30,23.6220472440945
"Sanoma Oyj","SAA1V.HE",14.6599998474121,11.8087511062622,11.3779163360596,17,95503.0330578512,13.7993492016122,72246447,3070517760,1.506,2.11e+08,0.03537,0.37737998,607774976,1338400000,2048300000,690200000,114600000,0,0,0,0,0,1059132901.99607,Inf,0.03537,0,9.73439564901203,1.24145218368079,"BUY",25.5,20.0787401574803,57,44.8818897637795,29,22.8346456692913
"Linas Agro Group","LNA1L.VS",0.774999976158142,0.620000004768372,0.595000028610229,0.814999997615814,28021.2786885246,0.692786884600999,26847848,288755968,0.067,21636000,0.013730001,0.06815,18708876,261860000,446622000,182781000,12699000,3687000,-1210000,2477000,-121000,235625000,20807081.5598974,71.0225115269867,0.013730001,0.00857817768116225,11.5671638232559,1.24999995193174,"HOLD",19,14.9606299212598,63,49.6062992125984,28,22.0472440944882
"Stora Enso Oyj","STERV.HE",16.1350002288818,13.6823768615723,11.9332094192505,16.7999992370605,1801129.37190083,14.8479446221974,615375948,15803383808,0.79,1.012e+09,0.02066,0.0761,375875008,8.638e+09,1.7431e+10,8.809e+09,1.661e+09,3.82e+08,-2.13e+08,1.69e+08,2.39e+08,2.153e+09,9929091061.82838,22.6125654450262,0.02066,0.0106939122692476,20.4240509226352,1.17925418895586,"BUY",33.5,26.3779527559055,46,36.2204724409449,27,21.259842519685
"Ahlstrom-Munksjö Oyj","AM1.HE",17.7600002288818,17.6920108795166,17.6721534729004,18.2877025604248,77690.520661157,17.8417403165959,60301095,2789594880,0.78,305700000,0.02996,0.07821,140950000,1938800000,3123400000,1172900000,308700000,130500000,-41300000,89200000,23100000,689200000,1070947461.00183,14.8567049808429,0.02996,0.0319759692131353,22.769231062669,1.00384294073909,"BUY",67,52.755905511811,12,9.44881889763779,25.5,20.0787401574803
"Vilniaus Baldai","VBL1L.VS",10.8000001907349,9,9,11.1000003814697,142.106557377049,10.1594262123108,479138,81931432,1.374,8789000,0.0403,0.21559,-8315375,58376000,85775000,27399000,1389000,531000,-1048000,-517000,785000,21627000,5174690.49138832,109.935969868173,0.0403,-0.00631015456925005,7.86026214755085,1.20000002119276,"BUY",27,21.259842519685,52,40.9448818897638,25.5,20.0787401574803
"Oriola Oyj B","OKDBV.HE",2.04999995231628,1.91215324401855,1.71305274963379,2.06985640525818,197410.090909091,1.93306155244181,148038444,499191680,0.06,43400000,0.01195,0.06915,30875000,9.96e+08,1165600000,169600000,168200000,45700000,-4600000,41100000,4100000,466400000,303478803.140977,21.7943107221007,0.01195,0.0823331029876139,34.1666658719381,1.07208978084206,"BUY",56,44.0944881889764,22,17.3228346456693,24,18.8976377952756
"Sampo Oyj A","SAMPO.HE",38.6300010681152,35.7099990844727,32.4000015258789,38.7900009155273,1133385.65289256,35.8429753011908,424283260,18776242176,0.067,1.93e+08,0.0011100001,0.00903,1.05e+08,4.4271e+10,5.6529e+10,1.1418e+10,2.16e+09,1.875e+09,-1.6e+08,1.715e+09,-8.02e+08,2.175e+09,16390062786.9834,23.6112,0.0011100001,0.0913388304179487,576.567180121123,1.08176987002255,"BUY",49,38.5826771653543,26,20.4724409448819,23,18.1102362204724
"Caverion Oyj","CAV1V.HE",5.24499988555908,6.22927761077881,5.09133100509644,6.31756687164307,202249.58677686,5.59292244714154,77495425,832808000,0.046,49700000,0.013839999,0.04042,131137504,1095800000,1292400000,196300000,149300000,75200000,5500000,80700000,-3500000,579300000,406463495.256352,14.5718085106383,0.013839999,0.0969010864448949,114.021736642589,0.841991674360991,"HOLD",73.5,57.8740157480315,1,0.78740157480315,22,17.3228346456693
"Huhtamäki Oyj","HUH1V.HE",38.189998626709,42.8199996948242,37.2799987792969,46.4000015258789,207392.578512397,41.600743758777,78305040,4943013888,1.69,449400000,0.05061,0.13114001,217675008,2231300000,3595800000,1284100000,315500000,1.6e+08,-103200000,56800000,3.1e+07,812800000,2990469370.06439,13.945625,0.05061,0.0114909650846605,22.5976323234964,0.891872930847431,"HOLD",69,54.3307086614173,4,3.1496062992126,20.5,16.1417322834646
"Tallinna Vesi","TVEAT.TL",14.1499996185303,12.6499996185303,12.6000003814697,14.3000001907349,4269.95901639344,13.4602457734405,6e+06,327687008,0.837,23020000,0.04088,0.14691,1428625,143410000,255665000,112255000,44514000,5954000,-5568000,386000,5389000,13172000,84899997.7111816,24.0863285186429,0.04088,0.00117795332306858,16.9056148369537,1.11857707867459,"BUY",38,29.9212598425197,35,27.5590551181102,20.5,16.1417322834646
"YIT Oyj","YIT.HE",4.52600002288818,5.02455615997314,4.42357969284058,5.137855052948,435541.090909091,4.75350030394625,93767702,1643312128,0.124,5.7e+07,0.0072600003,-0.00909,394875008,2.265e+09,3.185e+09,9.18e+08,4.19e+08,1.57e+08,-1.3e+07,1.44e+08,3.8e+07,9.75e+08,424392621.398172,14.4267515923567,0.0072600003,0.0876279055855663,36.5000001845821,0.900776084252659,"HOLD",65,51.1811023622047,5,3.93700787401575,18.5,14.5669291338583
"Tallinna Sadam","TSM1T.TL",1.85000002384186,1.72000002861023,1.6599999666214,1.87000000476837,65963.7131147541,1.78422132867282,86616420,674182976,0.11,56641000,0.032449998,0.0758,5750250,252661000,628093000,375432000,26679000,14069000,-7677000,6392000,5723000,25303000,160240379.065096,17.9587035325894,0.032449998,0.00948110561605163,16.818182034926,1.07558139131932,"BUY",46,36.2204724409449,24,18.8976377952756,18.5,14.5669291338583
"LITGRID","LGD1L.VS",0.689999997615814,0.579999983310699,0.560000002384186,0.689999997615814,3044.7131147541,0.61241802573204,12593155,430192992,0.053,50224000,0.0493,0.12864,-15597375,196316000,414353000,218037000,33000,-896000,-25246000,-26142000,8104000,57321000,8689276.91997558,-219.102678571429,0.0493,-0.0607680749945829,13.0188678795437,1.18965520253505,"HOLD",21,16.5354330708661,48,37.7952755905512,17,13.3858267716535
