Ticker;Signal;Final_rank;Quality;Momentum;PER;MCap;ROA;FCF2EV;FCF2D;MomentumValue
ALTIA.HE;HOLD;788;743;627;17.774140191;243937681.528273;0.04868;6.9971018129;2.1754822651;0.6445054444
ETTE.HE;HOLD;785.5;712;654;25;65724309;0.06274;13.4250879959;2.0551912675;0.7771053188
OLVAS.HE;HOLD;785.5;702;664;20.4841713222;640631948;0.089870006;41.2668540458;0.1628869919;0.8271136447
ZENT.BR;HOLD;784;768;597;14.2671854734;29060922;0.06404;11.7945668471;1.0591852812;0.513888876
ALTXC.PA;HOLD;782;741.5;621;14.8902821317;2157811;0.0733;10.8494156798;2.9359546742;0.6080830526
SMAR.BR;HOLD;779;665;694;17.924528077;NA;0.06469;24.7900002661;1.126832513;1.0851838786
ALWEC.PA;BUY;778;678;678;20.7217686112;6419872.32483292;0.035099998;6.2981645105;2.0697614324;0.9449330111
BC8.DE;HOLD;777;632;720;39.2424935239;4778759326.57471;0.07006;26.6569053512;1.9337632746;1.5026263228
SO.PA;BUY;776;723;628;32.2072072072;1049423661;0.088640004;28.2791262578;0.711155614;0.6454959767
KESKOA.HE;HOLD;775;660.5;690;19.3532811169;5370084127.15839;0.051939998;12.2332805006;3.1608904316;1.0540407654
VALMT.HE;HOLD;774;758;592;18.6530329781;3495407434.5236;0.05228;10.0668152002;1.2558846333;0.4981904087
NEDAP.AS;BUY;771.5;797;547;13.4393856281;290394384;0.08794;14.0206296734;0.7571943427;0.3567411933
KESKOB.HE;BUY;770;648;695;20.6563702882;5731660979.8292;0.051939998;12.8684209648;3.1608904316;1.0892991466
ORNBV.HE;HOLD;766;776.5;555;22.1805393626;4761450546.00031;0.18566;23.2011979377;0.4859896884;0.3828500692
ABCA.PA;HOLD;765;810;521;12.1112931184;248306899.600053;0.1325;17.8124368118;0.1115593366;0.2955237353
KNEBV.HE;SELL;764;707;620;35.8674023033;23031024847.6549;0.0871;32.2030485657;0.5190325374;0.6050311598
EURN.BR;SELL;763;835;489;2.061021135;1207520893.76541;0.11507;3.6665643015;1.8820690085;0.2420793365
IVU.DE;BUY;760;573;742;23.5761579299;197152275.349705;0.05046;35.5756962374;0.8839005174;2.9015288639
RM.MI;BUY;758.5;705;604;25.0999987125;158733954.082021;0.06079;12.6742294138;2.2837469876;0.5432690288
DVT.PA;HOLD;758.5;832;477;19.9633326543;170980698;0.08207;6.8635738521;0.7262926279;0.2185233112
BAR.BR;SELL;754.5;718;583;22.4859157079;1120060075.90014;0.04501;13.5786883792;0.5355656579;0.4713567086
ALFRE.PA;HOLD;752.5;576;724;29.0225556022;20311149.6079988;0.02696;9.2215735355;1.5806666547;1.683544086
ENX.PA;SELL;744;634;655;20.9551883194;6178916590.18544;0.10682;21.5895057712;4.0978314476;0.7787213365
ORNAV.HE;HOLD;742;774;511;22.3622517737;4800458373.75309;0.18566;23.3964167317;0.4859896884;0.2814375773
DWS.DE;HOLD;741;819;465;11.2382613472;1325291636.32965;0.04913;2.8508557457;0.2444987775;0.1868690241
PERR.PA;HOLD;739.5;732;549;21.2560386473;99458766;0.06688;15.1868266682;1.433958236;0.3590187381
MMK.VI;BUY;738;710.5;569;20.5340357342;1408680026.24512;0.05816;15.6780254992;1.3053889977;0.4126161094
HARVIA.HE;HOLD;737;520.5;755;35.0746268657;317782580.5;0.085939996;31.068437998;4.4434053788;4.2952517296
FAE.MC;BUY;736;730.5;542;13.9733838491;1005923570.47298;0.115;31.4215748085;0.6030019952;0.3424452496
MRK.PA;SELL;735;672;600;14.0901058386;159832702264.873;0.11264;21.1378255942;3.3219866315;0.5253782146
NEA.MC;BUY;733.5;690;581;8.0919931857;33030151;0.0505;9.8369728636;2.9167368953;0.4675403797
UPONOR.HE;HOLD;732;791;478;17.3035706793;828961712.02256;0.09026;11.5794979971;1.7108231055;0.2206624414
DOY.IR;BUY;730;776.5;488;11.8219749652;18139187;0.04715;10.3199279196;0.0061256085;0.2380318665
EUR.PA;HOLD;727.5;845;418;13.0241936253;20778112.0826969;0.29381;12.3280221921;0;0.0806192158
EIN3.DE;HOLD;726;820;442;14.270165679;197284436;0.07061;7.8235056307;0.636707236;0.1414264416
ACT.DE;HOLD;724.5;520.5;739;14.977692798;152573797;0.0444;83.6269226155;0;2.6919593711
REN.AS;BUY;724.5;788.5;471;18.9062497195;39314711477.6383;0.07585;19.3944276121;0;0.198688866
ATE.PA;BUY;723;802;454;19.9496102781;2433784216.76326;0.06846;10.828481151;0.7546234128;0.159888785
SU.PA;BUY;722;605.5;646;30.6979687686;64143714135.6037;0.05035;17.3505266444;2.647674546;0.719927972
FATL.PA;BUY;720;603;647;6.7868719611;22513574.5;0.05414;8.510154072;7.1290497448;0.7225290465
WKL.AS;HOLD;719;604;644;24.8782269871;18143210034.8884;0.075229995;22.5492883632;3.5717640242;0.7129888103
VIRP.PA;HOLD;717;563.5;674;25.058411215;895092841.5;0.05929;18.9628437141;4.0531891516;0.9255663668
ALP.PA;HOLD;713.5;826;406;9.7432522651;13067186.5684032;0.06454;2.2926142984;1.0680297144;0.0670815931
ALNT.MC;BUY;712;828;400;20.7606979104;231600631.44417;0.08695;9.1211895497;0.4470338207;0.0506867895
CWC.DE;HOLD;711;778;448;20.6613111291;565344721.800293;0.07742;12.681438205;1.1734893374;0.1522201042
DLTA.PA;HOLD;710;627;598;20.075853736;153571433.551277;0.07775;18.0370334277;4.0914594046;0.5150189743
VALUE.AS;HOLD;708;688;534;24.9514556626;14697670.2782197;0.023540001;3.3483698096;0.2849274244;0.3223651353
TOKMAN.HE;BUY;706.5;499;722;15.6317336319;410434112.061004;0.0644779959;19.0381824762;6.2270153523;1.6728776333
KRX.IR;SELL;704;600.5;617;29.6610169492;8506336664;0.061890002;24.9384014042;2.4184757506;0.5873890945
VID.MC;HOLD;702;655.5;557;18.6688643054;1637260839.62537;0.07454;20.6809084585;2.7115179586;0.3899249453
TINC.BR;HOLD;700;746;461;22.9090916027;409275505.590969;0.051009998;18.0011562525;0;0.1826087509
BNR.DE;BUY;698;681;524;21.5083049381;10002329669.9524;0.05046;11.746567514;2.4863005969;0.3082086103
TIE.AS;HOLD;696;583;619;4.2372881356;515134;0.01773;6.8444955117;0.3007181329;0.6045196833
HBM.DE;HOLD;693;699.5;499;5.5564438759;259851916.75;0.05564;5.829553926;4.6877416453;0.2583219353
TIK1V.HE;HOLD;690;535.5;656;34.2187484105;931624182.826157;0.0760557451;29.8947416956;3.7981979213;0.7787464658
HBH.DE;SELL;688;735;452;6.3637105328;699104484;0.05967;6.1369622826;3.9658258398;0.1549337658
KAMUX.HE;HOLD;685;487;697;24.1696118466;302437829.786835;0.0959;39.6127312124;5.049011178;1.1148627907
ABO.BR;HOLD;683.5;695.5;487;19.2039795776;NA;0.037550002;5.1865392023;2.2749962184;0.2372881813
RES.BR;BUY;683.5;786.5;396;14.9795501022;120448637.5;0.052989997;7.7113945143;1.1493376719;0.0434870523
SWP.PA;BUY;681;750;420;26.3279451601;211875742.12656;0.051030003;11.7658892637;0.9017752206;0.0849475379
CONSTI.HE;BUY;680;725;444;15.5172419512;25230578.8799229;0.03791;5.1669735581;1.7474120083;0.1425604257
UUTEC.HE;HOLD;679;552.5;616;22.2222231053;4426797.77590513;0.04285;22.3443524258;1.6265807091;0.5872476261
LIGHT.AS;HOLD;677;663;504;17.4899863093;4975799273.70372;0.04788;9.6934259111;3.3025461459;0.2646404195
DOV1V.HE;HOLD;676;719.5;447;9.6896547696;10861172.4894492;0.03562;6.5798881187;1.231910495;0.146379929
LEI.DE;HOLD;673.5;524;639;34.1482643825;310695117.625599;0.04974;64.8022112651;0.2175634335;0.6945873802
VIS.MC;HOLD;673.5;717;446;22.3416509647;2186537653.66316;0.08733;23.9111859415;1.1802025422;0.1458437292
FPE3.DE;BUY;671;719.5;439;28.6097549811;4728362815.47546;0.08884;34.4308899155;0.3206412963;0.1375169603
PSAT.PA;HOLD;670;766;392;22.6804120434;14688180.9877615;0.03661;4.5311949042;0.5073081954;0.0353535414
SUY1V.HE;HOLD;668;664;492;14.5212766972;155228483.584523;0.06342;13.073287549;3.4787666408;0.2435701018
NBA.LS;HOLD;665.5;580;574;4.3824700562;38433244.8446546;0.0223;3.8585491566;1.917664195;0.4352774198
SII.PA;HOLD;662;770;379;21.5967250578;176415246.389435;0.044949997;5.3025530306;1.1909742263;0.026870826
ALMA.HE;BUY;656;593;553;7.5396163151;173010177.029932;0.071729995;35.9796591481;2.0190718373;0.3753354323
HONBS.HE;HOLD;656;693;453;11.2558143083;12395550.1507874;0.06925;15.523487664;2.5721784777;0.1554856019
BASS.PA;HOLD;656;761;385;8.2161767391;NA;0.07588;8.5599958575;3.1606589494;0.0294290111
HAW.DE;BUY;654;796;347;16.0171609714;87735512.1058731;0.0769;7.8910098674;2.1657722151;-0.0123186067
CAMB.BR;HOLD;653;769;373;6.8415638841;11013996.1579514;0.06358;8.943618045;1.7527820104;0.0183669094
COLR.BR;HOLD;651.5;684;457;14.3550665002;6421982928.06778;0.071550004;25.1084201952;1.1039861978;0.1727536801
HLAG.DE;HOLD;649.5;414;726;27.0639530448;654679189.27002;0.03785;17.5954829103;4.8053786595;1.8517551095
SK3.IR;HOLD;649.5;538;602;22.4434390866;9330619540.56107;0.058080003;16.4037642803;5.0483428998;0.5355792532
O4B.DE;HOLD;647.5;726.5;411;21.3535580362;63332436.0596275;0.04459;11.7023231369;0.8217340724;0.0751457177
OBEL.BR;HOLD;647.5;571.5;566;25.1981879955;627964375.5;0.03297;9.5012613352;2.8502943542;0.4017684306
ALHIO.PA;HOLD;646;784.5;351;7.8139532444;4692515.37349272;0.058930002;6.6866950268;1.9592532219;-0.0096516851
WIE.VI;HOLD;645;612;523;36.6057453205;3178232963.49172;0.046;10.8420854281;4.0136240528;0.3021161935
TGYM.MI;BUY;644;722;412;26.5566028139;733657912.837906;0.098950006;23.5051508131;1.4775528827;0.075211428
REC.MI;HOLD;643;591.5;540;22.9430726212;4234386271.71552;0.1108;31.8713945832;3.7763940283;0.337358355
SIS.DE;HOLD;642;449;682;10.4383077687;72847657.7489891;0.1492;48.3798854493;6.152115942;0.9633108462
IXX.DE;HOLD;641;464.5;665;28.4028312149;218448780.066582;0.055949997;28.7351516156;4.3529411765;0.8398861426
SIILI.HE;BUY;639;710.5;414;15.9062880623;90298655.7297516;0.05055;10.1040130371;2.1211653372;0.0772357557
VERK.HE;HOLD;637.5;697.5;426;24.8611105813;111072590.752914;0.0758;21.0936442315;1.5073244421;0.095547184
ICP1V.HE;HOLD;632;389;727;17.1052638749;48446199.8308525;0.10281;41.8511758974;10.0805286442;1.9854370996
AD.AS;HOLD;630;538;576;13.0910100736;24968870291.6269;0.04472;10.6795012953;5.2680449452;0.446742208
ALTEV.PA;HOLD;629;526;586;24.5629564063;37758093;0.06469;41.3758963642;2.1404216315;0.4851292599
NESTE.HE;BUY;626;369.5;736;27.3486620269;24581805465.562;0.12393;220.700655567;6.2510718923;2.4739282435
FPE.DE;BUY;624.5;744;361;22.439023925;3708519923.11478;0.08884;26.9135612628;0.3206412963;0.0049547104
HDG.AS;HOLD;624.5;748;357;14.4908027084;389061436.610207;0.03954;6.7710787506;1.1285202253;0.0033443731
RAND.AS;BUY;619;653;443;37.235889352;5175350170.38509;0.03171;10.0607885955;0.7750038164;0.1414320911
TRI.PA;HOLD;615.5;760;333;20.0470067745;1172329785;0.06728;13.4599772;1.0577922372;-0.0298354281
BIG.PA;HOLD;612;484.5;607;25.1948046994;256708360.952244;0.03607;14.8810101548;3.5647891074;0.5693385776
TEXF.BR;HOLD;609;522.5;567;13.1627056673;37194156;0.04082;31.8661629821;0.7597200382;0.4073447738
AUB.PA;HOLD;607;779;308;18.7055829818;258619516.941124;0.072129995;12.9591133781;0.8744459041;-0.0528700218
BESI.AS;HOLD;604;484.5;599;36.6020670849;4016111329.90443;0.110769995;47.2732168502;4.797039958;0.5167830396
WAVE.PA;HOLD;603;798;285;20.8852010809;266148680.723686;0.08935001;11.0062509733;1.5883321651;-0.0922550144
XIL.PA;HOLD;602;728;354;36.5536265569;NA;0.04158;9.0162400236;1.0922627845;-0.0031915218
ELISA.HE;HOLD;601;497;584;23.9531487706;5219946883.30344;0.0888;32.5671602189;5.1259203089;0.4758089509
NWO.DE;SELL;597;679.5;394;30.1650165017;638281846;0.11206;36.4847441985;1.3157634703;0.0404614707
PAH3.DE;BUY;595;786.5;284;13.2886526462;8803807060;0.1238480557;23.9069490056;0.0516759777;-0.0926677966
G24.DE;SELL;593.5;397;673;2.8706411355;5431889316.64384;0.029260002;26.4588683839;1.5844035514;0.9194285294
CTAC.AS;HOLD;593.5;775;295;23.059700852;14463928.0682366;0.044970002;4.0938910761;1.2996193013;-0.0723294353
FLEXD.LS;HOLD;591;668.5;399;20.1612903226;3946580;0.04429;20.7378918848;0.1050219679;0.0487358273
SCT.LS;HOLD;588;590;474;18.8079464515;3462101.8953681;0.01736;2.3023866975;0.9612745904;0.2083780568
DLG.MI;BUY;587;675.5;387;22.925697244;1375422422.1103;0.0728;17.8722593035;2.7195701196;0.0309507688
UCB.BR;SELL;586;545;517;21.6780726598;10346019681.5656;0.0602;22.5331125111;3.6378551172;0.2900506853
SOF.BR;BUY;578;360.5;692;21.4543993572;4021647984;0.03666;408.9423483896;0.72350741;1.0675166198
ALGEM.PA;HOLD;575.5;583;467;27.864897927;28943977.0779762;0.063990004;33.8986338372;1.7711595908;0.1919406454
NRO.PA;HOLD;573;814;232;20.0511945392;176384561;0.05959;6.8222091823;0.6085491342;-0.1578109401
EVLI.HE;HOLD;572;407.5;638;18.5057475649;80217833.300663;0.02736;11.4817256885;4.3679458239;0.692066973
INF.PA;BUY;570.5;780;265;21.8766473379;161982551;0.06874;10.4014625696;1.4280831331;-0.1169226638
ALVDM.PA;HOLD;570.5;701;344;19.2796618251;78662150.4974976;0.03364;5.5243878886;1.4278161854;-0.014110526
UFF.PA;HOLD;568;736;306;39.6226415094;84047145;0.029140001;3.9060043611;0.2024783896;-0.0579176195
HEIJM.AS;HOLD;564;675.5;363;7.2142859868;201657173.216446;0.027590001;2.8730103433;1.479198701;0.008610269
AKZA.AS;HOLD;558.5;483;545;29.8894817604;15974789732.9453;0.04168;20.2574490962;3.3893792191;0.3492147048
MIO.IR;HOLD;557;547.5;480;21.1320755617;103045095.318712;0.06884;31.4604364452;2.9812009608;0.2238658741
COVH.PA;HOLD;556;809;218;5.2919085012;784645603.5;0.0517014519;9.9956341936;0;-0.1811668232
ALCLA.PA;HOLD;555;629;397;34.6620450607;45375760;0.0292;5.292418766;2.1803121577;0.0471269351
CEN.PA;BUY;553;747;273;23.2142859923;133327222.89687;0.03478;3.7551818782;1.0478991926;-0.1092228491
ELEC.PA;HOLD;552;616;403;14.4918444166;88039759.5;0.03398;16.5564563161;0.4457190576;0.0582640305
VRLA.PA;HOLD;550;626;389;25.7590129208;1221145895.34235;0.061329998;12.3656088819;4.7923461033;0.0326832375
IFA1V.HE;BUY;548;502;508;27.3469394567;24036083.0987245;0.02902;11.1920494014;2.8265822503;0.2775550534
WAF.DE;HOLD;547;540;468;26.1111111111;2742405444;0.080249995;106.6097824793;1.4573002755;0.1954971
A1OS.DE;HOLD;546;689;318;23.4925606891;127907880;0.051599998;10.6094012793;2.8401084927;-0.0434466868
BDL.MC;HOLD;545;636;368;22.1694378464;30844576;0.0788324272;56.9610665005;0.6735710948;0.0135746606
HUH1V.HE;HOLD;542;456;546;21.7966651198;3101124610.19411;0.050019998;20.8036929547;4.9430474408;0.3510424591
PSAN.DE;HOLD;542;466;536;33.4939749844;292585206.370331;0.03721;29.0471107548;1.5548370792;0.3237603755
COR.LS;BUY;537;525;472;21.4230775833;423654435.856571;0.05235;26.8690960299;2.6673662358;0.2032852154
SHL.DE;HOLD;536;411.5;585;33.0571419852;10243124685.7825;0.05223;39.7800353144;4.0138585441;0.4837031455
AKE.PA;HOLD;534.5;647;349;22.3990208078;5371808352;0.04349;9.4712168391;3.2498558615;-0.011117396
FSKRS.HE;HOLD;534.5;667;329;19.4479297365;552592701;0.041589998;9.3329714028;2.3948320834;-0.0311189604
HCO.PA;BUY;531.5;620;371;15.3333331599;40092853.8866143;0.030299999;3.240060622;3.1480378185;0.017626651
ROVIO.HE;HOLD;528;842;146;18.5040425098;185841488.89397;0.11537;8.8187357694;0.2626372442;-0.3134185011
SIEVI.HE;BUY;528;839;149;9.1250002384;15857164.074317;0.07677;8.871552916;0;-0.3087204927
CRG.IR;HOLD;526;501;485;13.8183284036;27000702736.2558;0.03898;10.4600705304;5.305190925;0.2335007667
BEI.DE;SELL;524;621;364;34.5600598079;8878060242.85037;0.06526;38.5919912901;0.9039323334;0.0114813516
MRK.DE;BUY;524;352;633;32.0829443029;17811256384.2604;0.04875;31.2935184308;5.9360773995;0.6817311597
BOI.PA;SELL;524;851;134;14.9540886589;178840353.989601;0.09059;2.8759129074;0.0778802989;-0.3368253489
CE2.DE;HOLD;522;312;672;12.7161749746;279156375;0.10263;720.0695749875;7.6355124561;0.9155034526
ZOT.MC;HOLD;519;815.5;162;18.1605345429;982547109.378233;0.1982705112;15.2801486912;0.1680455481;-0.2844819645
PON1V.HE;HOLD;514;481.5;494;27.8602616756;279551467.75704;0.08601;32.2098003025;5.593604425;0.2508042613
PNL.AS;HOLD;512;737.5;235;35.1030924886;1597971975.43317;0.05019;6.1742440747;2.82176367;-0.156167313
AZK.MC;BUY;510.5;829;143;12.5060824002;44037216.1361084;0.0977187213;6.6174588212;1.2333705845;-0.3238434747
ELE.MC;SELL;509;373.5;594;14.8382562458;6678891152.74857;0.04476;23.3044288;6.0031248;0.5000902205
SDG.PA;HOLD;507;811;156;17.4444442325;224624858.471096;0.050380003;4.2252001701;0.6950344431;-0.3042249264
IG.MI;SELL;505;494;470;9.9838712523;2209090610.51634;0.0506820931;13.0060342322;7.3226212518;0.1976853719
IPS.PA;BUY;502;619;339;13.6645960758;1009990091.80604;0.037;7.1094056815;3.6277383453;-0.0189982308
LACR.PA;HOLD;500;535.5;421;13.6107497263;30489713.6295891;0.03479;8.8535288441;4.0491399203;0.0883850391
HEN3.DE;HOLD;497;677;274;20.9404849375;23532378237;0.05421;15.0948191888;1.9645991279;-0.1091715899
KEMIRA.HE;HOLD;496;387.5;562;18.3815792987;948753010.134888;0.044159997;19.8437735557;6.5716459162;0.3923906928
SOLTEQ.HE;HOLD;493.5;285;662;17.1098268101;15166898.1154633;0.035;20.2786964307;7.935537782;0.8241042431
ALBLD.PA;SELL;493.5;628;319;34.7703185604;38344178.0345993;0.046729997;20.910313357;1.0678811121;-0.0423076535
ADX.MC;BUY;490.5;214.5;731;37.3214270387;310717522.169665;0.032449998;23.9805433102;9.1224786817;2.3633217565
TEM1V.HE;BUY;490.5;186.5;759;15.8000007272;75663884.0423423;0.2682;1301.6257086685;109.3833780161;7.691357952
DMP.DE;HOLD;489;238.5;704;39.2297306576;1092644751.88428;0.07705;110.9574293766;18.9115928803;1.2503620964
ALITL.PA;HOLD;488;685;257;11.8911172963;12352566.1107578;0.04893;8.0926205856;3.4452158165;-0.1275862332
SAMS.PA;BUY;486;516;424;15.2559055118;90609900;0.02884;8.570157691;3.3174181156;0.0939402987
HEN.DE;HOLD;485;692;246;18.9076651845;21247947696.8571;0.05421;13.6964355803;1.9645991279;-0.1434929419
MUN.PA;HOLD;483;637;298;15.4166668653;24291249.1930532;0.02555;2.3541064721;1.835892843;-0.0709220044
ALGIL.PA;BUY;481;781;153;8.7634411337;158370698.99181;0.07095;8.6176876393;2.0273563881;-0.3051983525
VAN.BR;HOLD;478.5;824;109;22.947367618;128696578.895977;0.06362;6.7643354616;0.4098360656;-0.3730389508
OSP2.DE;HOLD;476.5;496;436;38.3064516129;120222918;0.03951;27.4300039855;1.547455562;0.1282736109
S30.PA;SELL;476.5;364;568;34.169277801;920120295.898344;0.043109998;30.9268874985;4.5719006497;0.4120806345
GLOG.BR;HOLD;473;448;479;6.6666668537;16606110.4657888;0.03541;29.5137163798;1.5587624253;0.2225913882
NDA.DE;HOLD;471;695.5;229;10.6926695484;1918515641.57134;0.05688;12.496746253;2.5473919575;-0.1643444229
WSU.DE;HOLD;470;757;167;36.4041604755;577091718;0.073520005;15.3378988068;1.1380797512;-0.2745712458
BB.PA;HOLD;468;821;96;18.6671961021;1120378394.39455;0.07742;12.5200928672;0;-0.3928713792
MONT.BR;HOLD;465.5;201;714;11.8144449177;1383775111.0112;0.03264;32.5227675858;7.397160341;1.4235352648
VIL.PA;HOLD;464;411.5;503;6.6424242655;103519069.040305;0.02806;7.6578456344;6.7268794513;0.2640379885
ACOMO.AS;HOLD;462;586;328;15.4311646131;439758772.976732;0.07915;23.2071175761;4.0880868881;-0.0326080172
METSB.HE;HOLD;462;355;559;22.9922279793;1579859535.25;0.05291;41.185924418;5.5244247189;0.390183184
CRI.PA;BUY;462;745;169;11.7662010532;301224788.685452;0.05638;5.3233550101;3.6441086873;-0.2696247984
PHIA.AS;HOLD;459;323;588;34.6073917098;40660734082.2856;0.03522;27.8508246602;4.3466540789;0.4860519447
MAR.LS;HOLD;459;544;367;1.935323376;6585901.06878096;0.02404;2.7791422337;3.1665469242;0.0129870009
ALWIT.PA;HOLD;459;380;531;17.1991250186;18680587.217319;0.07774;52.4983092284;6.1446293495;0.3178294717
SBT.PA;HOLD;457;505.5;404;26.5238103412;203176840.56169;0.05666;25.7858428127;3.7545851818;0.0588794686
METSA.HE;HOLD;455;356;551;22.9533669862;1577189289.00431;0.05291;41.1219914784;5.5244247189;0.371306525
CTH1V.HE;BUY;454;815.5;90;1.3507429086;13635957;0.26987061;5.109038;3.3;-0.4103738615
BITTI.HE;HOLD;453;470.5;432;33.0653262498;164073153.497601;0.0495559157;31.3293456321;3.0385241454;0.1084092248
SOP.PA;BUY;451.5;657;245;19.4764538194;2012857448.95926;0.03862;8.7495976634;2.5125689059;-0.1461692542
ALFPC.PA;HOLD;448;694;202;11.8459765222;71811298.8166809;0.0829;13.2516884698;3.8915088622;-0.195302773
LR.PA;BUY;447;438;455;29.0470729146;19529801537.3233;0.05647;24.4777897415;5.7744885935;0.1616248886
FAGR.BR;SELL;446;249;642;25.2788099362;1239625254.81963;0.07114;75.7428457359;17.5705876149;0.7010364714
AGFB.BR;HOLD;444;563.5;323;1.0808138027;556703894.440055;0.0134000005;1.2653329595;0.7710280374;-0.0360849996
VIV.PA;HOLD;442.5;416;469;16.4629386832;20231728561.1919;0.02716;14.6967350726;3.1321523897;0.1955818668
CAP.PA;HOLD;441;394;490;26.4030048608;17911730481;0.05016;20.9506936123;7.2560985454;0.2425874338
NTH.MC;HOLD;439.5;852;31;11.711409428;24110935.5408853;0.17274;4.5812680539;0.3855036986;-0.5444216774
NTG.PA;HOLD;439.5;857;26;8.6231888204;32600422.8475723;0.11753;2.2722661312;0.3636172472;-0.5718509069
HOMI.BR;HOLD;438;290.5;591;13.4948096886;NA;0.08681585;47.548586403;21.4958228687;0.4939045113
VAIAS.HE;BUY;436;197;683;36.4095514471;799208665.656509;0.091520004;924.5635860317;42.9206349206;0.9827919503
KER.PA;HOLD;433;240.5;630;33.8521142313;39588808605.0289;0.08161;144.5388286512;20.3832816243;0.6714490381
BRILL.AS;HOLD;430;762.5;102;14.8397979608;19767405.228447;0.047989998;7.3004308813;1.3447708697;-0.3852897969
DPW.DE;BUY;429;378;486;20.2732247259;40020246226.7151;0.04008;19.4363067091;5.791674101;0.2340877231
ENENTO.HE;SELL;428;220.5;643;35.9090913426;682108412.634295;0.03453;36.3890998681;6.7471131405;0.7114293473
CIE.MC;HOLD;426;529;330;14.9896475593;1032870718.78733;0.05254;13.7428294975;5.438234896;-0.0311166946
EVS.BR;HOLD;425;756;97;11.0789284509;198619278.076054;0.078379996;14.0165210193;1.6796594543;-0.3928316829
ABIO.PA;HOLD;423;134;717;26.8051123086;994080652.229221;0.042659998;65.1529871936;28.9286766826;1.434957967
MMT.PA;HOLD;422;674;176;7.1897438245;770740300.005257;0.082229994;17.2825246813;3.3339676499;-0.247845879
NEDSE.AS;HOLD;421;646;203;28.4000009298;2257075.87389797;0.01556;3.4729789161;0;-0.1944444996
TKA.VI;HOLD;420;571.5;277;10.9424083437;854289296.891232;0.05296;11.9113442861;5.7084401979;-0.1046441514
ACCB.BR;HOLD;418.5;339;509;7.2142859655;NA;0.041789997;19.8788195722;8.3306493878;0.2784809983
HNR1.DE;SELL;416;360.5;481;16.2663616724;7691428352;0.01212;10.252215174;2.0438654873;0.2246692958
ASY.PA;BUY;415;555;286;31.2135355893;162596344;0.02316;6.9636515492;1.7001788909;-0.0903912052
ACWN.DE;HOLD;413;662;178;5.5808309428;17610897.23489;0.02475;3.707958812;1.0050586206;-0.2474173702
