Name;ISIN;Symbol;Market;"Trading Currency";Open;High;Low;Last;"Last Date/Time";"Time Zone";Volume;Turnover
"DELTA PLUS GROUP";FR0013283108;DLTA;"Euronext Paris";EUR;57,40;58,20;57,20;57,60;"09/10/20 17:29";CET;767;44308,20
DERICHEBOURG;FR0000053381;DBG;"Euronext Paris";EUR;2,62;2,684;2,62;2,66;"09/10/20 17:35";CET;60176;157698,422
"DESIGN YOUR HOME";SE0007045380;MLDYH;"Euronext Access Paris";EUR;0,11;0,12;0,11;0,12;"27/11/18 16:44";CET;22581;2588,91
"DEUTSCHE TELEKOM";DE0005557508;DTEL;"Traded not listed Brussels";EUR;14,45;14,49;14,345;14,37;"09/10/20 15:56";CET;1450;20957,00
DEVERNOIS;FR0000060840;ALDEV;"Euronext Growth Paris";EUR;59,50;59,50;59,50;59,50;"18/07/19 11:30";CET;9;535,50
DEVOTEAM;FR0000073793;DVT;"Euronext Paris";EUR;97,50;97,70;97,50;97,70;"09/10/20 17:35";CET;6838;667699,60
DEXIA;BE0974290224;DEXB;"Euronext Expert Market";EUR;0,55;0,55;0,465;0,491;"29/11/19 17:35";CET;138661;70731,83
"DGB GROUP N.V.";NL0009169515;DGB;"Euronext Amsterdam";EUR;0,65;0,71;0,62;0,70;"09/10/20 17:07";CET;20152;13851,41
DIAGEO;GB0002374006;DGE;"Euronext Paris";EUR;30,02;30,02;30,02;30,02;"09/10/20 16:01";CET;15;450,30
"DIAGEO PLC";GB0002374006;GUI1;"Euronext Dublin";EUR;-;-;-;-;-;IST;-;-
"DIAGNOSTIC MEDICAL";FR0012202497;DGM;"Euronext Paris";EUR;1,54;1,69;1,51;1,66;"09/10/20 17:29";CET;133419;215304,785
"DIEGEM KENNEDYCERT";BE0003698124;DIEG;"Euronext Brussels";EUR;117,80;117,80;117,10;117,10;"08/10/20 16:30";CET;40;4698,00
"DIERK. ANTWERP.";BE0036367895;-;"Euronext Expert Market";EUR;96,50;96,50;96,50;96,50;"03/09/19 11:30";CET;2;193,00
"DIERKUNDE ANTW";BE0026342551;-;"Euronext Expert Market";EUR;246,00;246,00;246,00;246,00;"22/10/19 11:30";CET;5;1230,00
DIETSWELL;FR0010377127;ALDIE;"Euronext Growth Paris";EUR;1,14;1,14;1,10;1,11;"09/10/20 17:35";CET;91677;102227,425
"DISTRI-LAND CERT";BE0003605160;DISL;"Euronext Brussels";EUR;122,00;122,00;122,00;122,00;"18/09/20 13:03";CET;2;244,00
DNXCORP;FR0010436584;ALDNX;"Euronext Growth Paris";EUR;6,48;6,48;6,40;6,40;"09/10/20 16:28";CET;561;3616,80
"DOCK.PETR.AMBES AM";FR0000065260;DPAM;"Euronext Paris";EUR;348,00;348,00;348,00;348,00;"08/10/20 16:30";CET;38;13224,00
"DONEGAL INVESTMENT";IE00BLRPQQ22;DQ7A;"Euronext Growth Dublin";EUR;13,40;13,40;13,40;13,40;"08/10/20 18:36";IST;498;6673,20
DONTNOD;FR0013331212;ALDNE;"Euronext Growth Paris";EUR;14,50;14,65;14,35;14,50;"09/10/20 17:35";CET;5261;76137,50
"DPA GROUP";NL0009197771;DPA;"Euronext Amsterdam";EUR;1,115;1,14;1,115;1,135;"09/10/20 17:28";CET;19698;22040,20
"DRAPER ESPRIT PLC";GB00BY7QYJ50;GRW;"Euronext Growth Dublin";EUR;6,70;6,70;6,70;6,70;"09/10/20 13:13";IST;8;53,60
"DRONE VOLT";FR0013088606;ALDRV;"Euronext Growth Paris";EUR;0,31;0,315;0,285;0,293;"09/10/20 17:35";CET;12022262;3582667,006
"DSM KON";NL0000009827;DSM;"Euronext Amsterdam";EUR;144,95;145,90;143,05;145,00;"09/10/20 17:35";CET;262690;37823547,30
DYNAFOND;FR0000052920;MLDYN;"Euronext Access Paris";EUR;1,50;1,50;1,50;1,50;"10/07/20 11:30";CET;59;88,50
"DYNEX ENERGY SA";LU0881232630;MLDYX;"Euronext Access Paris";EUR;3,10;3,10;3,10;3,10;"23/06/20 11:30";CET;30;93,00
"E.ON SE";DE000ENAG999;EON;"Traded not listed Brussels";EUR;9,734;9,734;9,732;9,732;"09/10/20 13:55";CET;940;9148,76
"EASE2PAY NV";NL0000345627;EAS2P;"Euronext Amsterdam";EUR;0,854;0,878;0,854;0,86;"09/10/20 17:29";CET;800;690,60
"EASSON HOLDINGS";HK0000038783;MLEAS;"Euronext Access Paris";EUR;0,715;0,715;0,715;0,715;"03/02/20 11:30";CET;890;636,36
EASYVISTA;FR0010246322;ALEZV;"Euronext Growth Paris";EUR;69,60;70,00;69,60;70,00;"09/10/20 15:16";CET;4786;333637,60
"EAUX DE ROYAN";FR0007200100;MLEDR;"Euronext Access Paris";EUR;107,00;107,00;107,00;107,00;"09/10/20 16:30";CET;12;1284,00
EAVS;FR0010536185;MLEAV;"Euronext Access Paris";EUR;5,65;5,65;5,65;5,65;"06/08/20 16:30";CET;145;819,25
ECA;FR0010099515;ECASA;"Euronext Paris";EUR;23,20;23,20;22,70;22,80;"09/10/20 17:38";CET;667;15248,20
ECOLUTIONS;DE000A0XYM45;MLECO;"Euronext Access Paris";EUR;1,25;1,25;1,25;1,25;"21/12/16 15:00";CET;100;125,00
ECOMIAM;FR0013534617;ALECO;"Euronext Growth Paris";EUR;12,90;12,90;11,95;11,95;"09/10/20 17:35";CET;88791;1113229,00
"ECONOCOM GROUP";BE0974313455;ECONB;"Euronext Brussels";EUR;2,51;2,565;2,485;2,55;"09/10/20 17:35";CET;163891;414307,75
ECOSLOPS;FR0011490648;ALESA;"Euronext Growth Paris";EUR;9,08;9,16;8,88;9,16;"09/10/20 16:56";CET;5369;47976,68
EDENRED;FR0010908533;EDEN;"Euronext Paris";EUR;42,10;42,85;41,92;42,07;"09/10/20 17:35";CET;306308;12920088,68
EDF;FR0010242511;EDF;"Euronext Paris";EUR;10,12;10,30;10,075;10,245;"09/10/20 17:36";CET;4380889;44725208,78
EDILIZIACROBATICA;IT0005351504;ALEAC;"Euronext Growth Paris";EUR;5,58;5,58;5,58;5,58;"09/10/20 09:00";CET;1;5,58
"EDITIONS DU SIGNE";FR0000052755;MLEDS;"Euronext Access Paris";EUR;0,51;0,51;0,51;0,51;"02/09/20 11:30";CET;200;102,00
EDP;PTEDP0AM0009;EDP;"Euronext Lisbon";EUR;4,409;4,43;4,338;4,372;"09/10/20 21:36";BST;5612087;24505448,608
"EDP RENOVAVEIS";ES0127797019;EDPR;"Euronext Lisbon";EUR;15,52;15,58;14,98;15,14;"09/10/20 21:35";BST;253928;3853672,92
EDUNIVERSAL;FR0010439265;MLEDU;"Euronext Access Paris";EUR;8,42;8,42;8,42;8,42;"18/04/12 15:00";CET;850;7157,00
EGIDE;FR0000072373;GID;"Euronext Paris";EUR;0,934;0,99;0,882;0,946;"09/10/20 17:35";CET;144013;135732,89
EIFFAGE;FR0000130452;FGR;"Euronext Paris";EUR;73,98;74,50;72,50;72,62;"09/10/20 17:37";CET;242763;17702044,32
EKINOPS;FR0011466069;EKI;"Euronext Paris";EUR;6,48;6,57;6,29;6,34;"09/10/20 17:35";CET;67512;434617,38
ELEC.STRASBOURG;FR0000031023;ELEC;"Euronext Paris";EUR;119,00;121,50;118,00;121,00;"09/10/20 17:35";CET;2013;241436,50
"ELECT. MADAGASCAR";FR0000035719;EEM;"Euronext Paris";EUR;3,28;3,28;3,28;3,28;"03/02/20 16:30";CET;1034;3391,52
"ELIA GROUP";BE0003822393;ELI;"Euronext Brussels";EUR;91,50;91,90;89,50;89,80;"09/10/20 17:35";CET;56536;5103146,70
"ELIOR GROUP";FR0011950732;ELIOR;"Euronext Paris";EUR;4,05;4,114;3,954;3,962;"09/10/20 17:35";CET;395113;1592965,18
ELIS;FR0012435121;ELIS;"Euronext Paris";EUR;11,60;11,84;11,45;11,53;"09/10/20 17:35";CET;295543;3427702,91
"EMAKINA GROUP";BE0003843605;ALEMK;"Euronext Growth Brussels";EUR;9,60;9,60;9,60;9,60;"09/10/20 11:30";CET;40;384,00
"EMD MUSIC";BE0003849669;EMD;"Euronext Expert Market";EUR;1,30;1,30;1,30;1,30;"24/07/18 11:30";CET;600;780,00
"EMOVA GROUP";FR0013356755;ALEMV;"Euronext Growth Paris";EUR;0,958;0,994;0,958;0,964;"09/10/20 17:35";CET;17198;16770,216
"ENCRES DUBUIT";FR0004030708;ALDUB;"Euronext Growth Paris";EUR;3,58;3,58;3,42;3,56;"09/10/20 09:56";CET;402;1391,36
ENENSYS;FR0013330792;ALNN6;"Euronext Growth Paris";EUR;1,305;1,325;1,06;1,125;"09/10/20 17:35";CET;325551;375866,075
EES;FR0010945733;MLEES;"Euronext Access Paris";EUR;0,282;0,282;0,282;0,282;"06/08/20 16:30";CET;20;5,64
ENERGISME;FR0013399359;ALNRG;"Euronext Growth Paris";EUR;6,00;6,00;5,90;5,90;"09/10/20 16:57";CET;243;1446,54
ENERTIME;FR0011915339;ALENE;"Euronext Growth Paris";EUR;1,405;1,41;1,37;1,39;"09/10/20 17:35";CET;163171;226073,105
ENGIE;FR0010208488;ENGI;"Euronext Paris, Brussels";EUR;12,20;12,355;12,005;12,14;"09/10/20 17:37";CET;7457136;90974942,49
"ENGIE EPS";FR0012650166;EPS;"Euronext Paris";EUR;8,40;9,98;8,38;9,50;"09/10/20 17:35";CET;59916;556176,82
ENI;IT0003132476;ENI;"Traded not listed Brussels";EUR;6,92;7,00;6,80;6,80;"09/10/20 14:34";CET;985;6829,428
ENTREPARTICULIERS;FR0010424697;ALENT;"Euronext Growth Paris";EUR;0,715;0,715;0,715;0,715;"09/10/20 09:00";CET;1;0,715
ENTREPRENDRE;FR0000045122;ALENR;"Euronext Growth Paris";EUR;7,40;7,40;7,40;7,40;"08/07/20 11:30";CET;3;22,20
ECFC;BE0003783975;-;"Euronext Expert Market";EUR;4120,00;4120,00;4120,00;4120,00;"26/05/20 11:30";CET;1;4120,00
ENVEA;FR0010278762;ALTEV;"Euronext Growth Paris";EUR;109,50;110,00;109,50;110,00;"09/10/20 15:17";CET;3120;341960,50
ENVIPCO;NL0009901610;ENVI;"Euronext Amsterdam";EUR;7,20;7,25;7,20;7,25;"09/10/20 11:31";CET;599;4312,95
EO2;FR0010465534;ALEO2;"Euronext Growth Paris";EUR;3,70;3,82;3,66;3,82;"09/10/20 15:09";CET;3474;13042,20
"EOS IMAGING";FR0011191766;EOSI;"Euronext Paris";EUR;1,34;1,35;1,284;1,314;"09/10/20 17:35";CET;154564;203027,67
ERAMET;FR0000131757;ERA;"Euronext Paris";EUR;22,34;25,06;22,26;24,34;"09/10/20 17:35";CET;368638;8779262,72
"ERYTECH PHARMA";FR0011471135;ERYP;"Euronext Paris";EUR;4,84;4,895;4,68;4,895;"09/10/20 17:39";CET;49552;238573,07
"ESI GROUP";FR0004110310;ESI;"Euronext Paris";EUR;37,90;38,30;37,80;37,80;"09/10/20 17:35";CET;1011;38426,40
ESKER;FR0000035818;ALESK;"Euronext Growth Paris";EUR;151,00;151,00;147,00;147,20;"09/10/20 17:35";CET;3265;488160,10
ESPERITE;NL0009272137;ESP;"Euronext Amsterdam, Paris";EUR;0,035;0,036;0,0332;0,0342;"09/10/20 17:04";CET;2736218;94049,4622
ESSILORLUXOTTICA;FR0000121667;EL;"Euronext Paris";EUR;121,15;122,05;120,45;121,50;"09/10/20 17:39";CET;511118;61823916,45
ESSO;FR0000120669;ES;"Euronext Paris";EUR;9,90;10,70;9,64;10,00;"09/10/20 17:35";CET;23316;232692,71
"ESTORIL SOL N";PTESO0AM0000;ESON;"Euronext Lisbon";EUR;6,40;6,40;6,40;6,40;"08/10/20 18:33";BST;1;6,40
ETEX;BE0941244536;-;"Euronext Expert Market";EUR;13,20;13,20;13,20;13,20;"06/10/20 11:30";CET;1000;13200,00
"EUPEN FINANZ";BE0049483135;-;"Euronext Expert Market";EUR;151,10;151,10;151,10;151,10;"28/07/15 11:30";CET;348;52582,80
"EURASIA FONC INV";FR0000061475;EFI;"Euronext Paris";EUR;0,181;0,181;0,181;0,181;"05/10/20 16:30";CET;190;34,39
"EURASIA GROUPE";FR0010844001;ALEUA;"Euronext Growth Paris";EUR;7,20;7,20;7,20;7,20;"08/03/19 11:30";CET;20;144,00
EURAZEO;FR0000121121;RF;"Euronext Paris";EUR;47,10;47,42;46,38;46,56;"09/10/20 17:35";CET;74174;3460097,40
"EURO RESSOURCES";FR0000054678;EUR;"Euronext Paris";EUR;3,19;3,25;3,15;3,24;"09/10/20 15:55";CET;3779;12025,60
EUROBIO-SCIENTIFIC;FR0013240934;ALERS;"Euronext Growth Paris";EUR;14,95;15,75;14,80;15,55;"09/10/20 17:35";CET;216600;3319679,25
"EUROCASTLE INVEST.";GB00B94QM994;ECT;"Euronext Amsterdam";EUR;5,52;5,64;5,44;5,44;"09/10/20 16:08";CET;28392;155657,78
EUROCOMMERCIAL;NL0000288876;ECMPA;"Euronext Amsterdam, Brussels";EUR;11,02;11,28;10,86;10,92;"09/10/20 17:35";CET;151082;1659896,38
"EUROFINS CEREP";FR0013256518;ALECR;"Euronext Growth Paris";EUR;7400,00;7400,00;7400,00;7400,00;"25/09/20 11:30";CET;3;22200,00
"EUROFINS SCIENT.";FR0000038259;ERF;"Euronext Paris";EUR;704,20;707,00;699,60;702,60;"09/10/20 17:35";CET;21841;15340640,40
EUROGERM;FR0010452474;ALGEM;"Euronext Growth Paris";EUR;32,40;32,40;32,20;32,20;"09/10/20 11:23";CET;280;9016,20
"EUROLAND CORPORATE";FR0010157115;MLERO;"Euronext Access Paris";EUR;1,10;1,10;1,10;1,10;"06/10/20 11:30";CET;1930;2123,00
"EUROMEDIS GROUPE";FR0000075343;ALEMG;"Euronext Growth Paris";EUR;12,00;12,10;11,80;12,10;"09/10/20 17:35";CET;13948;167082,00
EURONAV;BE0003816338;EURN;"Euronext Brussels";EUR;7,60;7,885;7,60;7,69;"09/10/20 17:35";CET;598518;4642140,535
EURONEXT;NL0006294274;ENX;"Euronext Paris, Amsterdam, Brussels";EUR;103,60;104,50;94,80;98,00;"09/10/20 17:39";CET;301112;29621135,30
EURONEXT;NL0006294274;ENXP;"Euronext Lisbon";EUR;-;-;-;-;-;BST;-;-
EUROPACORP;FR0010490920;ECP;"Euronext Paris";EUR;0,731;0,80;0,73;0,76;"09/10/20 17:29";CET;217101;165402,715
"EUROPCAR MOBILITY";FR0012789949;EUCAR;"Euronext Paris";EUR;0,68;0,6845;0,6425;0,66;"09/10/20 17:35";CET;3057437;2015519,50
EUROPLASMA;FR0013514114;ALEUP;"Euronext Growth Paris";EUR;2,93;3,03;2,91;2,957;"09/10/20 17:35";CET;153546;452560,911
"EUROPLASMA BSC";FR0013294089;EURBU;"Euronext Growth Paris";EUR;0,0015;0,0025;0,0015;0,0025;"09/10/20 16:22";CET;285350;571,70
"EUTELSAT COMMUNIC.";FR0010221234;ETL;"Euronext Paris";EUR;8,344;8,372;8,222;8,222;"09/10/20 17:35";CET;746552;6166225,12
EVADIX;BE0003840577;ALEVA;"Euronext Growth Brussels";EUR;0,04;0,04;0,04;0,04;"04/06/20 11:30";CET;1000;40,00
EVERGREEN;FR0000035784;EGR;"Euronext Paris";EUR;0,90;0,90;0,90;0,90;"08/10/20 11:30";CET;1990;1791,00
EVERSET;FR0000044745;MLEVE;"Euronext Access Paris";EUR;0,0915;0,0915;0,0915;0,0915;"09/10/20 11:30";CET;110;10,065
EVOLIS;FR0004166197;ALTVO;"Euronext Growth Paris";EUR;29,00;30,00;29,00;30,00;"07/10/20 17:18";CET;17014;493487,80
"EVS BROADC.EQUIPM.";BE0003820371;EVS;"Euronext Brussels";EUR;13,98;14,24;13,70;13,74;"09/10/20 17:35";CET;20317;282057,12
"EXACOMPTA CLAIREF.";FR0000064164;EXAC;"Euronext Paris";EUR;94,00;96,00;94,00;96,00;"09/10/20 16:30";CET;118;11230,00
"EXEL INDUSTRIES";FR0004527638;EXE;"Euronext Paris";EUR;35,00;35,20;34,40;35,20;"09/10/20 16:49";CET;2230;78243,00
EXMAR;BE0003808251;EXM;"Euronext Brussels";EUR;2,105;2,14;2,105;2,14;"09/10/20 17:35";CET;28210;59842,635
EXPLOS.PROD.CHI.PF;FR0000037343;EPCP;"Euronext Paris";EUR;670,00;670,00;670,00;670,00;"07/10/20 11:30";CET;7;4690,00
"EXPLOSIFS PROD.CHI";FR0000039026;EXPL;"Euronext Paris";EUR;610,00;610,00;610,00;610,00;"09/10/20 16:40";CET;2;1220,00
FACEPHI;ES0105029005;ALPHI;"Euronext Growth Paris";EUR;5,76;5,76;5,76;5,76;"09/10/20 09:00";CET;1;5,76
FAGRON;BE0003874915;FAGR;"Euronext Brussels, Amsterdam";EUR;21,78;21,98;21,62;21,92;"09/10/20 17:35";CET;67183;1466239,30
FARMINVESTE;PTFNV1AM0002;MLFMV;"Euronext Access Lisbon";EUR;4,50;4,50;4,50;4,50;"11/09/20 15:30";BST;10;45,00
"FASHION B AIR";FR0004034593;ALFBA;"Euronext Growth Paris";EUR;0,38;0,38;0,38;0,38;"09/10/20 09:00";CET;300;114,00
FASTNED;NL0013654809;FAST;"Euronext Amsterdam";EUR;13,62;14,44;13,00;13,16;"09/10/20 17:35";CET;76430;1040101,96
FAURECIA;FR0000121147;EO;"Euronext Paris";EUR;39,48;39,62;38,11;38,40;"09/10/20 17:35";CET;444778;17126663,29
"FAUVET GIREL";FR0000063034;FAUV;"Euronext Paris";EUR;14,90;14,90;14,90;14,90;"09/10/20 16:30";CET;7;104,30
FAYENC.SARREGUEMI.;FR0000031973;FAYE;"Euronext Paris";EUR;33,00;33,00;33,00;33,00;"31/08/20 16:30";CET;1;33,00
"FBD HOLDINGS PLC";IE0003290289;EG7;"Euronext Dublin";EUR;6,10;6,26;6,06;6,26;"09/10/20 21:00";IST;16046;98256,28
FD;FR0012300424;MLFDV;"Euronext Access Paris";EUR;0,43;0,43;0,43;0,43;"07/10/20 16:30";CET;1000;430,00
FDJ;FR0013451333;FDJ;"Euronext Paris";EUR;31,96;32,91;31,87;32,88;"09/10/20 17:37";CET;164525;5378877,08
FENALU;PTFEN0AP0006;FEN;"Euronext Access Lisbon";EUR;0,04;0,04;0,04;0,04;"14/04/20 15:30";BST;11474;458,96
FERM.CAS.MUN.CANNE;FR0000062101;FCMC;"Euronext Paris";EUR;1080,00;1080,00;1080,00;1080,00;"24/09/20 11:30";CET;3;3240,00
FERMENTALG;FR0011271600;FALG;"Euronext Paris";EUR;1,374;1,374;1,304;1,32;"09/10/20 17:36";CET;201957;268322,198
FFP;FR0000064784;FFP;"Euronext Paris";EUR;75,40;76,50;74,00;74,00;"09/10/20 17:35";CET;5631;421935,80
"FIDUCIAL OFF.SOL.";FR0000061418;SACI;"Euronext Paris";EUR;28,20;28,20;28,20;28,20;"09/10/20 11:30";CET;1;28,20
"FIDUCIAL REAL EST.";FR0000060535;ORIA;"Euronext Paris";EUR;171,00;171,00;171,00;171,00;"09/10/20 11:30";CET;1;171,00
"FIGEAC AERO";FR0011665280;FGA;"Euronext Paris";EUR;3,10;3,10;3,03;3,03;"09/10/20 17:35";CET;17670;54050,685
FILAE;FR0010221069;ALFIL;"Euronext Growth Paris";EUR;9,95;9,95;9,95;9,95;"05/10/20 11:30";CET;30;298,50
FIMMOBEL;BE0945246784;-;"Euronext Expert Market";EUR;450,00;450,00;450,00;450,00;"04/12/18 11:30";CET;1;450,00
"FIN.ETANG BERRE";FR0000062341;BERR;"Euronext Paris";EUR;4,64;4,64;4,64;4,64;"29/09/20 11:30";CET;150;696,00
"FIN.ETANG BERRE PF";FR0000062507;EBPF;"Euronext Paris";EUR;93,00;93,00;93,00;93,00;"04/08/20 11:30";CET;10;930,00
FINASUCRE;BE0012544319;-;"Euronext Expert Market";EUR;4000,00;4000,00;4000,00;4000,00;"26/05/20 11:30";CET;4;16000,00
"FINANCIERE MARJOS";FR0000060824;FINM;"Euronext Paris";EUR;0,24;0,24;0,24;0,24;"05/10/20 16:32";CET;10000;2400,00
"FINANCIERE ODET";FR0000062234;ODET;"Euronext Paris";EUR;682,00;686,00;676,00;686,00;"09/10/20 17:35";CET;694;471960,00
"PB FINANCE";BE0003640514;-;"Euronext Expert Market";EUR;0,12;0,12;0,12;0,12;"24/11/15 11:30";CET;39981;4797,72
FINATIS;FR0000035123;FNTS;"Euronext Paris";EUR;18,90;18,90;18,90;18,90;"07/10/20 16:30";CET;7;132,30
FINAXO;FR0010487272;MLFXO;"Euronext Access Paris";EUR;4,70;4,70;4,70;4,70;"25/07/18 16:30";CET;1000;4700,00
FIPP;FR0000038184;FIPP;"Euronext Paris";EUR;0,224;0,236;0,218;0,236;"09/10/20 13:18";CET;47290;10797,164
"FIRST DERIVATIVES";GB0031477770;GYQ;"Euronext Growth Dublin";EUR;37,40;37,40;36,80;36,80;"06/10/20 18:07";IST;28;1038,80
FIRSTCAUTION;CH0120879058;MLFIR;"Euronext Access Paris";EUR;19,50;19,50;19,50;19,50;"16/09/20 12:46";CET;10;195,00
"FLEURY MICHON";FR0000074759;ALFLE;"Euronext Growth Paris";EUR;24,60;24,60;24,20;24,30;"09/10/20 13:16";CET;508;12365,50
FLEXDEAL;PTFXD0AM0018;FLEXD;"Euronext Lisbon";EUR;4,82;4,82;4,82;4,82;"28/04/20 21:35";BST;371;1788,22
"FLEXOS S.A.";BE0003885051;FLEX;"Euronext Access Brussels";EUR;1,99;1,99;1,99;1,99;"17/06/19 16:30";CET;50;99,50
FLORIDIENNE;BE0003215143;FLOB;"Euronext Brussels";EUR;226,50;226,50;225,05;225,05;"09/10/20 16:30";CET;31;6978,00
"FLOW TRADERS";NL0011279492;FLOW;"Euronext Amsterdam";EUR;31,46;31,68;31,26;31,52;"09/10/20 17:36";CET;165145;5191977,90
"FLUTTER ENTERTAIN";IE00BWT6H894;FLTR;"Euronext Dublin";EUR;139,70;143,20;139,00;143,20;"09/10/20 21:00";IST;81656;11586036,143
"FLUXYS BELGIUM D";BE0974265945;FLUX;"Euronext Brussels";EUR;29,90;30,40;29,60;29,70;"09/10/20 16:55";CET;4742;141834,20
"FNAC DARTY";FR0011476928;FNAC;"Euronext Paris";EUR;39,36;39,84;38,80;38,96;"09/10/20 17:35";CET;73503;2874428,34
"FNG NV";BE0974332646;FNG;"Euronext Brussels, Amsterdam";EUR;3,88;3,88;3,30;3,50;"08/05/20 17:35";CET;44989;156801,28
"FOCUS HOME INT";FR0012419307;ALFOC;"Euronext Growth Paris";EUR;41,00;42,00;40,20;41,50;"09/10/20 17:35";CET;6405;261832,00
"FONC VOLTA NV20";FR0013467438;SPENV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-
"FONCIERE 7 INVEST";FR0000065930;LEBL;"Euronext Paris";EUR;1,36;1,36;1,36;1,36;"07/10/20 11:30";CET;1;1,36
"FONCIERE ATLAND";FR0000064362;FATL;"Euronext Paris";EUR;147,00;147,00;145,00;145,00;"09/10/20 16:44";CET;43;6249,00
"FONC ATLAND BSA";FR0012951028;FATBS;"Euronext Paris";EUR;4,00;4,00;4,00;4,00;"10/02/20 09:00";CET;10;40,00
"FI BELGO-TUNISIENN";BE0011238830;-;"Euronext Expert Market";EUR;221,10;221,10;221,10;221,10;"07/07/15 11:30";CET;323;71415,30
"FONCIERE EURIS";FR0000038499;EURS;"Euronext Paris";EUR;7,80;7,80;7,80;7,80;"09/10/20 16:30";CET;30;234,00
"FONCIERE INEA";FR0010341032;INEA;"Euronext Paris";EUR;37,90;38,00;37,70;37,70;"09/10/20 17:29";CET;108;4088,50
"FONCIERE LYONNAISE";FR0000033409;FLY;"Euronext Paris";EUR;60,60;63,00;60,60;63,00;"09/10/20 17:35";CET;1584;99243,40
"FONC. PARIS NORD";FR0011277391;FPN;"Euronext Paris";EUR;0,0295;0,0295;0,0285;0,0285;"09/10/20 16:41";CET;3005;85,6475
"FONCIERE VINDI";FR0011605617;MLVIN;"Euronext Access Paris";EUR;2,02;2,20;2,02;2,20;"30/09/20 16:30";CET;102561;225173,22
"FONCIERE VOLTA";FR0000053944;SPEL;"Euronext Paris";EUR;6,60;6,60;6,60;6,60;"08/10/20 11:30";CET;1;6,60
OPPIDUM;BE0003704187;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-
"FOOT LOCKER";US3448491049;FOOTL;"Traded not listed Brussels";USD;-;-;-;-;-;CET;-;-
"FORESTIERE EQUAT.";CI0000053161;FORE;"Euronext Paris";EUR;685,00;685,00;685,00;685,00;"02/10/20 16:30";CET;34;23290,00
FORFARMERS;NL0011832811;FFARM;"Euronext Amsterdam";EUR;5,24;5,32;5,21;5,26;"09/10/20 17:35";CET;73956;389934,48
FOUNTAIN;BE0003752665;FOU;"Euronext Brussels";EUR;0,98;0,98;0,98;0,98;"08/10/20 16:30";CET;1;0,98
"FOUNTAINE PAJOT";FR0010485268;ALFPC;"Euronext Growth Paris";EUR;61,80;62,00;61,00;62,00;"09/10/20 17:17";CET;237;14569,40
FOYER;NSCEX0000018;-;"Euronext Expert Market";EUR;64,01;64,01;64,01;64,01;"08/03/16 11:30";CET;125;8001,25
"FRANCAISE ENERGIE";FR0013030152;LFDE;"Euronext Paris";EUR;15,50;15,80;15,15;15,80;"09/10/20 17:02";CET;11183;175258,80
"FRANCE SOIR GROUPE";FR0013222346;MLFSG;"Euronext Access Paris";EUR;0,009;0,009;0,0065;0,0065;"09/10/20 16:30";CET;15777;104,493
"FRANCE TOURISME";FR0010823724;MLFTI;"Euronext Access Paris";EUR;0,042;0,042;0,042;0,042;"08/10/20 11:30";CET;5;0,21
FREELANCE.COM;FR0004187367;ALFRE;"Euronext Growth Paris";EUR;4,05;4,09;4,02;4,02;"09/10/20 17:35";CET;14877;60193,65
FREY;FR0010588079;FREY;"Euronext Paris";EUR;31,40;31,40;31,40;31,40;"09/10/20 16:30";CET;150;4710,00
FUGRO;NL0000352565;FUR;"Euronext Amsterdam";EUR;3,568;3,61;3,506;3,506;"09/10/20 17:35";CET;956286;3384778,686
"FUT.CLUBE PORTO";PTFCP0AM0008;FCP;"Euronext Lisbon";EUR;0,73;0,73;0,73;0,73;"09/10/20 15:30";BST;214;156,22
G.A.I.;FR0000053415;MLGAI;"Euronext Access Paris";EUR;73,00;73,00;73,00;73,00;"23/01/20 12:50";CET;80;5840,00
GALAPAGOS;BE0003818359;GLPG;"Euronext Amsterdam, Brussels";EUR;120,45;123,85;119,20;123,75;"09/10/20 17:35";CET;377446;46182781,00
GALEO;FR0011100759;MLGAL;"Euronext Access Paris";EUR;0,88;0,88;0,88;0,88;"28/09/20 11:30";CET;40;35,20
GALIMMO;FR0000030611;GALIM;"Euronext Paris";EUR;16,70;16,80;16,70;16,80;"09/10/20 16:30";CET;4;67,10
"GALP ENERGIA-NOM";PTGAL0AM0009;GALP;"Euronext Lisbon";EUR;8,52;8,52;8,366;8,422;"09/10/20 21:35";BST;1489991;12548383,07
GASCOGNE;FR0000124414;ALBI;"Euronext Growth Paris";EUR;3,38;3,38;3,28;3,34;"09/10/20 17:35";CET;100;331,90
GAUMONT;FR0000034894;GAM;"Euronext Paris";EUR;101,00;101,00;99,20;99,80;"09/10/20 17:02";CET;255;25471,40
GAUSSIN;FR0013495298;ALGAU;"Euronext Growth Paris";EUR;6,35;6,50;5,80;6,106;"09/10/20 17:35";CET;2361309;14557117,867
"GAUSSIN BSAR";FR0011462803;GAUBS;"Euronext Growth Paris";EUR;0,56;0,70;0,55;0,59;"09/10/20 17:35";CET;96135;61049,78
GTT;FR0011726835;GTT;"Euronext Paris";EUR;82,55;84,85;82,45;84,20;"09/10/20 17:35";CET;50637;4249273,90
GBL;BE0003797140;GBLB;"Euronext Brussels";EUR;77,42;77,66;76,80;76,86;"09/10/20 17:35";CET;99476;7651388,00
