CompanyName;tickers;country;industry;ISIN;
MEDIGENE AG NA O.N.;MDG1.DE;DE;Pharma & Healthcare-Biotechnology;DE000A1X3W00;
MEDIOS AG  O.N.;ILM1.DE;DE;Pharma & Healthcare-Pharmatceuticals;DE000A1MMCC8;
MERCK KGAA O.N.;MRK.DE;DE;Pharma & Healthcare-Pharmatceuticals;DE0006599905;
METRO AG   ST O.N.;B4B.DE;DE;Retail-Retail; Multiline;DE000BFB0019
METRO AG   VZO O.N.;B4B3.DE;DE;Retail-Retail; Multiline;DE000BFB0027
MLP SE  INH. O.N.;MLP.DE;DE;Financial Services-Diversified Financial;DE0006569908;
MORPHOSYS AG O.N.;MOR.DE;DE;Pharma & Healthcare-Biotechnology;DE0006632003;
MTU AERO ENGINES NA O.N.;MTX.DE;DE;Industrial-Heavy Machinery;DE000A0D9PT0;
MUENCH.RUECKVERSICHERUNGS GESELLSCHAFT.VNA O.N.;MUV2.DE;DE;Insurance-Re-Insurance;DE0008430026;
MVV ENERGIE AG NA O.N.;MVV1.DE;DE;Utilities-Multi-Utilities;DE000A0H52F5;
NEMETSCHEK SE O.N.;NEM.DE;DE;Software-Software;DE0006452907;
NEW WORK SE  NA O.N.;NWO.DE;DE;Software-Internet;DE000NWRK013;
NEXUS AG O.N.;NXU.DE;DE;Software-Software;DE0005220909;
NFON AG  INH O.N.;NFN.DE;DE;Telecommunication-Wireless Telecommunication;DE000A0N4N52;
NORDEX SE O.N.;NDX1.DE;DE;Industrial-Renewable Energies;DE000A0D6554;
NORMA GROUP SE NA O.N.;NOEJ.DE;DE;Industrial-Industrial Products & Services;DE000A1H8BV3;
OHB SE   O.N.;OHB.DE;DE;Technology-Communications Technology;DE0005936124;
OSRAM LICHT AG NA O.N.;OSR.DE;DE;Industrial-Industrial; Diversified;DE000LED4000
OVB HOLDING AG;O4B.DE;DE;Financial Services-Diversified Financial;DE0006286560;
PAION O.N;PA8.DE;DE;Pharma & Healthcare-Biotechnology;DE000A0B65S3;
PARAGON KGAA  INH O.N.;PGN.DE;DE;Automobile-Auto Parts & Equipment;DE0005558696;
PATRIZIA AG NA ON;PAT.DE;DE;Financial Services-Real Estate;DE000PAT1AG3;
PFEIFFER VACUUM TECH.O.N.;PFV.DE;DE;Industrial-Advanced Industrial Equipment;DE0006916604;
PHARMASGP HOLDING SE O.N.;PSG.DE;DE;Pharma & Healthcare-Pharmaceuticals;DE000A2P4LJ5;
PNE AG  NA O.N.;PNE3.DE;DE;Industrial-Renewable Energies;DE000A0JBPG2;
PROCREDIT HOLDING AG NA EO 5;PCZ.DE;DE;Banks-Credit Banks;DE0006223407;
PROGRESS-WERK OBERKIRCH. O.N.;PWO.DE;DE;Automobile-Auto Parts & Equipment;DE0006968001;
PROSIEBENSAT.1  NA O.N.;PSM.DE;DE;Media-Broadcasting;DE000PSM7770;
PSI SOFTWARE AG NA O.N.;PSAN.DE;DE;Software-Software;DE000A0Z1JH9;
PUMA SE;PUM.DE;DE;Consumer-Clothing & Footwear;DE0006969603;
PVA TEPLA AG O.N.;TPE.DE;DE;Industrial -Advanced Industrial Equipment ;DE0007461006;
Q.BEYOND AG NA O.N.;QSC.DE;DE;Technology-Communications Technology;DE0005137004;
R. STAHL AG NA O.N.;RSL2.DE;DE;Industrial-Industrial Products & Services;DE000A1PHBB5;
RATIONAL AG;RAA.DE;DE;Industrial-Industrial Products & Services ;DE0007010803;
RHEINMETALL AG;RHM.DE;DE;Industrial-Industrial; Diversified;DE0007030009
RHOEN-KLINIKUM O.N.;RHK.DE;DE;Pharma & Healthcare-Health Care;DE0007042301;
RIB SOFTWARE SE  NA EO 1;RIB.DE;DE;Software-Software;DE000A0Z2XN6;
RWE AG   INH O.N.;RWE.DE;DE;Utilities-Multi-Utilities;DE0007037129;
SALZGITTER AG O.N.;SZG.DE;DE;Basic Resources-Steel & Other Metals;DE0006202005;
SAP SE O.N.;SAP.DE;DE;Software-Software;DE0007164600;
SARTORIUS AG O.N.;SRT.DE;DE;Pharma & Healthcare -Biotechnology;DE0007165607;
SARTORIUS AG VZO O.N.;SRT3.DE;DE;Pharma & Healthcare -Biotechnology;DE0007165631;
SCHAEFFLER AG INH. VZO;SHA.DE;DE;Automobile-Auto Parts & Equipment;DE000SHA0159;
SCHALTBAU HOLDING NA O.N;SLT.DE;DE;Industrial-Industrial Machinery;DE000A2NBTL2;
SCOUT24 AG NA O.N.;G24.DE;DE;Media-Advertising;DE000A12DM80;
SECUNET SECURITY AG O.N.;YSN.DE;DE;Software-IT-Services;DE0007276503;
SERVICEWARE SE  INH O.N.;SJJ.DE;DE;Software-Software;DE000A2G8X31;
SFC ENERGY AG;F3C.DE;DE;Industrial-Renewable Energies;DE0007568578;
SGL CARBON SE O.N.;SGL.DE;DE;Chemicals-Chemicals; Specialty;DE0007235301
SIEMENS AG  NA O.N.;SIE.DE;DE;Industrial-Industrial; Diversified;DE0007236101
SIEMENS ENERGY AG NA O.N.;ENR.DE;DE;Industrial-Industrial;DE000ENER6Y0;
SIEMENS HEALTH.AG NA O.N.;SHL.DE;DE;Pharma & Healthcare-Medical Technology;DE000SHL1006;
SILTRONIC AG NA O.N.;WAF.DE;DE;Technology-Semiconductors;DE000WAF3001;
SINGULUS TECHNOL. EO 1;SNG.DE;DE;Industrial-Advanced Industrial Equipment;DE000A1681X5;
SIXT LEASING O.N.;LNSX.DE;DE;Financial Services-Diversified Financial;DE000A0DPRE6;
SIXT SE ST O.N.;SIX2.DE;DE;Transportation & Logistics-Transportation Services;DE0007231326;
SIXT SE VZO O.N.;SIX3.DE;DE;Transportation & Logistics-Transportation Services;DE0007231334;
SLM SOLUTIONS GRP AG;AM3D.DE;DE;Industrial-Advanced Industrial Equipment;DE000A111338;
SMA SOLAR TECHNOL.AG;S92.DE;DE;Industrial-Renewable Energies;DE000A0DJ6J9;
SMT SCHARF AG;S4A.DE;DE;Industrial-Heavy Machinery;DE0005751986;
SNP SCHNEIDER-NEUREITHER O.N.;SHF.DE;DE;Software-IT-Services;DE0007203705;
SOFTING AG O.N.;SYT.DE;DE;Software-IT- Services;DE0005178008;
SOFTWARE AG  NA O.N.;SOW.DE;DE;Software-Software;DE000A2GS401;
STEMMER IMAGING AG INH ON;S9I.DE;DE;Software-IT-Services;DE000A2G9MZ9;
STRATEC SE  NA O.N.;SBS.DE;DE;Pharma & Healthcare-Medical Technology;DE000STRA555;
STROEER SE + CO. KGAA;SAX.DE;DE;Media-Advertising;DE0007493991;
SUEDZUCKER AG  O.N.;SZU.DE;DE;Food & Beverages-Food;DE0007297004;
SUESS MICROTEC SE NA O.N.;SMHN.DE;DE;Technology-Semiconductors;DE000A1K0235;
SURTECO GROUP SE INH O.N.;SUR.DE;DE;Basic Resources-Forest & Paper Products;DE0005176903;
SYMRISE AG INH. O.N.;SY1.DE;DE;Chemicals-Chemicals; Specialty;DE000SYM9999
SYZYGY AG O.N.;SYZ.DE;DE;Software-IT-Services;DE0005104806;
TAG IMMOBILIEN AG;TEG.DE;DE;Financial Services-Real Estate;DE0008303504;
TAKKT AG O.N.;TTK.DE;DE;Retail-Retail; Catalog;DE0007446007
TALANX AG NA O.N.;TLX.DE;DE;Insurance-Re-Insurance;DE000TLX1005;
TEAMVIEWER AG  INH O.N.;TMV.DE;DE;Software-Software;DE000A2YN900;
TECHNOTRANS SE NA O.N.;TTR1.DE;DE;Industrial-Advanced Industrial Equipment;DE000A0XYGA7;
TELE COLUMBUS AG NA O.N.;TC1.DE;DE;Media-Broadcasting;DE000TCAG172;
TELEFONICA DEUTSCHLAND HOLDING NA;O2D.DE;DE;Telecommunication-Wireless Communication;DE000A1J5RX9;
TELES AG INFORMATIONSTECHNOLOGIEN ON;TLIK.DE;DE;Software-Internet;DE000A289B07;
THYSSENKRUPP AG O.N.;TKA.DE;DE;Industrial-Industrial; Diversified;DE0007500001
TRATON SE   INH O.N.;8TRA.DE;DE;Industrial-Heavy Machinery;DE000TRAT0N7;
UNIPER SE  NA O.N.;UN01.DE;DE;Utilities-Multi-Utilities;DE000UNSE018;
UNITED INTERNET AG NA;UTDI.DE;DE;Software-Internet;DE0005089031;
UNITED LABELS O.N.;ULC.DE;DE;Retail-Retail; Specialty;DE0005489561
USU SOFTWARE AG;OSP2.DE;DE;Software-Software;DE000A0BVU28;
VA-Q-TEC AG NA O.N.;VQT.DE;DE;Industrial-Containers & Packaging;DE0006636681;
VARTA AG O.N.;VAR1.DE;DE;Industrial-Advanced Industrial Equipment;DE000A0TGJ55;
VERBIO VER.BIOENERGIE  ON;VBK.DE;DE;Industrial-Renewable Energies;DE000A0JL9W6;
VILLEROY + BOCH AG VZ;VIB3.DE;DE;Consumer-Household Appliances & Housewares;DE0007657231;
VISCOM AG O.N.;V6C.DE;DE;Industrial-Advanced Industrial Equipment;DE0007846867;
VITA 34 AG NA O.N.;V3V.DE;DE;Pharma & Healthcare-Healthcare;DE000A0BL849;
VOLKSWAGEN AG ST O.N.;VOW.DE;DE;Automobile-Automobile Manufacturers;DE0007664005;
VOLKSWAGEN AG VZO O.N.;VOW3.DE;DE;Automobile-Automobile Manufacturers;DE0007664039;
VOLTABOX AG  INH. O.N.;VBX.DE;DE;Industrial-Advanced Industrial Equipment;DE000A2E4LE9;
VONOVIA SE NA O.N.;VNA.DE;DE;Financial Services-Real Estate;DE000A1ML7J1;
VOSSLOH AG O.N.;VOS.DE;DE;Industrial-Industrial Products & Services;DE0007667107;
WACKER CHEMIE        O.N.;WCH.DE;DE;Chemicals-Chemicals; Specialty;DE000WCH8881
WACKER NEUSON SE NA O.N.;WAC.DE;DE;Industrial-Industrial Machinery;DE000WACK012;
WASHTEC AG O.N.;WSU.DE;DE;Industrial-Industrial Machinery;DE0007507501;
WESTWING GROUP  INH. O.N.;WEW.DE;DE;Retail-Retail; Internet;DE000A2N4H07
WINDELN.DE SE  INH O.N.;WDL.DE;DE;Retail-Retail; Internet;DE000WNDL201
WUESTENROT+WUERTTEMBERGISCHE AG O.N.;WUW.DE;DE;Banks-Mortgage Banks;DE0008051004;
YOC AG O.N.;YOC.DE;DE;Telecommunication-Telecommunication Services;DE0005932735;
ZALANDO SE;ZAL.DE;DE;Retail-Retail;Internet;DE000ZAL1111
ZEAL NETWORK SE NA O.N.;TIMA.DE;DE;Retail-Retail; Internet;DE000ZEAL241
ZOOPLUS AG;ZO1.DE;DE;Retail-Retail; Internet;DE0005111702
