Name;ISIN;Symbol;Market;"Trading Currency";Open;High;Low;Last;"Last Date/Time";"Time Zone";Volume;Turnover
"CRH PLC 5PCCumPref";IE0001827264;DD8A;"Euronext Dublin";EUR;-;-;-;-;-;IST;-;-
"CRH PLC 7PCCumPref";IE0001827603;DD8B;"Euronext Dublin";EUR;-;-;-;-;-;IST;-;-
"CRH PLC ord";IE0001827041;CRG;"Euronext Dublin";EUR;34.94;35.08;34.55;34.70;"29/12/20 21:01";IST;1057824;36774137.44
CROSSJECT;FR0011716265;ALCJ;"Euronext Growth Paris";EUR;3.25;3.365;3.205;3.23;"29/12/20 17:35";CET;181763;594699.16
CROSSWOOD;FR0000050395;CROS;"Euronext Paris";EUR;4.60;4.60;4.60;4.60;"28/12/20 16:30";CET;657;3022.20
"CS BRUX";BE0010566900;-;"Euronext Expert Market";EUR;60.40;60.40;60.40;60.40;"01/09/15 11:30";CET;272;16428.80
"CS GROUP.";FR0007317813;SX;"Euronext Paris";EUR;4.02;4.10;4.01;4.05;"29/12/20 17:01";CET;48023;192978.32
"CSAM Health Group";NO0010894512;CSAM;"Euronext Growth Oslo";NOK;100.00;100.00;98.88;98.89;"29/12/20 16:19";CET;12603;1257643.69
CTAC;NL0000345577;CTAC;"Euronext Amsterdam";EUR;2.87;3.00;2.87;2.94;"29/12/20 17:28";CET;43768;126874.52
"CTT CORREIOS PORT";PTCTT0AM0001;CTT;"Euronext Lisbon";EUR;2.41;2.42;2.365;2.375;"29/12/20 22:35";BST;288828;688284.65
CYBERGUN;FR0013505583;ALCYB;"Euronext Growth Paris";EUR;0.0021;0.0023;0.0021;0.0023;"29/12/20 17:35";CET;562535962;1248478.74
"CYBERGUN BSA 2";FR0013340817;CYBBT;"Euronext Growth Paris";EUR;0.003;0.003;0.003;0.003;"23/12/20 17:00";CET;250;0.75
"CYBERGUN BSA K1";FR0013507977;CYBK1;"Euronext Growth Paris";EUR;0.0214;0.0214;0.0214;0.0214;"23/12/20 09:00";CET;55000;1177.00
"CYBERGUN BSA K2A";FR0013507985;CYBKA;"Euronext Growth Paris";EUR;0.0125;0.0165;0.0086;0.0165;"28/12/20 16:18";CET;141200;1551.99
"CYBERGUN BSA K2B";FR0013508009;CYBKB;"Euronext Growth Paris";EUR;0.0022;0.0022;0.0022;0.0022;"28/12/20 14:42";CET;69600;153.12
CYVIZ;NO0010015175;CYVIZ;"Euronext Growth Oslo";NOK;40.00;40.50;36.49;39.50;"29/12/20 16:19";CET;37967;1494651.01
D'IETEREN;BE0974259880;DIE;"Euronext Brussels";EUR;67.20;69.00;67.20;68.20;"29/12/20 17:35";CET;44825;3052434.20
D.L.S.I.;FR0010404368;ALDLS;"Euronext Growth Paris";EUR;12.30;12.40;12.20;12.30;"29/12/20 17:02";CET;5122;62912.65
"D2L GROUP";FR0012336675;MLGEL;"Euronext Access Paris";EUR;5.15;5.15;5.15;5.15;"12/08/20 16:30";CET;24;123.60
"DALATA HOTEL GP.";IE00BJMZDW83;DHG;"Euronext Dublin";EUR;3.80;3.95;3.795;3.80;"29/12/20 21:00";IST;463349;1776922.59
DALET;FR0011026749;DLT;"Euronext Paris";EUR;13.40;13.40;13.40;13.40;"28/12/20 10:36";CET;627;8401.80
DAMARIS;FR0000077885;MLDAM;"Euronext Access Paris";EUR;6.00;6.00;6.00;6.00;"22/12/20 11:30";CET;70;420.00
DAMARTEX;FR0000185423;ALDAR;"Euronext Growth Paris";EUR;14.00;14.00;12.80;13.30;"29/12/20 17:25";CET;5864;79090.40
DANONE;FR0000120644;BN;"Euronext Paris";EUR;54.72;55.04;54.52;54.54;"29/12/20 17:36";CET;836547;45713475.92
"DASSAULT AVIATION";FR0000121725;AM;"Euronext Paris";EUR;899.50;908.00;891.50;907.50;"29/12/20 17:35";CET;2928;2646061.50
"DASSAULT SYSTEMES";FR0000130650;DSY;"Euronext Paris";EUR;168.30;168.40;166.30;166.85;"29/12/20 17:35";CET;150795;25210631.55
"DATALEX PLC";IE0000527006;DLE;"Euronext Dublin";EUR;0.491;0.55;0.491;0.54;"29/12/20 21:00";IST;16082;8728.29
DBT;FR0013066750;ALDBT;"Euronext Growth Paris";EUR;0.1465;0.148;0.145;0.145;"29/12/20 17:35";CET;3549646;519261.95
"DBV TECHNOLOGIES";FR0010417345;DBV;"Euronext Paris";EUR;4.20;4.262;4.076;4.12;"29/12/20 17:35";CET;840449;3506715.87
DECEUNINCK;BE0003789063;DECB;"Euronext Brussels";EUR;1.945;1.985;1.945;1.97;"29/12/20 17:35";CET;77166;151642.81
DEINOVE;FR0010879056;ALDEI;"Euronext Growth Paris";EUR;0.74;0.76;0.726;0.73;"29/12/20 17:35";CET;198335;145975.58
DELFINGEN;FR0000054132;ALDEL;"Euronext Growth Paris";EUR;32.00;35.00;32.00;33.50;"29/12/20 17:35";CET;7826;265884.00
"DELTA DRONE";FR0011522168;ALDR;"Euronext Growth Paris";EUR;0.024;0.0294;0.0236;0.025;"29/12/20 17:35";CET;105615986;2810759.75
"DELTA DRONE BSA";FR0013239977;ALDBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-
"DELTA DRONE BSA Y";FR0013400991;ALDBY;"Euronext Growth Paris";EUR;0.032;0.0385;0.032;0.0385;"29/12/20 12:58";CET;15501;594.63
"DELTA PLUS GROUP";FR0013283108;DLTA;"Euronext Paris";EUR;78.00;81.00;67.60;68.80;"29/12/20 17:35";CET;3795;262502.00
DERICHEBOURG;FR0000053381;DBG;"Euronext Paris";EUR;5.155;5.17;5.005;5.135;"29/12/20 17:35";CET;421354;2147043.30
"DESIGN YOUR HOME";SE0007045380;MLDYH;"Euronext Access Paris";EUR;0.11;0.12;0.11;0.12;"27/11/18 16:44";CET;22581;2588.91
"DEUTSCHE TELEKOM";DE0005557508;DTEL;"Traded not listed Brussels";EUR;15.20;15.20;15.20;15.20;"29/12/20 16:14";CET;1001;15215.20
DEVERNOIS;FR0000060840;ALDEV;"Euronext Growth Paris";EUR;38.40;38.40;38.40;38.40;"24/12/20 11:30";CET;40;1536.00
DEVOTEAM;FR0000073793;DVT;"Euronext Paris";EUR;101.20;103.60;91.10;94.80;"29/12/20 17:35";CET;40639;3885852.20
DEXIA;BE0974290224;DEXB;"Euronext Expert Market";EUR;0.30;0.30;0.30;0.30;"29/12/20 11:30";CET;1163;348.90
"DGB GROUP N.V.";NL0009169515;DGB;"Euronext Amsterdam";EUR;0.75;0.76;0.74;0.74;"29/12/20 17:27";CET;13290;10036.38
DIAGEO;GB0002374006;DGE;"Euronext Paris";EUR;32.505;33.60;31.14;33.275;"29/12/20 16:52";CET;362;11916.70
"DIAGEO PLC";GB0002374006;GUI1;"Euronext Dublin";EUR;-;-;-;-;-;IST;-;-
"DIAGNOSTIC MEDICAL";FR0012202497;DGM;"Euronext Paris";EUR;1.78;1.89;1.715;1.75;"29/12/20 17:35";CET;106744;193296.37
"DIEGEM KENNEDYCERT";BE0003698124;DIEG;"Euronext Brussels";EUR;118.00;118.22;118.00;118.22;"29/12/20 16:30";CET;59;6965.30
"DIERK. ANTWERP.";BE0036367895;-;"Euronext Expert Market";EUR;96.50;96.50;96.50;96.50;"03/09/19 11:30";CET;2;193.00
"DIERKUNDE ANTW";BE0026342551;-;"Euronext Expert Market";EUR;246.00;246.00;246.00;246.00;"22/10/19 11:30";CET;5;1230.00
"DISTRI-LAND CERT";BE0003605160;DISL;"Euronext Brussels";EUR;138.62;138.62;138.62;138.62;"15/12/20 16:30";CET;3;415.86
DNB;NO0010031479;DNB;"Oslo Børs";NOK;167.00;167.90;166.00;167.90;"29/12/20 16:25";CET;933854;156363704.65
DNO;NO0003921009;DNO;"Oslo Børs";NOK;7.00;7.06;6.858;6.92;"29/12/20 16:25";CET;4046722;28046522.17
DNXCORP;FR0010436584;ALDNX;"Euronext Growth Paris";EUR;7.92;8.30;7.82;8.18;"29/12/20 17:26";CET;2279;18295.52
"DOCK.PETR.AMBES AM";FR0000065260;DPAM;"Euronext Paris";EUR;362.00;366.00;362.00;366.00;"29/12/20 16:30";CET;9;3266.00
DOF;NO0010070063;DOF;"Oslo Børs";NOK;0.71;0.737;0.68;0.697;"29/12/20 16:29";CET;5525276;3938121.84
DOLFINES;FR0010377127;ALDOL;"Euronext Growth Paris";EUR;2.98;3.20;2.68;3.05;"29/12/20 17:37";CET;1843401;5465289.29
"DONEGAL INVESTMENT";IE00BLRPQQ22;DQ7A;"Euronext Growth Dublin";EUR;13.00;13.00;13.00;13.00;"21/12/20 13:27";IST;140;1820.00
DONTNOD;FR0013331212;ALDNE;"Euronext Growth Paris";EUR;16.70;16.75;16.65;16.65;"29/12/20 17:16";CET;1130;18842.25
"DPA GROUP";NL0009197771;DPA;"Euronext Amsterdam";EUR;1.38;1.38;1.335;1.38;"29/12/20 17:35";CET;36835;50444.50
"DRAPER ESPRIT PLC";GB00BY7QYJ50;GRW;"Euronext Growth Dublin";EUR;6.80;6.80;6.80;6.80;"24/12/20 15:02";IST;74;503.20
"DRONE VOLT";FR0013088606;ALDRV;"Euronext Growth Paris";EUR;0.281;0.306;0.274;0.278;"29/12/20 17:36";CET;11235221;3180084.01
DSC2;NL00150000S7;DSC2;"Euronext Amsterdam";EUR;11.41;11.53;11.41;11.50;"29/12/20 17:00";CET;11089;127522.93
"DSC2 TREAS SHARES";NL00150002R5;DSC2S;"Euronext Amsterdam";EUR;-;-;-;-;-;CET;-;-
"DSM KON";NL0000009827;DSM;"Euronext Amsterdam";EUR;142.55;143.60;142.30;142.90;"29/12/20 17:35";CET;173042;24749543.80
"DUTCH STAR C W11";NL00150000T5;DSCW1;"Euronext Amsterdam";EUR;0.60;0.60;0.50;0.60;"29/12/20 15:23";CET;5966;3464.75
"DUTCH STAR C W12";NL00150000U3;DSCW2;"Euronext Amsterdam";EUR;0.49;0.49;0.49;0.49;"29/12/20 14:54";CET;4633;2270.17
"DUTCH STAR C W13";NL00150000V1;DSCW3;"Euronext Amsterdam";EUR;0.821;0.821;0.821;0.821;"29/12/20 14:51";CET;4633;3803.69
DYNAFOND;FR0000052920;MLDYN;"Euronext Access Paris";EUR;1.70;1.70;1.70;1.70;"28/12/20 11:30";CET;520;884.00
"DYNEX ENERGY SA";LU0881232630;MLDYX;"Euronext Access Paris";EUR;2.54;2.54;2.54;2.54;"29/12/20 11:30";CET;100;254.00
"E.ON SE";DE000ENAG999;EON;"Traded not listed Brussels";EUR;9.20;9.40;9.20;9.40;"29/12/20 14:09";CET;663;6181.10
"EAM Solar";NO0010607781;EAM;"Euronext Expand Oslo";NOK;15.60;15.95;14.90;15.95;"29/12/20 16:26";CET;55703;855013.45
"EASE2PAY NV";NL0000345627;EAS2P;"Euronext Amsterdam";EUR;1.03;1.03;1.01;1.03;"29/12/20 17:26";CET;17187;17487.18
"EASSON HOLDINGS";HK0000038783;MLEAS;"Euronext Access Paris";EUR;0.715;0.715;0.715;0.715;"03/02/20 11:30";CET;890;636.36
EASYVISTA;FR0010246322;ALEZV;"Euronext Growth Paris";EUR;70.00;70.00;70.00;70.00;"29/12/20 16:57";CET;37324;2612680.00
"EAUX DE ROYAN";FR0007200100;MLEDR;"Euronext Access Paris";EUR;107.00;107.00;107.00;107.00;"29/12/20 11:30";CET;15;1605.00
EAVS;FR0010536185;MLEAV;"Euronext Access Paris";EUR;9.55;9.55;9.55;9.55;"24/12/20 11:30";CET;2;19.10
ECA;FR0010099515;ECASA;"Euronext Paris";EUR;22.10;22.30;21.50;21.90;"29/12/20 17:29";CET;2937;64381.50
ECFC;BE0003783975;-;"Euronext Expert Market";EUR;4120.00;4120.00;4120.00;4120.00;"26/05/20 11:30";CET;1;4120.00
ECOLUTIONS;DE000A0XYM45;MLECO;"Euronext Access Paris";EUR;1.25;1.25;1.25;1.25;"21/12/16 15:00";CET;100;125.00
ECOMIAM;FR0013534617;ALECO;"Euronext Growth Paris";EUR;15.00;15.20;15.00;15.10;"29/12/20 17:35";CET;4851;73299.15
"ECONOCOM GROUP";BE0974313455;ECONB;"Euronext Brussels";EUR;2.53;2.53;2.465;2.495;"29/12/20 17:35";CET;186903;464297.11
ECOSLOPS;FR0011490648;ALESA;"Euronext Growth Paris";EUR;11.20;11.40;11.05;11.40;"29/12/20 15:25";CET;3172;35685.70
EDENRED;FR0010908533;EDEN;"Euronext Paris";EUR;47.40;47.97;47.35;47.78;"29/12/20 17:35";CET;243179;11623898.33
EDF;FR0010242511;EDF;"Euronext Paris";EUR;12.84;12.975;12.785;12.84;"29/12/20 17:35";CET;1523172;19582483.50
EDILIZIACROBATICA;IT0005351504;ALEAC;"Euronext Growth Paris";EUR;5.20;5.30;5.20;5.30;"29/12/20 09:14";CET;301;1595.20
"EDITIONS DU SIGNE";FR0000052755;MLEDS;"Euronext Access Paris";EUR;0.605;0.605;0.605;0.605;"22/12/20 16:30";CET;80;48.43
EDP;PTEDP0AM0009;EDP;"Euronext Lisbon";EUR;5.28;5.324;5.244;5.256;"29/12/20 22:35";BST;6304632;33199825.15
"EDP RENOVAVEIS";ES0127797019;EDPR;"Euronext Lisbon";EUR;23.10;23.40;22.85;23.00;"29/12/20 22:35";BST;436792;10069866.60
EDUNIVERSAL;FR0010439265;MLEDU;"Euronext Access Paris";EUR;8.42;8.42;8.42;8.42;"18/04/12 15:00";CET;850;7157.00
EES;FR0010945733;MLEES;"Euronext Access Paris";EUR;0.282;0.282;0.282;0.282;"06/08/20 16:30";CET;20;5.64
EGIDE;FR0000072373;GID;"Euronext Paris";EUR;1.25;1.255;1.13;1.18;"29/12/20 17:35";CET;211104;250866.60
"Eidesvik Offshore";NO0010263023;EIOF;"Oslo Børs";NOK;3.06;3.06;2.98;2.98;"29/12/20 16:05";CET;222189;667499.68
EIFFAGE;FR0000130452;FGR;"Euronext Paris";EUR;80.00;80.44;79.30;79.74;"29/12/20 17:35";CET;126674;10102826.62
EKINOPS;FR0011466069;EKI;"Euronext Paris";EUR;6.68;6.79;6.68;6.71;"29/12/20 17:35";CET;41887;281788.18
ELEC.STRASBOURG;FR0000031023;ELEC;"Euronext Paris";EUR;118.00;118.00;117.50;117.50;"29/12/20 17:09";CET;302;35509.50
"ELECT. MADAGASCAR";FR0000035719;EEM;"Euronext Paris";EUR;3.28;3.28;3.28;3.28;"03/02/20 16:30";CET;1034;3391.52
"Electromagnet Geo";NO0010358484;EMGS;"Oslo Børs";NOK;1.30;1.30;1.21;1.26;"29/12/20 16:11";CET;350526;437900.33
ELEKTROIMPORTØREN;NO0010911902;ELIMP;"Euronext Growth Oslo";NOK;56.49;58.00;50.40;58.00;"29/12/20 16:25";CET;61824;3335651.86
Element;NO0003055808;ELE;"Oslo Børs";NOK;7.00;7.29;6.52;6.65;"29/12/20 16:27";CET;1463694;10054477.62
"ELIA GROUP";BE0003822393;ELI;"Euronext Brussels";EUR;98.00;99.20;97.60;98.60;"29/12/20 17:35";CET;58331;5748801.00
"ELIOR GROUP";FR0011950732;ELIOR;"Euronext Paris";EUR;5.63;5.715;5.53;5.56;"29/12/20 17:35";CET;491203;2754766.68
ELIS;FR0012435121;ELIS;"Euronext Paris";EUR;13.30;13.63;13.30;13.44;"29/12/20 17:35";CET;174147;2350485.48
Elkem;NO0010816093;ELK;"Oslo Børs";NOK;28.36;28.96;28.28;28.50;"29/12/20 16:33";CET;2556756;72901452.52
"Elliptic Laborator";NO0010722283;ELABS;"Euronext Growth Oslo";NOK;127.00;127.00;117.00;125.00;"29/12/20 16:25";CET;22656;2783092.80
ELOP;NO0010864036;ELOP;"Euronext Growth Oslo";NOK;7.80;7.80;7.45;7.49;"29/12/20 16:25";CET;227695;1726356.47
"EMAKINA GROUP";BE0003843605;ALEMK;"Euronext Growth Brussels";EUR;11.20;11.20;11.20;11.20;"29/12/20 16:30";CET;8;89.60
"EMD MUSIC";BE0003849669;EMD;"Euronext Expert Market";EUR;1.30;1.30;1.30;1.30;"24/07/18 11:30";CET;600;780.00
"EMOVA GROUP";FR0013356755;ALEMV;"Euronext Growth Paris";EUR;1.05;1.05;1.01;1.01;"29/12/20 16:10";CET;28296;29201.39
EMULATION;BE0024644065;-;"Euronext Expert Market";EUR;253.34;253.34;253.34;253.34;"19/09/17 11:30";CET;5;1266.70
"ENCRES DUBUIT";FR0004030708;ALDUB;"Euronext Growth Paris";EUR;3.90;3.98;3.90;3.98;"29/12/20 13:08";CET;251;997.90
Endúr;NO0010379779;ENDUR;"Oslo Børs";NOK;1.23;1.245;1.20;1.21;"29/12/20 16:25";CET;4039052;4936950.58
ENENSYS;FR0013330792;ALNN6;"Euronext Growth Paris";EUR;1.055;1.08;0.974;1.05;"03/11/20 17:35";CET;49208;51864.34
ENERGISME;FR0013399359;ALNRG;"Euronext Growth Paris";EUR;5.98;5.98;5.84;5.98;"29/12/20 17:01";CET;414;2442.22
ENERTIME;FR0011915339;ALENE;"Euronext Growth Paris";EUR;3.93;4.15;3.76;3.92;"29/12/20 17:35";CET;536391;2114725.92
ENGIE;FR0010208488;ENGI;"Euronext Paris, Brussels";EUR;12.92;12.94;12.73;12.755;"29/12/20 17:35";CET;2846824;36429995.80
"ENGIE EPS";FR0012650166;EPS;"Euronext Paris";EUR;13.50;13.50;13.10;13.20;"29/12/20 17:29";CET;9030;119628.95
ENI;IT0003132476;ENI;"Traded not listed Brussels";EUR;8.87;8.87;8.407;8.407;"29/12/20 16:32";CET;320;2699.50
Entra;NO0010716418;ENTRA;"Oslo Børs";NOK;194.00;196.80;194.00;194.50;"29/12/20 16:25";CET;257565;50307368.90
ENTREPARTICULIERS;FR0010424697;ALENT;"Euronext Growth Paris";EUR;0.735;0.80;0.67;0.73;"29/12/20 11:42";CET;4682;3571.28
ENTREPRENDRE;FR0000045122;ALENR;"Euronext Growth Paris";EUR;6.00;6.00;6.00;6.00;"24/12/20 11:30";CET;90;540.00
ENVEA;FR0010278762;ALTEV;"Euronext Growth Paris";EUR;108.50;110.00;108.00;110.00;"29/12/20 17:35";CET;213;23122.00
ENVIPCO;NL0009901610;ENVI;"Euronext Amsterdam";EUR;11.30;11.30;10.30;10.30;"29/12/20 11:28";CET;1053;11273.40
EO2;FR0010465534;ALEO2;"Euronext Growth Paris";EUR;4.85;4.98;4.72;4.81;"29/12/20 17:28";CET;29187;142158.05
"EOS IMAGING";FR0011191766;EOSI;"Euronext Paris";EUR;2.30;2.31;2.285;2.30;"29/12/20 17:35";CET;137876;316307.26
"Epic Gas";VGG3175Q1081;EPIC;"Euronext Growth Oslo";NOK;17.90;17.90;16.30;16.30;"29/12/20 12:05";CET;1115;18541.10
Equinor;NO0010096985;EQNR;"Oslo Børs";NOK;143.85;146.10;142.65;145.25;"29/12/20 16:25";CET;1952580;282906231.55
ERAMET;FR0000131757;ERA;"Euronext Paris";EUR;41.44;42.39;40.87;41.00;"29/12/20 17:39";CET;69895;2895075.72
"ERYTECH PHARMA";FR0011471135;ERYP;"Euronext Paris";EUR;7.39;7.47;7.14;7.26;"29/12/20 17:35";CET;81086;589272.87
"ESI GROUP";FR0004110310;ESI;"Euronext Paris";EUR;44.70;45.20;43.90;45.20;"29/12/20 17:35";CET;1625;72990.00
ESKER;FR0000035818;ALESK;"Euronext Growth Paris";EUR;177.00;180.40;176.20;179.80;"29/12/20 17:35";CET;8168;1463728.20
ESPERITE;NL0009272137;ESP;"Euronext Amsterdam, Paris";EUR;0.0448;0.046;0.0442;0.0448;"29/12/20 17:28";CET;540210;24284.52
ESSILORLUXOTTICA;FR0000121667;EL;"Euronext Paris";EUR;128.65;129.90;128.50;129.15;"29/12/20 17:35";CET;288705;37300102.60
ESSO;FR0000120669;ES;"Euronext Paris";EUR;12.60;12.80;12.30;12.70;"29/12/20 17:36";CET;23940;302446.85
"ESTORIL SOL N";PTESO0AM0000;ESON;"Euronext Lisbon";EUR;5.40;5.40;5.00;5.00;"29/12/20 21:30";BST;382;2060.00
ETEX;BE0941244536;-;"Euronext Expert Market";EUR;14.30;14.30;14.30;14.30;"29/12/20 11:30";CET;5522;78964.60
"EUPEN FINANZ";BE0049483135;-;"Euronext Expert Market";EUR;151.10;151.10;151.10;151.10;"28/07/15 11:30";CET;348;52582.80
"EURASIA FONC INV";FR0000061475;EFI;"Euronext Paris";EUR;0.33;0.33;0.33;0.33;"28/12/20 11:30";CET;42;13.86
"EURASIA GROUPE";FR0010844001;ALEUA;"Euronext Growth Paris";EUR;7.20;7.20;7.20;7.20;"08/03/19 11:30";CET;20;144.00
EURAZEO;FR0000121121;RF;"Euronext Paris";EUR;56.50;57.05;56.00;56.40;"29/12/20 17:35";CET;59362;3353561.50
"EURO RESSOURCES";FR0000054678;EUR;"Euronext Paris";EUR;3.02;3.05;3.02;3.02;"29/12/20 17:29";CET;1986;6015.98
EUROBIO-SCIENTIFIC;FR0013240934;ALERS;"Euronext Growth Paris";EUR;16.90;17.00;16.20;16.80;"29/12/20 17:35";CET;77096;1274621.25
"EUROCASTLE INVEST.";GB00B94QM994;ECT;"Euronext Amsterdam";EUR;5.80;5.84;5.80;5.84;"29/12/20 17:29";CET;574;3352.12
EUROCOMMERCIAL;NL0000288876;ECMPA;"Euronext Amsterdam, Brussels";EUR;15.50;16.00;15.40;15.76;"29/12/20 17:35";CET;218724;3454102.38
"EUROFINS CEREP";FR0013256518;ALECR;"Euronext Growth Paris";EUR;15100.00;15100.00;14300.00;14300.00;"29/12/20 16:30";CET;3;44500.00
"EUROFINS SCIENT.";FR0014000MR3;ERF;"Euronext Paris";EUR;69.88;70.89;69.62;70.50;"29/12/20 17:35";CET;143417;10081968.44
EUROGERM;FR0010452474;ALGEM;"Euronext Growth Paris";EUR;34.00;34.20;34.00;34.20;"29/12/20 13:12";CET;656;22375.00
"EUROLAND CORPORATE";FR0010157115;MLERO;"Euronext Access Paris";EUR;1.20;1.20;1.20;1.20;"29/12/20 11:30";CET;90;108.00
"EUROMEDIS GROUPE";FR0000075343;ALEMG;"Euronext Growth Paris";EUR;13.40;13.70;13.20;13.50;"29/12/20 17:35";CET;12551;167574.60
EURONAV;BE0003816338;EURN;"Euronext Brussels";EUR;6.58;6.69;6.49;6.52;"29/12/20 17:35";CET;720795;4723960.22
EURONEXT;NL0006294274;ENX;"Euronext Paris, Amsterdam, Brussels";EUR;91.30;93.15;91.25;92.50;"29/12/20 17:35";CET;59364;5492478.95
EURONEXT;NL0006294274;ENXP;"Euronext Lisbon";EUR;-;-;-;-;-;BST;-;-
EUROPACORP;FR0010490920;ECP;"Euronext Paris";EUR;0.82;0.825;0.805;0.817;"29/12/20 16:57";CET;42269;34407.36
"EUROPCAR MOBILITY";FR0012789949;EUCAR;"Euronext Paris";EUR;0.801;0.817;0.763;0.779;"29/12/20 17:35";CET;2224334;1744810.00
EUROPLASMA;FR0013514114;ALEUP;"Euronext Growth Paris";EUR;2.40;2.40;2.22;2.24;"29/12/20 17:35";CET;510939;1159097.00
"EUROPLASMA BSC";FR0013294089;EURBU;"Euronext Growth Paris";EUR;0.002;0.0025;0.002;0.0025;"29/12/20 17:35";CET;718138;1436.27
Europris;NO0010735343;EPR;"Oslo Børs";NOK;51.60;52.30;51.20;51.45;"29/12/20 16:28";CET;169169;8750984.80
"EUTELSAT COMMUNIC.";FR0010221234;ETL;"Euronext Paris";EUR;9.536;9.644;9.48;9.516;"29/12/20 17:35";CET;527956;5032115.67
EVADIX;BE0003840577;ALEVA;"Euronext Growth Brussels";EUR;0.08;0.08;0.08;0.08;"29/12/20 11:30";CET;4000;320.00
Everfuel;DK0061414711;EFUEL;"Euronext Growth Oslo";NOK;131.00;142.98;124.00;134.88;"29/12/20 16:27";CET;496481;66498908.44
EVERGREEN;FR0000035784;EGR;"Euronext Paris";EUR;1.10;1.10;1.10;1.10;"29/12/20 11:30";CET;50;55.00
EVERSET;FR0000044745;MLEVE;"Euronext Access Paris";EUR;0.05;0.05;0.05;0.05;"29/12/20 11:30";CET;1;0.05
EVOLIS;FR0004166197;ALTVO;"Euronext Growth Paris";EUR;29.00;30.00;29.00;30.00;"29/12/20 11:29";CET;81;2392.80
"EVS BROADC.EQUIPM.";BE0003820371;EVS;"Euronext Brussels";EUR;16.60;16.80;16.34;16.52;"29/12/20 17:35";CET;35575;590743.84
"EXACOMPTA CLAIREF.";FR0000064164;EXAC;"Euronext Paris";EUR;95.00;95.00;95.00;95.00;"29/12/20 16:30";CET;84;7980.00
"EXACT Therapeutics";NO0010852213;EXTX;"Euronext Growth Oslo";NOK;27.00;29.00;27.00;28.00;"28/12/20 14:35";CET;2625;72275.00
"EXEL INDUSTRIES";FR0004527638;EXE;"Euronext Paris";EUR;55.20;57.00;55.20;56.80;"29/12/20 17:29";CET;595;33467.40
EXMAR;BE0003808251;EXM;"Euronext Brussels";EUR;2.86;2.86;2.825;2.85;"29/12/20 17:35";CET;32341;91985.49
EXPLOS.PROD.CHI.PF;FR0000037343;EPCP;"Euronext Paris";EUR;660.00;660.00;660.00;660.00;"22/12/20 17:25";CET;16;10560.00
"EXPLOSIFS PROD.CHI";FR0000039026;EXPL;"Euronext Paris";EUR;500.00;500.00;500.00;500.00;"28/12/20 11:38";CET;11;5500.00
FACEPHI;ES0105029005;ALPHI;"Euronext Growth Paris";EUR;5.62;5.62;5.14;5.18;"29/12/20 17:10";CET;1709;8785.54
FAGRON;BE0003874915;FAGR;"Euronext Brussels, Amsterdam";EUR;19.08;19.29;18.97;19.14;"29/12/20 17:35";CET;56308;1074271.02
FARMINVESTE;PTFNV1AM0002;MLFMV;"Euronext Access Lisbon";EUR;4.00;4.00;4.00;4.00;"29/12/20 21:30";BST;20;80.00
"FASHION B AIR";FR0004034593;ALFBA;"Euronext Growth Paris";EUR;0.322;0.348;0.322;0.348;"29/12/20 10:40";CET;46753;16259.37
FASTNED;NL0013654809;FAST;"Euronext Amsterdam";EUR;48.95;50.60;44.10;46.30;"29/12/20 17:35";CET;92618;4357425.15
FAURECIA;FR0000121147;EO;"Euronext Paris";EUR;42.04;42.42;41.72;41.84;"29/12/20 17:35";CET;214574;9005806.21
"FAUVET GIREL";FR0000063034;FAUV;"Euronext Paris";EUR;14.50;14.50;14.50;14.50;"23/12/20 11:30";CET;20;290.00
FAYENC.SARREGUEMI.;FR0000031973;FAYE;"Euronext Paris";EUR;33.00;33.00;33.00;33.00;"31/08/20 16:30";CET;1;33.00
"FBD HOLDINGS PLC";IE0003290289;EG7;"Euronext Dublin";EUR;7.50;7.50;7.22;7.40;"29/12/20 21:08";IST;4940;36683.52
FD;FR0012300424;MLFDV;"Euronext Access Paris";EUR;0.84;0.84;0.84;0.84;"28/12/20 16:30";CET;20;16.80
FDJ;FR0013451333;FDJ;"Euronext Paris";EUR;36.49;36.95;36.38;36.57;"29/12/20 17:35";CET;127696;4683201.16
FERM.CAS.MUN.CANNE;FR0000062101;FCMC;"Euronext Paris";EUR;1170.00;1180.00;1170.00;1180.00;"28/12/20 16:30";CET;57;66700.00
FERMENTALG;FR0011271600;FALG;"Euronext Paris";EUR;1.55;1.55;1.45;1.472;"29/12/20 17:35";CET;164506;245008.08
FFP;FR0000064784;FFP;"Euronext Paris";EUR;95.60;95.90;93.70;94.40;"29/12/20 17:35";CET;6291;594558.40
"FI BELGO-TUNISIENN";BE0011238830;-;"Euronext Expert Market";EUR;221.10;221.10;221.10;221.10;"07/07/15 11:30";CET;323;71415.30
"FIDUCIAL OFF.SOL.";FR0000061418;SACI;"Euronext Paris";EUR;28.20;28.20;28.20;28.20;"29/12/20 11:30";CET;1;28.20
"FIDUCIAL REAL EST.";FR0000060535;ORIA;"Euronext Paris";EUR;165.00;165.00;165.00;165.00;"29/12/20 11:30";CET;5;825.00
"FIGEAC AERO";FR0011665280;FGA;"Euronext Paris";EUR;4.23;4.39;4.23;4.39;"29/12/20 17:35";CET;28142;122007.63
