Name,ISIN,Symbol,Market,Trading Currency,Open,High,Low,Last,Last Date/Time,Time Zone,Volume,Turnover
VGP,BE0003878957,VGP,Euronext Brussels,EUR,114.6,114.6,113.6,114.2,10.07.2020 17:35,CET,2612,298464.2
VIALIFE,FR0010326090,ALVIA,Euronext Growth Paris,EUR,10,10,10,10,09.07.2020 16:30,CET,141,1410
VICAT,FR0000031775,VCT,Euronext Paris,EUR,26.55,27.4,26.5,27.2,10.07.2020 17:35,CET,38734,1047472.85
VIDELIO,FR0000066680,VDLO,Euronext Paris,EUR,1.76,1.79,1.76,1.79,10.07.2020 17:29,CET,410,732.62
VIEL ET COMPAGNIE,FR0000050049,VIL,Euronext Paris,EUR,4.89,4.9,4.85,4.9,10.07.2020 16:17,CET,364,1772.09
VILMORIN & CIE,FR0000052516,RIN,Euronext Paris,EUR,44.7,45,43.55,44.7,10.07.2020 17:35,CET,8256,367096.9
VINCI,FR0000125486,DG,Euronext Paris,EUR,79.5,80.5,79.04,80.5,10.07.2020 17:35,CET,1159064,92806397.84
VIOHALCO,BE0974271034,VIO,Euronext Brussels,EUR,2.29,2.3,2.29,2.3,10.07.2020 14:42,CET,275,632.45
VIRBAC,FR0000031577,VIRP,Euronext Paris,EUR,198.2,201,196,197.2,10.07.2020 17:36,CET,6172,1224545.6
VISIATIV,FR0004029478,ALVIV,Euronext Growth Paris,EUR,17.38,17.44,17.36,17.38,10.07.2020 17:35,CET,686,11933.2
VISIO NERF,FR0010033480,MLVIS,Euronext Access Paris,EUR,1.21,1.21,1.21,1.21,10.07.2020 13:53,CET,400,484
VISIODENT,FR0000065765,SDT,Euronext Paris,EUR,2.38,2.38,2.38,2.38,07.07.2020 11:31,CET,450,1071
VISIOMED BSA18T2.3,FR0013365277,VMGBW,Euronext Growth Paris,EUR,-,-,-,-,-,CET,-,-
VISIOMED BSA18T2.4,FR0013372471,VMGBX,Euronext Growth Paris,EUR,-,-,-,-,-,CET,-,-
VISIOMED BSA2018-1,FR0013322724,VMGBS,Euronext Growth Paris,EUR,0.007,0.008,0.0065,0.0065,09.07.2020 11:25,CET,52000,397.99
VISIOMED BSA2018-2,FR0013352317,VMGBU,Euronext Growth Paris,EUR,-,-,-,-,-,CET,-,-
VISIOMED BSA2018-3,FR0013356441,VMGBV,Euronext Growth Paris,EUR,-,-,-,-,-,CET,-,-
VISIOMED GROUP,FR0013481835,ALVMG,Euronext Growth Paris,EUR,1.154,1.154,1.1,1.1052,10.07.2020 17:35,CET,192801,216220.17
VISIOMEDBSA26OCT23,FR0013321817,VMGBT,Euronext Growth Paris,EUR,-,-,-,-,-,CET,-,-
VIVENDI,FR0000127771,VIV,Euronext Paris,EUR,23.18,23.27,23.04,23.18,10.07.2020 17:36,CET,1722848,39940099.82
VIVORYON,DE0007921835,VVY,Euronext Amsterdam,EUR,3.925,3.96,3.905,3.905,10.07.2020 17:35,CET,4504,17734.48
VOGO,FR0011532225,ALVGO,Euronext Growth Paris,EUR,11,11.1,10.65,11,10.07.2020 17:35,CET,12121,132561.9
VOLKSVERMOGEN,BE0947790037,-,Euronext Expert Market,EUR,1100,1100,1100,1100,17.12.2019 11:30,CET,3,3300
VOLKSWAGEN,DE0007664005,VWA,Traded not listed Brussels,EUR,142.2,146.8,142.1,146.8,10.07.2020 13:46,CET,190,27034.4
VOLKSWAGEN PREF,DE0007664039,VWAP,Traded not listed Brussels,EUR,135,135,130,130,09.07.2020 09:38,CET,142,19025
VOLTA FINANCE,GG00B1GHHH78,VTA,Euronext Amsterdam,EUR,4.3,4.44,4.22,4.35,10.07.2020 17:35,CET,3654,15670.65
VOLTALIA,FR0011995588,VLTSA,Euronext Paris,EUR,16.88,16.88,16.38,16.5,10.07.2020 17:35,CET,33195,550580.16
VOLUNTIS,FR0004183960,VTX,Euronext Paris,EUR,1.28,1.33,1.276,1.302,10.07.2020 16:33,CET,7171,9390.46
VOORUITZICHT,BE0020918638,-,Euronext Expert Market,EUR,1050,1050,1050,1050,24.11.2015 11:30,CET,51,53550
VOPAK,NL0009432491,VPK,Euronext Amsterdam,EUR,48.35,49.28,48.19,48.52,10.07.2020 17:35,CET,383355,18655545.91
VOYAGEURS DU MONDE,FR0004045847,ALVDM,Euronext Growth Paris,EUR,70,70,69.6,69.8,10.07.2020 17:35,CET,196,13668.6
VR EDUCATION HOLD.,IE00BG0HDR01,6VR,Euronext Growth Dublin,EUR,0.17,0.17,0.17,0.17,10.07.2020 14:48,UTC,200,34
VRANKEN-POMMERY,FR0000062796,VRAP,"Euronext Paris, Brussels",EUR,13.6,13.6,13.3,13.45,10.07.2020 17:05,CET,680,9125.8
WALLIX,FR0010131409,ALLIX,Euronext Growth Paris,EUR,14.3,14.4,14.2,14.3,10.07.2020 17:35,CET,1238,17685.96
WAREHOUSES,BE0003734481,WEB,Euronext Brussels,EUR,49.7,49.7,49.7,49.7,10.07.2020 11:26,CET,40,1988
WAVESTONE,FR0013357621,WAVE,Euronext Paris,EUR,19.68,19.7,19.26,19.26,10.07.2020 17:35,CET,5924,115860.32
WDP,BE0974349814,WDP,"Euronext Brussels, Amsterdam",EUR,25.13,25.525,24.945,25.395,10.07.2020 17:35,CET,103723,2628068.67
WE.CONNECT,FR0013079092,ALWEC,Euronext Growth Paris,EUR,12.4,12.4,11.6,12.1,10.07.2020 15:02,CET,799,9609.4
WEACCESS GROUP,FR0010688465,MLWEA,Euronext Access Paris,EUR,2.14,2.14,2.14,2.14,10.07.2020 11:30,CET,200,428
WEDIA,FR0010688440,ALWED,Euronext Growth Paris,EUR,21.4,21.8,21.4,21.8,10.07.2020 15:33,CET,334,7216.6
WENDEL,FR0000121204,MF,Euronext Paris,EUR,80,82.7,79.55,82.7,10.07.2020 17:35,CET,54414,4455395.6
WERELDHAVE,NL0000289213,WHA,Euronext Amsterdam,EUR,7.9,8.11,7.82,8.105,10.07.2020 17:35,CET,127263,1016110.4
WERELDHAVE BELGIUM,BE0003724383,WEHB,Euronext Brussels,EUR,53.2,53.8,53.2,53.8,10.07.2020 17:35,CET,591,31570.4
WEYA,FR0010768770,MLWEY,Euronext Access Paris,EUR,3.5,3.5,3.5,3.5,29.06.2020 16:30,CET,15,52.5
WEYVELD NOSSEGEM,BE0107958945,-,Euronext Expert Market,EUR,4700.01,4700.01,4700.01,4700.01,28.03.2017 11:30,CET,10,47000.1
WHITENI R CAJAL,ES0105399002,MLWRC,Euronext Access Paris,EUR,3,3,3,3,25.10.2019 11:30,CET,350,1050
WITBE,FR0013143872,ALWIT,Euronext Growth Paris,EUR,3.38,3.53,3.34,3.52,10.07.2020 17:26,CET,17444,60249.24
WOL. EXTENS. CERT,BE0003600112,WOLE,Euronext Brussels,EUR,7.179,7.179,7.179,7.179,07.07.2020 16:30,CET,20,143.58
WOL. SHOPPING CERT,BE0003571792,WOLS,Euronext Brussels,EUR,6.7,6.7,6.7,6.7,06.07.2020 16:30,CET,100,670
WOLTERS KLUWER,NL0000395903,WKL,Euronext Amsterdam,EUR,69.82,70.32,69.72,69.98,10.07.2020 17:35,CET,519967,36389995.54
WORLDLINE,FR0011981968,WLN,Euronext Paris,EUR,76.4,77.82,76.06,77.48,10.07.2020 17:39,CET,543156,41958200.1
X-FAB,BE0974310428,XFAB,Euronext Paris,EUR,3.01,3.01,2.92,2.97,10.07.2020 17:35,CET,148567,439397.17
XILAM ANIMATION,FR0004034072,XIL,Euronext Paris,EUR,41.05,41.05,40.65,40.75,10.07.2020 17:35,CET,2454,100077
XIOR,BE0974288202,XIOR,Euronext Brussels,EUR,49.7,50,49.1,50,10.07.2020 17:35,CET,8356,415835
XPO LOGISTICS,FR0000052870,XPO,Euronext Paris,EUR,234,234,232,232,09.07.2020 17:06,CET,12,2796
YATRA,JE00B1FBT077,YATRA,Euronext Amsterdam,EUR,3.84,3.84,3.84,3.84,10.07.2020 17:05,CET,20,76.8
YEW GROVE REIT PLC,IE00BDT5KP12,YEW,Euronext Growth Dublin,EUR,0.87,0.87,0.87,0.87,10.07.2020 12:05,UTC,2000,1740
YMAGIS,FR0011471291,MAGIS,Euronext Paris,EUR,0.8,0.814,0.78,0.798,06.04.2020 10:39,CET,3862,3047.7
YMAGIS BSA,FR0013484466,MAGBS,Euronext Paris,EUR,0.05,0.06,0.05,0.05,06.04.2020 10:31,CET,7008,352.97
ZCCM,ZM0000000037,MLZAM,Euronext Access Paris,EUR,0.56,0.56,0.54,0.54,09.07.2020 16:42,CET,12223,6616.42
ZCI LIMITED,BMG9887P1068,CV,Euronext Paris,EUR,0.17,0.2,0.17,0.2,04.08.2015 16:20,CET,21826,3755.94
ZENITEL,BE0974311434,ZENT,Euronext Brussels,EUR,14.6,14.6,14.6,14.6,10.07.2020 11:30,CET,231,3372.6
ZENOBE GRAMME CERT,BE0003809267,ZEN,Euronext Brussels,EUR,195,195,195,195,10.07.2020 11:30,CET,100,19500
